PID,KICKER,KGRO,KNET,KTB,KR,KRY
1,MA-0700,65,44,N,KW-1500,21
11,WR-0500,72,15,N,DV-0200,57
18,MA-0700,65,54,N,KW-1500,11
35,MA-0700,70,50,Y,XX-0000,0
53,MA-0700,72,48,N,KW-1500,24
65,MA-0700,64,46,N,TJ-1100,18
77,MA-0700,69,50,N,JS-6900,19
87,WR-0500,58,53,N,TD-2500,5
96,WR-0500,78,30,N,TD-2500,48
100,MA-0700,70,50,Y,XX-0000,0
113,WR-0500,71,50,N,TD-2500,21
124,MA-0700,70,50,Y,XX-0000,0
160,WR-0500,46,32,N,BK-1100,14
167,PD-0200,70,50,Y,XX-0000,0
208,SL-0600,60,38,N,JW-2500,22
228,PD-0200,66,42,N,RB-1100,24
242,SL-0600,64,53,N,JW-2500,11
245,SL-0600,71,53,N,JW-2500,18
262,SL-0600,70,50,Y,XX-0000,0
278,SL-0600,72,53,N,DP-0500,19
301,SL-0600,69,50,N,DP-0500,19
314,DA-0300,12,12,N,XX-0000,0
325,DA-0300,71,52,N,JT-3900,19
353,DA-0300,71,42,N,JT-3900,29
358,DA-0300,67,41,N,JT-3900,26
376,DA-0300,67,45,N,JT-3900,22
388,MK-1100,69,40,N,BM-3300,29
402,MK-1100,70,50,Y,XX-0000,0
417,DA-0300,61,39,N,JT-3900,22
433,DA-0300,70,50,Y,XX-0000,0
441,DA-0300,66,30,N,XX-0000,0
458,MK-1100,12,12,N,XX-0000,0
478,JH-0500,71,43,N,AR-1700,28
494,RL-1300,59,45,N,AG-0800,14
511,JH-0500,71,43,N,AR-1700,28
542,RL-1300,70,46,N,LC-0800,24
564,JH-0500,64,38,N,BM-3100,26
566,RL-1300,30,8,N,AG-0800,22
596,RL-1300,65,50,N,AG-0800,15
619,JH-0500,49,36,N,MM-5400,13
627,RL-1300,61,44,N,LC-0800,17
635,JH-0500,60,39,N,AR-1700,21
650,DK-0500,70,50,Y,XX-0000,0
688,DK-0500,70,43,N,MC-1600,27
711,TS-0500,64,43,N,PW-1100,21
729,TS-0500,70,50,Y,XX-0000,0
745,DK-0500,70,46,N,MC-1600,24
757,TS-0500,63,51,N,PW-1100,12
776,DK-0500,71,53,N,MC-1600,18
781,DK-0500,68,50,N,MC-1600,18
800,DK-0500,62,38,N,MC-1600,24
814,KH-1500,66,40,N,BM-0200,26
829,OM-0100,59,48,N,CR-1500,11
843,OM-0100,62,51,N,CR-1500,11
852,OM-0100,64,50,N,CR-1500,14
860,OM-0100,67,34,N,CR-1500,33
886,OM-0100,70,49,N,CR-1500,21
890,OM-0100,63,45,N,CR-1500,18
961,PE-0100,63,42,N,TC-1100,21
970,MB-2100,72,48,N,GM-1100,24
983,PE-0100,63,43,N,TC-1100,20
991,MB-2100,65,44,N,GM-1100,21
1020,PE-0100,67,29,N,TC-1100,38
1028,MB-2100,68,37,N,GM-1100,31
1041,PE-0100,71,50,N,TC-1100,21
1043,MB-2100,68,44,N,GM-1100,24
1053,PE-0100,66,42,N,TC-1100,24
1064,MB-2100,65,48,N,GM-1100,17
1088,MB-2100,70,36,N,GM-1100,34
1105,MB-2100,69,45,N,GM-1100,24
1118,PE-0100,15,15,N,XX-0000,0
1122,AV-0400,72,42,N,KW-1100,30
1130,AV-0400,70,37,N,KW-1100,33
1169,MG-1200,64,24,N,KF-0200,40
1179,AV-0400,56,31,N,KW-1100,25
1199,MG-1200,72,45,N,KF-0200,27
1204,MG-1200,70,50,Y,XX-0000,0
1236,MG-1200,63,45,N,KF-0200,18
1277,AV-0400,75,55,Y,XX-0000,0
1292,TG-1500,59,41,N,DH-4200,18
1308,TG-1500,65,50,N,DH-4200,15
1352,JH-0900,70,55,N,CM-3100,15
1363,JH-0900,74,51,N,CM-3100,23
1376,JH-0900,71,49,N,CM-3100,22
1409,JH-0900,66,21,N,CM-3100,45
1417,TG-1500,72,55,N,DH-4200,17
1457,BD-0100,69,40,N,MJ-0700,29
1493,BD-0100,65,36,N,MJ-0700,29
1511,BD-0100,65,41,N,MJ-0700,24
1540,CB-1700,58,23,N,RD-1200,35
1574,CB-1700,60,40,N,RD-1200,20
1591,BD-0100,60,50,N,MJ-0700,10
1611,CB-1700,13,13,N,XX-0000,0
1622,CB-1700,23,30,N,XX-0000,0
1624,JC-0900,67,44,N,NK-0600,23
1712,SJ-0300,67,41,N,RJ-0700,26
1730,DB-1500,52,35,N,DG-1800,17
1767,JC-0900,64,39,N,NK-0600,25
1786,SJ-0300,74,54,Y,XX-0000,0
1794,MS-5200,60,35,N,HP-0100,25
1813,MS-5200,72,49,N,HW-0100,23
1821,MS-5200,70,50,Y,XX-0000,0
1867,KB-2300,60,22,N,QI-0100,38
1876,MS-5200,70,50,Y,XX-0000,0
1950,RC-2900,66,49,N,JT-2800,17
1964,BC-2300,62,-30,N,MB-1000,92
1966,RC-2900,65,43,N,JT-2800,22
1981,RC-2900,61,47,N,JT-2800,14
2037,BC-2300,64,39,N,DB-5900,25
2055,BC-2300,68,44,N,MB-1000,24
2077,BC-2300,65,-25,N,MB-1000,90
2092,BC-2300,61,35,N,MB-1000,26
2103,RC-2900,16,16,N,XX-0000,0
2107,CH-2900,67,56,N,CW-0900,11
2149,SC-0700,64,44,N,DM-0500,20
2167,CH-2900,58,46,N,CW-0900,12
2186,CH-2900,56,44,N,CW-0900,12
2188,SC-0700,21,-3,N,DM-0500,24
2219,SC-0700,70,37,N,DM-0500,33
2231,SC-0700,62,5,N,DM-0500,57
2247,CH-2900,70,50,Y,XX-0000,0
2274,SC-0700,73,21,N,DM-0500,52
2278,JE-0200,67,51,N,TH-2600,16
2290,JE-0200,69,23,N,TH-2600,46
2306,JW-3300,60,40,N,DO-0200,20
2316,JE-0200,65,59,N,TH-2600,6
2327,JW-3300,79,59,Y,XX-0000,0
2339,JE-0200,62,47,N,TH-2600,15
2350,JW-3300,72,46,N,DO-0200,26
2352,JW-3300,67,55,N,DO-0200,12
2363,JE-0200,55,55,N,XX-0000,0
2367,JW-3300,73,54,N,DO-0200,19
2381,JW-3300,58,37,N,DO-0200,21
2390,JE-0200,66,55,N,TH-2600,11
2408,JE-0200,63,44,N,TH-2600,19
2412,JE-0200,60,45,N,TH-2600,15
2422,JW-3300,75,55,Y,XX-0000,0
2430,MS-5200,62,35,N,RB-1100,27
2439,SL-0600,64,51,N,QI-0100,13
2451,SL-0600,65,46,N,CH-1800,19
2466,SL-0600,61,41,N,CH-1800,20
2476,MS-5200,57,27,N,SS-2900,30
2504,SL-0600,72,50,N,CH-1800,22
2517,SL-0600,72,50,N,CH-1800,22
2522,SL-0600,66,38,N,CH-1800,28
2528,MS-5200,57,47,N,RB-1100,10
2549,SL-0600,67,46,N,CH-1800,21
2563,MS-5200,54,24,N,SS-2900,30
2581,MS-5200,70,50,Y,XX-0000,0
2589,MS-5200,77,57,Y,XX-0000,0
2599,SL-0600,66,45,N,CH-1800,21
2609,SL-0600,52,45,N,PH-0600,7
2618,MS-5200,63,42,N,RB-1100,21
2623,SC-0700,70,57,N,AR-1700,13
2684,SC-0700,65,24,N,AR-1700,41
2690,RL-1300,60,35,N,CW-0900,25
2697,SC-0700,70,50,Y,XX-0000,0
2706,RL-1300,54,37,N,JL-2100,17
2716,SC-0700,66,50,N,AR-1700,16
2728,RL-1300,60,23,N,CW-0900,37
2739,SC-0700,64,40,N,AR-1700,24
2778,RL-1300,7,3,N,HJ-0100,4
2780,NR-0100,68,46,N,DP-0500,22
2810,PD-0200,62,48,N,TM-0100,14
2822,NR-0100,63,43,N,JW-2500,20
2832,PD-0200,68,18,N,TM-0100,50
2868,PD-0200,72,48,N,TM-0100,24
2885,PD-0200,71,36,N,TM-0100,35
2911,PD-0200,52,52,N,NL-0600,0
2949,JE-0200,68,50,N,TD-2500,18
2967,JE-0200,73,54,N,TD-2500,19
2972,JE-0200,68,44,N,TD-2500,24
2986,JE-0200,70,39,N,TD-2500,31
3000,JE-0200,71,41,N,TD-2500,30
3013,JE-0200,66,39,N,TD-2500,27
3035,JE-0200,70,-30,N,DV-0200,100
3037,MA-0700,71,50,N,DO-0200,21
3040,MA-0700,70,53,N,CC-3300,17
3051,TR-0900,44,36,N,BK-1100,8
3072,MA-0700,70,50,Y,XX-0000,0
3114,BC-2300,68,51,N,DH-4200,17
3128,JH-0900,77,57,Y,XX-0000,0
3153,JH-0900,69,45,N,JT-2800,24
3170,BC-2300,75,55,Y,XX-0000,0
3186,JH-0900,75,55,Y,XX-0000,0
3204,JH-0900,69,41,N,JT-2800,28
3213,BC-2300,65,21,N,DH-4200,44
3225,JH-0900,68,19,N,JT-2800,49
3239,JH-0900,71,40,N,JT-2800,31
3262,SJ-0300,70,50,Y,XX-0000,0
3275,DK-0500,67,44,N,NK-0600,23
3289,DK-0500,67,53,N,NK-0600,14
3310,DK-0500,70,50,Y,XX-0000,0
3332,SJ-0300,70,50,Y,XX-0000,0
3346,DK-0500,57,37,N,NK-0600,20
3347,DK-0500,67,47,N,NK-0600,20
3357,SJ-0300,70,58,N,PW-1100,12
3366,SJ-0300,70,51,N,MM-5600,19
3375,SJ-0300,71,45,N,MM-5600,26
3386,SJ-0300,70,47,N,PW-1100,23
3406,SJ-0300,70,50,Y,XX-0000,0
3414,DK-0500,70,50,Y,XX-0000,0
3432,OM-0100,70,45,N,TC-1100,25
3457,MB-2100,64,56,N,BM-0200,8
3499,MB-2100,68,39,N,BM-0200,29
3546,MB-2100,72,27,N,BM-0200,45
3575,GA-0300,42,36,N,HG-0200,6
3583,OM-0100,6,-9,N,OT-0100,15
3586,DA-0300,72,48,N,RD-1200,24
3612,BD-0100,59,51,N,BM-3300,8
3628,BD-0100,65,31,N,BM-3300,34
3646,DA-0300,69,25,N,RD-1200,44
3657,BD-0100,77,57,Y,XX-0000,0
3666,BD-0100,40,25,N,SP-1800,15
3668,BD-0100,45,30,N,XX-0000,0
3681,DA-0300,59,37,N,RD-1200,22
3693,BD-0100,62,38,N,BM-3300,24
3702,DA-0300,67,40,N,RD-1200,27
3714,BD-0100,60,43,N,BM-3300,17
3726,BD-0100,57,34,N,BM-3300,23
3737,DA-0300,10,10,N,XX-0000,0
3741,JC-0900,62,33,N,CM-3100,29
3764,JC-0900,66,46,N,CM-3100,20
3775,TG-1500,64,18,N,RJ-0700,46
3783,JC-0900,62,28,N,CM-3100,34
3807,JC-0900,61,36,N,CM-3100,25
3822,TG-1500,63,63,N,RJ-0700,0
3824,JC-0900,59,37,N,CM-3100,22
3834,TG-1500,72,44,N,RJ-0700,28
3860,TG-1500,72,54,N,RJ-0700,18
3869,TG-1500,63,49,N,RJ-0700,14
3890,JC-0900,68,60,N,CM-3100,8
3904,TG-1500,66,44,N,RJ-0700,22
3910,WR-0500,70,50,Y,XX-0000,0
3923,RC-2900,58,41,N,KW-1500,17
3936,RC-2900,49,45,N,KW-1500,4
3959,RC-2900,64,46,N,KW-1500,18
3975,RC-2900,64,48,N,KW-1500,16
3989,RC-2900,57,41,N,KW-1500,16
3999,WR-0500,40,30,N,CH-3000,10
4008,RC-2900,65,52,N,KW-1500,13
4016,RC-2900,30,30,N,XX-0000,0
4038,WR-0500,73,53,Y,XX-0000,0
4072,WR-0500,12,12,N,XX-0000,0
4076,KH-1500,60,38,N,TH-2600,22
4099,KH-1500,63,39,N,TH-2600,24
4110,JW-3300,63,40,N,CR-1500,23
4128,KH-1500,53,39,N,TH-2600,14
4137,JW-3300,65,32,N,CR-1500,33
4155,JW-3300,66,40,N,CR-1500,26
4158,JW-3300,58,32,N,CR-1500,26
4171,KH-1500,63,39,N,TH-2600,24
4182,JW-3300,66,20,N,CR-1500,46
4191,KH-1500,70,50,Y,XX-0000,0
4200,JW-3300,70,50,Y,XX-0000,0
4210,KH-1500,65,41,N,TH-2600,24
4218,JW-3300,63,41,N,CR-1500,22
4228,KH-1500,66,40,N,TH-2600,26
4237,JW-3300,57,41,N,CR-1500,16
4240,PE-0100,78,47,N,AS-3400,31
4288,MG-1200,73,38,N,GM-1100,35
4304,MG-1200,75,53,N,GM-1100,22
4311,MG-1200,63,45,N,GM-1100,18
4316,MG-1200,68,52,N,GM-1100,16
4320,MG-1200,71,38,N,GM-1100,33
4338,MG-1200,75,45,N,GM-1100,30
4345,MG-1200,70,50,Y,XX-0000,0
4374,MG-1200,69,43,N,GM-1100,26
4399,CH-2900,65,41,N,LP-0100,24
4463,CH-2900,57,45,N,LP-0100,12
4473,TS-0500,70,39,N,DM-0500,31
4475,TS-0500,69,30,N,XX-0000,0
4507,TS-0500,63,30,N,DM-0500,33
4547,CH-2900,71,44,N,LP-0100,27
4557,TS-0500,69,41,N,DM-0500,28
4564,MK-1100,65,38,N,MJ-0700,27
4576,CB-1700,54,39,N,JT-3900,15
4587,MK-1100,69,51,N,MC-1700,18
4605,CB-1700,66,49,N,JT-3900,17
4612,MK-1100,72,36,N,MJ-0700,36
4630,MK-1100,77,57,Y,XX-0000,0
4636,CB-1700,57,43,N,JT-3900,14
4650,MK-1100,66,50,N,MJ-0700,16
4663,CB-1700,61,52,N,JT-3900,9
4669,CB-1700,72,52,Y,XX-0000,0
4683,MK-1100,65,28,N,MJ-0700,37
4693,CB-1700,59,36,N,JT-3900,23
4704,CB-1700,64,45,N,JT-3900,19
4715,AV-0400,67,53,N,DD-2800,14
4727,AV-0400,72,44,N,KW-1300,28
4741,JH-0500,72,50,N,KF-0200,22
4755,AV-0400,67,46,N,DD-2800,21
4761,AV-0400,61,36,N,KW-1300,25
4787,AV-0400,44,44,N,AB-1100,0
4805,JH-0500,67,44,N,KF-0200,23
4853,AV-0400,65,40,N,KW-1300,25
4865,JH-0500,70,50,Y,XX-0000,0
4880,JH-0500,68,38,N,KF-0200,30
4887,RC-2900,57,41,N,DV-0200,16
4901,MA-0700,59,29,N,IB-0300,30
4931,MA-0700,70,50,Y,XX-0000,0
4946,RC-2900,65,43,N,DV-0200,22
4961,RC-2900,56,28,N,DV-0200,28
4963,MA-0700,65,30,N,MB-1000,35
5026,MA-0700,65,43,N,MB-1000,22
5034,KW-0200,52,41,N,WO-0200,11
5038,PE-0100,69,49,Y,XX-0000,0
5048,BD-0100,58,36,N,GM-1100,22
5112,PE-0100,43,34,N,GC-0800,9
5115,BD-0100,65,43,N,GM-1100,22
5141,BD-0100,72,48,N,GM-1100,24
5194,KB-2300,70,32,N,DP-0500,38
5203,PD-0200,66,46,N,HP-0100,20
5218,PD-0200,63,41,N,HP-0100,22
5232,KB-2300,55,50,N,LJ-0300,5
5263,KB-2300,63,37,N,LJ-0300,26
5269,PD-0200,69,12,N,HW-0100,57
5275,KB-2300,67,5,N,DP-0500,62
5283,PD-0200,50,30,Y,XX-0000,0
5293,KB-2300,55,41,N,DP-0500,14
5317,PD-0200,68,47,N,HP-0100,21
5337,PD-0200,57,39,N,HP-0100,18
5347,MG-1200,71,8,N,DH-4200,63
5354,JH-0900,72,52,Y,XX-0000,0
5373,MG-1200,61,32,N,DH-4200,29
5388,MG-1200,64,-6,N,DH-4200,70
5420,MG-1200,65,57,N,DH-4200,8
5436,JH-0900,66,51,N,AS-3400,15
5459,MG-1200,67,44,N,DH-4200,23
5490,MG-1200,70,45,N,DH-4200,25
5507,DA-0300,62,40,N,GB-0400,22
5570,DA-0300,69,45,N,AR-1700,24
5588,RL-1300,68,24,N,BM-3100,44
5611,RL-1300,74,54,Y,XX-0000,0
5665,RL-1300,37,20,N,BM-3100,17
5666,NR-0100,66,44,N,RB-1100,22
5685,SL-0600,65,53,N,TM-0100,12
5690,SL-0600,70,42,N,TM-0100,28
5748,SL-0600,69,45,N,TM-0100,24
5827,SL-0600,70,52,N,TM-0100,18
5837,TS-0500,72,41,N,RJ-0700,31
5853,JC-0900,68,50,N,LP-0100,18
5880,JC-0900,65,39,N,LP-0100,26
5896,TS-0500,67,39,N,RJ-0700,28
5922,TS-0500,67,41,N,RJ-0700,26
5925,JC-0900,69,44,N,KL-1100,25
5947,TS-0500,65,49,N,KB-2900,16
5956,TS-0500,61,40,N,RJ-0700,21
5974,TS-0500,69,42,N,RJ-0700,27
5997,TS-0500,70,47,N,RJ-0700,23
6004,AV-0400,70,43,N,MW-2900,27
6024,MB-2100,54,31,N,KF-0200,23
6032,AV-0400,70,50,Y,XX-0000,0
6053,MB-2100,71,38,N,KF-0200,33
6066,MB-2100,67,30,N,XX-0000,0
6087,MB-2100,67,35,N,SD-0300,32
6137,AV-0400,68,44,N,TC-1000,24
6170,SC-0700,58,38,N,KW-1300,20
6192,SC-0700,67,-30,N,KW-1300,97
6194,JH-0500,66,50,N,CW-0900,16
6226,JH-0500,63,43,N,CW-0900,20
6247,SC-0700,40,40,N,XX-0000,0
6256,JH-0500,54,37,N,SM-3400,17
6274,JH-0500,71,39,N,CW-0900,32
6324,JH-0500,64,55,N,CW-0900,9
6336,SJ-0300,39,39,N,XX-0000,0
6349,JN-0600,64,33,N,NK-0600,31
6352,JN-0600,72,50,N,NK-0600,22
6359,JN-0600,64,44,N,NK-0600,20
6369,SJ-0300,69,32,N,CC-3300,37
6378,JN-0600,60,41,N,DD-2900,19
6386,SJ-0300,64,51,N,BM-2200,13
6393,SJ-0300,67,46,N,CC-3300,21
6399,SJ-0300,65,39,N,CC-3300,26
6418,JN-0600,66,43,N,DD-2900,23
6441,JN-0600,76,56,Y,XX-0000,0
6456,JN-0600,65,36,N,DD-2900,29
6474,JN-0600,62,45,N,DD-2900,17
6485,KH-1500,71,46,N,CM-3100,25
6501,KH-1500,61,42,N,CM-3100,19
6519,TG-1500,56,50,N,JW-4000,6
6546,TG-1500,68,28,N,JW-4000,40
6553,TG-1500,62,32,N,JW-4000,30
6569,KH-1500,70,38,N,CM-3100,32
6598,KH-1500,64,41,N,CM-3100,23
6611,KH-1500,65,39,N,CM-3100,26
6628,WR-0500,62,45,N,LF-0300,17
6632,WR-0500,66,50,N,TH-2600,16
6640,JW-3300,60,40,N,TJ-1100,20
6673,WR-0500,71,52,N,TH-2600,19
6690,JW-3300,71,44,N,TJ-1100,27
6697,WR-0500,72,48,N,TH-2600,24
6700,JW-3300,74,54,Y,XX-0000,0
6707,JW-3300,33,13,Y,XX-0000,0
6724,JW-3300,79,59,Y,XX-0000,0
6742,JW-3300,70,50,Y,XX-0000,0
6752,WR-0500,75,55,Y,XX-0000,0
6762,JW-3300,68,42,N,TJ-1100,26
6779,JW-3300,47,34,N,JM-4200,13
6786,OM-0100,59,44,N,CH-1800,15
6809,OM-0100,59,34,N,CH-1800,25
6824,OM-0100,47,30,N,KW-0600,17
6859,MS-5200,60,31,N,BM-0200,29
6866,OM-0100,66,47,N,CH-1800,19
6880,MS-5200,63,50,N,BM-0200,13
6890,OM-0100,60,40,N,CH-1800,20
6899,MS-5200,45,30,N,XX-0000,0
6923,MK-1100,77,57,Y,XX-0000,0
6941,MH-3900,63,43,N,MW-1600,20
6956,MK-1100,64,46,N,JT-2800,18
6973,MK-1100,71,42,N,JT-2800,29
7004,MH-3900,69,46,N,MW-1600,23
7016,MK-1100,71,50,N,JT-2800,21
7031,MH-3900,66,39,N,MW-1600,27
7058,MK-1100,59,39,N,JT-2800,20
7070,MH-3900,61,42,N,MW-1600,19
7085,MK-1100,69,39,N,JT-2800,30
7095,RL-1300,64,37,N,MJ-0700,27
7121,RL-1300,71,46,N,MJ-0700,25
7135,RL-1300,64,24,N,MJ-0700,40
7146,CB-1700,70,51,N,AR-1700,19
7159,RL-1300,67,42,N,MJ-0700,25
7174,CB-1700,26,6,N,AR-1700,20
7186,RL-1300,74,42,N,MJ-0700,32
7205,RL-1300,65,57,N,MJ-0700,8
7220,RL-1300,66,46,N,MJ-0700,20
7227,RL-1300,70,50,Y,XX-0000,0
7253,JW-3300,73,42,N,DV-0200,31
7264,MA-0700,15,15,N,XX-0000,0
7275,JW-3300,63,45,N,DV-0200,18
7296,JW-3300,72,54,N,DV-0200,18
7321,MA-0700,70,50,Y,XX-0000,0
7325,JW-3300,70,50,Y,XX-0000,0
7338,MA-0700,70,44,N,TH-2600,26
7346,JW-3300,72,49,N,DV-0200,23
7351,JW-3300,70,50,Y,XX-0000,0
7379,JW-3300,70,50,Y,XX-0000,0
7385,MA-0700,68,36,N,TH-2600,32
7388,JW-3300,70,50,Y,XX-0000,0
7409,NR-0100,58,32,N,CH-1400,26
7422,MS-5200,61,43,N,TM-0100,18
7441,MS-5200,71,49,N,TM-0100,22
7446,MS-5200,70,55,N,DG-2900,15
7476,MS-5200,65,43,N,RH-1500,22
7485,MS-5200,53,42,N,DG-2900,11
7517,MS-5200,67,38,N,DG-2900,29
7548,MS-5200,62,48,N,DG-2900,14
7563,MS-5200,65,49,N,DG-2900,16
7568,JH-0900,73,57,N,GM-1100,16
7593,JH-0900,64,45,N,GM-1100,19
7653,JH-0900,48,48,N,XX-0000,0
7655,PE-0100,47,32,N,DH-4200,15
7674,PE-0100,60,44,N,DH-4200,16
7695,PE-0100,68,20,N,DH-4200,48
7714,JH-0900,61,33,N,GM-1100,28
7742,WR-0500,67,49,N,MW-1600,18
7777,WR-0500,74,54,Y,XX-0000,0
7787,MK-1100,64,53,N,KW-1500,11
7799,WR-0500,50,42,N,BN-0500,8
7810,WR-0500,70,53,N,MW-1600,17
7816,MK-1100,68,53,N,KW-1500,15
7824,MK-1100,68,44,N,KW-1500,24
7829,WR-0500,69,30,N,XX-0000,0
7836,WR-0500,72,43,N,MW-1600,29
7861,WR-0500,68,43,N,JT-3900,25
7871,MK-1100,66,47,N,KW-1500,19
7886,WR-0500,69,39,N,JT-3900,30
7892,MK-1100,12,12,N,XX-0000,0
7901,JN-0600,70,50,Y,XX-0000,0
7914,TS-0500,74,37,N,CC-3300,37
7929,JN-0600,74,52,N,DH-0600,22
7947,JN-0600,74,53,N,DH-0600,21
7954,JN-0600,66,48,N,DH-0600,18
7974,TS-0500,67,47,N,CC-3300,20
7983,JN-0600,67,44,N,DH-0600,23
7994,TS-0500,72,42,N,CC-3300,30
8001,JN-0600,60,36,N,DH-0600,24
8032,TS-0500,71,49,N,CC-3300,22
8049,TS-0500,64,45,N,CC-3300,19
8058,AV-0400,74,54,Y,XX-0000,0
8091,AV-0400,65,40,N,BM-0200,25
8099,OM-0100,69,55,N,KF-0200,14
8131,OM-0100,41,28,N,SD-0300,13
8133,OM-0100,75,55,Y,XX-0000,0
8204,DA-0300,66,47,N,CM-3100,19
8226,TG-1500,64,64,N,XX-0000,0
8251,DA-0300,66,49,N,CM-3100,17
8255,DA-0300,69,54,N,CM-3100,15
8293,TG-1500,72,41,N,BM-3300,31
8320,DA-0300,63,46,N,CM-3100,17
8369,SJ-0300,66,47,N,DP-0500,19
8382,PD-0200,13,13,N,XX-0000,0
8391,SJ-0300,75,55,Y,XX-0000,0
8410,SJ-0300,64,51,N,DP-0500,13
8443,SJ-0300,45,33,N,MC-0200,12
8447,SJ-0300,67,50,N,DP-0500,17
8450,PD-0200,77,57,Y,XX-0000,0
8478,PD-0200,77,57,Y,XX-0000,0
8489,SJ-0300,74,54,Y,XX-0000,0
8505,SJ-0300,61,57,N,DP-0500,4
8509,PD-0200,47,33,N,DD-2800,14
8530,CH-2900,63,26,N,TE-0200,37
8541,CH-2900,50,19,N,HW-0100,31
8551,KB-2300,54,40,N,DM-0500,14
8563,CH-2900,65,56,N,TE-0200,9
8577,KB-2300,62,36,N,DM-0500,26
8606,KB-2300,62,46,N,DM-0500,16
8627,CH-2900,59,42,N,HW-0100,17
8645,KB-2300,56,10,N,DM-0500,46
8651,CH-2900,67,36,N,TE-0200,31
8666,KB-2300,52,37,N,LN-0200,15
8687,CH-2900,65,44,N,HW-0100,21
8695,JC-0900,56,35,N,CR-1500,21
8708,KH-1500,58,42,N,RJ-0700,16
8720,JC-0900,62,38,N,CR-1500,24
8726,JC-0900,68,38,N,CR-1500,30
8730,KH-1500,60,60,N,RJ-0700,0
8763,JC-0900,63,43,N,CR-1500,20
8775,KH-1500,62,23,N,KB-2900,39
8780,KH-1500,71,51,N,RJ-0700,20
8799,KH-1500,54,42,N,KB-2900,12
8855,MG-1200,71,47,N,KW-1300,24
8874,MG-1200,74,54,Y,XX-0000,0
8886,JH-0500,71,50,N,AS-3400,21
8901,MG-1200,74,29,N,KW-1300,45
8924,JH-0500,79,59,Y,XX-0000,0
8930,JH-0500,70,35,N,AS-3400,35
8958,MG-1200,72,48,N,KW-1300,24
9003,JH-0500,70,50,Y,XX-0000,0
9009,JH-0500,70,50,Y,XX-0000,0
9014,MH-3900,70,46,N,RD-1200,24
9055,MH-3900,63,52,N,RD-1200,11
9070,MH-3900,56,46,N,RD-1200,10
9093,BD-0100,56,56,N,AM-3100,0
9099,MH-3900,63,44,N,RD-1200,19
9168,BD-0100,10,10,N,XX-0000,0
9176,DK-0500,71,52,N,RB-1100,19
9188,DK-0500,70,49,N,SM-0100,21
9234,SL-0600,65,45,Y,XX-0000,0
9244,DK-0500,71,50,N,RB-1100,21
9255,DK-0500,55,45,N,SM-0100,10
9264,SL-0600,55,34,N,PW-1100,21
9266,SL-0600,70,22,N,JP-1300,48
9287,DK-0500,70,50,Y,XX-0000,0
9300,BB-0800,64,43,N,PW-1100,21
9311,DK-0500,70,35,N,SM-0100,35
9323,DK-0500,72,52,N,SM-0100,20
9332,DK-0500,64,54,N,RB-1100,10
9351,SC-0700,56,51,N,JP-1300,5
9368,SC-0700,63,46,N,JP-1300,17
9387,SC-0700,62,48,N,JP-1300,14
9398,SC-0700,47,47,N,DM-0100,0
9409,DK-0500,70,46,N,CW-0900,24
9424,DK-0500,62,47,N,CW-0900,15
9460,DK-0500,55,35,Y,XX-0000,0
9496,SC-0700,57,39,N,JP-1300,18
9505,RC-2900,63,52,N,JT-3900,11
9544,RC-2900,68,44,N,JT-3900,24
9557,KW-0200,52,47,N,JT-3900,5
9568,MK-1100,67,42,N,MB-1000,25
9579,KW-0200,21,21,N,XX-0000,0
9581,MK-1100,67,47,N,MB-1000,20
9604,MK-1100,62,40,N,MB-1000,22
9617,RC-2900,50,37,N,OS-0100,13
9648,RC-2900,64,44,N,JT-3900,20
9657,OM-0100,70,50,Y,XX-0000,0
9672,NR-0100,46,31,N,JW-1200,15
9689,NR-0100,60,46,N,BM-0200,14
9697,NR-0100,70,50,Y,XX-0000,0
9729,OM-0100,66,38,N,TM-0100,28
9733,NR-0100,66,40,N,BM-0200,26
9750,OM-0100,64,48,N,TM-0100,16
9761,OM-0100,55,42,N,TM-0100,13
9779,OM-0100,57,44,N,TM-0100,13
9793,NR-0100,71,48,N,BM-0200,23
9821,MS-5200,68,38,N,LJ-0300,30
9841,MS-5200,64,42,N,DP-0500,22
9866,MS-5200,65,40,N,LJ-0300,25
9873,MS-5200,68,45,N,DP-0500,23
9903,PD-0200,70,50,Y,XX-0000,0
9923,MS-5200,60,44,N,DP-0500,16
9970,AV-0400,72,51,N,CC-3300,21
9980,AV-0400,70,50,N,CC-3300,20
9991,AV-0400,70,50,Y,XX-0000,0
10019,JN-0600,69,53,N,KF-0200,16
10052,AV-0400,72,47,N,DO-0200,25
10056,JN-0600,68,36,N,KF-0200,32
10081,LJ-1000,67,-20,N,DO-0200,87
10083,JN-0600,72,47,N,KF-0200,25
10093,AV-0400,70,50,Y,XX-0000,0
10135,JN-0600,15,15,N,XX-0000,0
10139,JH-0900,72,51,N,TC-1100,21
10153,JH-0900,72,49,N,TC-1100,23
10159,GA-0300,61,47,N,DH-4200,14
10206,JH-0900,70,51,N,TC-1100,19
10227,GA-0300,47,21,N,DH-4200,26
10228,GA-0300,53,41,N,BO-0200,12
10260,GA-0300,51,39,N,DH-4200,12
10270,JH-0900,68,49,N,TC-1100,19
10279,GA-0300,66,36,N,DH-4200,30
10288,GA-0300,53,40,N,BO-0200,13
10315,JH-0900,13,13,N,XX-0000,0
10317,PE-0100,71,45,N,AR-1700,26
