PID,KICKER,KGRO,KNET,KTB,KR,KRY
542435,RL-0900,61,-35,N,MT-0550,96
542437,DC-0500,66,41,N,LM-1100,25
542446,RL-0900,66,38,N,MT-0550,28
542465,RL-0900,55,42,N,MT-0550,13
542493,DC-0500,69,44,N,LM-1100,25
542545,DC-0500,67,42,N,LM-1100,25
542570,MP-2100,65,45,Y,XX-0000,0
542590,NN-0200,65,45,Y,XX-0000,0
542619,MP-2100,65,45,Y,XX-0000,0
542625,MP-2100,65,45,Y,XX-0000,0
542654,MP-2100,65,45,Y,XX-0000,0
542664,NN-0200,16,16,N,XX-0000,0
542671,BC-2000,60,44,N,AC-1000,16
542690,BC-2000,65,45,Y,XX-0000,0
542704,NN-0200,47,29,N,TH-1900,18
542716,BC-2000,65,45,Y,XX-0000,0
542734,BC-2000,65,45,Y,XX-0000,0
542746,NN-0200,14,14,N,XX-0000,0
542754,MN-0800,64,41,N,SD-0800,23
542773,RS-3400,69,43,N,BT-0300,26
542787,MN-0800,65,45,Y,XX-0000,0
542815,MN-0800,70,41,N,SD-0800,29
542836,MN-0800,65,45,Y,XX-0000,0
542845,RS-3400,65,45,Y,XX-0000,0
542891,MN-0800,61,44,N,SD-0800,17
542919,PD-0200,73,53,Y,XX-0000,0
542948,PD-0200,60,40,Y,XX-0000,0
542966,PD-0200,73,53,Y,XX-0000,0
542985,PD-0200,70,50,Y,XX-0000,0
543001,DB-0200,60,54,N,JC-5600,6
543024,DB-0200,21,21,N,XX-0000,0
543039,DB-0200,68,51,N,JC-5600,17
543056,DB-0200,71,43,N,JC-5600,28
543079,PD-0200,74,54,Y,XX-0000,0
543090,DB-0200,28,25,N,EH-0100,3
543091,PD-0200,65,45,Y,XX-0000,0
543112,JF-0900,68,38,N,JR-2800,30
543117,JF-0900,65,45,Y,XX-0000,0
543127,JF-0900,67,44,N,JR-2800,23
543153,JF-0900,65,45,Y,XX-0000,0
543168,MB-4600,69,51,N,WP-0700,18
543173,MB-4600,65,0,N,WP-0700,65
543188,MB-4600,69,42,N,WP-0700,27
543196,JF-0900,65,45,Y,XX-0000,0
543202,MB-4600,65,45,Y,XX-0000,0
543240,JF-0900,65,45,Y,XX-0000,0
543260,MB-4600,68,42,N,WP-0700,26
543277,MC-3000,72,52,Y,XX-0000,0
543310,JH-0900,63,46,N,RC-1500,17
543323,MC-3000,59,39,N,SL-0900,20
543335,JH-0900,70,50,Y,XX-0000,0
543362,JH-0900,70,45,N,RC-1500,25
543378,MC-3000,45,33,N,MT-0900,12
543392,JH-0900,68,54,N,RC-1500,14
543423,JH-0900,67,48,N,RC-1500,19
543431,MC-3000,65,40,N,SL-0900,25
543441,MC-3000,35,28,N,TS-0700,7
543445,MK-1200,66,43,N,AE-0500,23
543463,MK-1200,48,39,N,SF-0700,9
543474,MK-1200,72,45,N,AE-0500,27
543487,JM-4000,65,45,Y,XX-0000,0
543503,JM-4000,70,37,N,LL-0950,33
543538,JM-4000,65,45,Y,XX-0000,0
543589,JM-4000,65,45,Y,XX-0000,0
543601,MK-1200,65,45,Y,XX-0000,0
543618,MK-1200,65,45,Y,XX-0000,0
543620,JM-4000,65,45,Y,XX-0000,0
543629,SG-0800,74,54,Y,XX-0000,0
543639,PM-0300,64,46,N,DM-1300,18
543649,SG-0800,64,49,N,TZ-0100,15
543661,PM-0300,63,40,N,DM-1300,23
543681,SG-0800,59,43,N,TZ-0100,16
543685,SG-0800,60,46,N,TH-1850,14
543698,PM-0300,69,40,N,DM-1300,29
543709,SG-0800,61,51,N,TH-1850,10
543720,PM-0300,65,41,N,DM-1300,24
543732,SG-0800,65,45,N,TH-1850,20
543751,SG-0800,72,52,Y,XX-0000,0
543762,SG-0800,57,39,N,TH-1850,18
543769,PM-0300,65,45,Y,XX-0000,0
543778,SG-0800,57,42,N,TH-1850,15
543790,SG-0800,69,49,Y,XX-0000,0
543803,GZ-2000,65,45,Y,XX-0000,0
543829,GZ-2000,70,28,N,JM-3600,42
543837,NF-0300,67,48,N,CG-1060,19
543863,NF-0300,68,46,N,CG-1060,22
543875,NF-0300,63,63,N,XX-0000,0
543881,NF-0300,67,51,N,CG-1060,16
543916,NF-0300,71,51,Y,XX-0000,0
543929,NF-0300,69,21,N,CG-1060,48
543939,JH-3230,9,9,N,XX-0000,0
543966,KF-0250,63,44,N,BB-3350,19
543973,KF-0250,64,42,N,BB-3350,22
544005,AH-2600,65,45,Y,XX-0000,0
544014,KF-0250,59,34,N,BB-3350,25
544044,AH-2600,72,52,Y,XX-0000,0
544059,AH-2600,65,45,Y,XX-0000,0
544068,KF-0250,53,39,N,RC-2300,14
544094,KF-0250,73,53,Y,XX-0000,0
544132,JS-1100,67,49,N,KM-0450,18
544139,SG-1100,65,38,N,RJ-0800,27
544163,JS-1100,70,48,N,KM-0450,22
544176,JS-1100,67,13,N,KM-0450,54
544186,SG-1100,61,34,N,RJ-0800,27
544195,JS-1100,71,51,Y,XX-0000,0
544204,SG-1100,64,41,N,RJ-0800,23
544214,SG-1100,73,53,Y,XX-0000,0
544223,JS-1100,69,32,N,KM-0450,37
544233,JS-1100,70,39,N,KM-0450,31
544243,SG-1100,67,52,N,RJ-0800,15
544258,JS-1100,76,56,Y,XX-0000,0
544274,SG-1100,62,34,N,RJ-0800,28
544288,SG-1100,67,47,Y,XX-0000,0
544298,JS-1100,72,52,Y,XX-0000,0
544314,SG-1100,62,33,N,RJ-0800,29
544327,JS-1100,72,52,Y,XX-0000,0
544337,TM-3300,72,42,N,CF-1000,30
544355,TM-3300,70,45,N,CF-1000,25
544368,TM-3300,65,49,N,CF-1000,16
544402,SJ-0300,73,45,N,TC-4100,28
544412,TM-3300,58,46,N,JS-6650,12
544417,SJ-0300,67,-8,N,TC-4100,75
544420,TM-3300,62,47,N,JS-6650,15
544431,SJ-0300,70,50,N,TC-4100,20
544447,TM-3300,73,53,Y,XX-0000,0
544465,TM-3300,68,45,N,CF-1000,23
544488,SJ-0300,15,15,N,XX-0000,0
544497,JT-3950,65,45,Y,XX-0000,0
544502,SS-3100,56,31,N,JJ-3900,25
544515,JT-3950,65,45,Y,XX-0000,0
544534,JT-3950,70,53,N,CR-0250,17
544586,SS-3100,68,35,N,JJ-3900,33
544605,JT-3950,68,49,N,CR-0250,19
544618,SS-3100,47,29,N,AA-0800,18
544660,RG-1500,66,47,N,TG-0900,19
544670,DA-0300,65,45,Y,XX-0000,0
544680,DA-0300,68,46,N,DH-2700,22
544701,DA-0300,65,39,N,DH-2700,26
544713,DA-0300,55,34,N,DH-2700,21
544733,DA-0300,65,45,Y,XX-0000,0
544744,DA-0300,69,39,N,DH-2700,30
544761,RG-1500,72,49,N,TG-0900,23
544776,DA-0300,68,41,N,DH-2700,27
544781,AP-1800,64,43,N,TG-0900,21
544802,SG-1100,70,50,Y,XX-0000,0
544817,JH-0900,69,45,N,KM-0450,24
544856,SG-1100,67,48,N,SL-0900,19
544868,JH-0900,70,40,N,KM-0450,30
544878,SG-1100,62,24,N,SL-0900,38
544882,JH-0900,70,50,Y,XX-0000,0
544887,JH-0900,69,40,N,KM-0450,29
544905,JH-0900,61,46,N,KM-0450,15
544909,SG-1100,50,30,Y,XX-0000,0
544923,SG-1100,70,50,Y,XX-0000,0
544933,JH-0900,69,46,N,KM-0450,23
544968,SG-1100,55,41,N,SL-0900,14
544979,SG-1100,70,50,Y,XX-0000,0
545015,DB-0200,74,54,Y,XX-0000,0
545031,DB-0200,74,54,Y,XX-0000,0
545056,KF-0250,65,41,N,DH-1800,24
545071,KF-0250,72,49,N,DH-1800,23
545082,KF-0250,50,30,Y,XX-0000,0
545094,KF-0250,65,45,Y,XX-0000,0
545096,KF-0250,65,45,Y,XX-0000,0
545108,DB-0200,69,52,N,BB-0600,17
545140,DB-0200,70,47,N,BB-0600,23
545149,KF-0250,61,53,N,LD-0850,8
545159,DB-0200,65,45,Y,XX-0000,0
545167,DB-0200,73,53,Y,XX-0000,0
545180,KF-0250,65,44,N,LD-0850,21
545194,DB-0200,10,-33,N,DH-0700,43
545196,NF-0300,64,46,N,DM-1300,18
545239,SG-0800,70,33,N,JM-3600,37
545251,SG-0800,65,45,Y,XX-0000,0
545255,SG-0800,70,45,N,JM-3600,25
545257,SG-0800,70,47,N,JM-3600,23
545270,SG-0800,66,42,N,JM-3600,24
545285,NF-0300,30,30,N,XX-0000,0
545286,SG-0800,58,44,N,JM-3600,14
545309,ZM-0100,60,51,N,KW-2100,9
545316,NF-0300,63,52,N,DM-1300,11
545336,SG-0800,66,42,N,JM-3600,24
545341,SG-0800,66,45,N,JM-3600,21
545363,NF-0300,60,51,N,WW-0200,9
545369,RG-1500,65,45,Y,XX-0000,0
545379,BW-0350,55,43,N,EW-0500,12
545392,RG-1500,58,43,N,MA-1150,15
545407,RG-1500,68,30,N,MS-1300,38
545433,RG-1500,68,54,N,JR-2750,14
545441,RG-1500,65,45,Y,XX-0000,0
545453,BW-0350,67,40,N,EW-0500,27
545465,BW-0350,70,44,N,EW-0500,26
545478,RG-1500,65,45,Y,XX-0000,0
545535,MN-0800,65,43,N,CF-1000,22
545548,MN-0800,68,40,N,CF-1000,28
545564,MN-0800,67,39,N,CF-1000,28
545593,MN-0800,68,46,N,CF-1000,22
545616,SJ-0300,65,45,Y,XX-0000,0
545628,SJ-0300,73,48,N,BT-0300,25
545648,SJ-0300,65,45,Y,XX-0000,0
545661,MN-0800,71,51,Y,XX-0000,0
545685,MN-0800,64,47,N,CF-1000,17
545696,SS-3100,65,45,Y,XX-0000,0
545702,SS-3100,65,45,Y,XX-0000,0
545716,PD-0200,63,44,N,CR-0250,19
545746,PD-0200,72,41,N,CR-0250,31
545764,PD-0200,54,39,N,CR-0250,15
545781,SS-3100,23,18,N,EH-0100,5
545782,PD-0200,60,44,N,CR-0250,16
545805,PD-0200,47,47,N,XX-0000,0
545860,MK-1200,65,45,Y,XX-0000,0
545874,MB-3000,68,46,N,LL-0950,22
545886,MK-1200,70,40,N,JR-2800,30
545898,MB-3000,69,45,N,LL-0950,24
545913,MK-1200,65,45,Y,XX-0000,0
545926,MB-3000,68,51,N,LL-0950,17
545940,MK-1200,72,52,Y,XX-0000,0
545943,MB-3000,65,45,Y,XX-0000,0
545965,MK-1200,71,51,Y,XX-0000,0
545976,MK-1200,72,29,N,JR-2800,43
545985,MB-3000,74,54,Y,XX-0000,0
546005,MP-2100,67,36,N,SD-0800,31
546017,RS-3400,69,49,Y,XX-0000,0
546029,RS-3400,68,18,N,TH-1900,50
546074,MP-2100,73,53,Y,XX-0000,0
546076,RS-3400,65,23,N,TH-1900,42
546092,RS-3400,72,52,Y,XX-0000,0
546101,MP-2100,66,44,N,SD-0800,22
546157,MP-2100,46,42,N,AT-1000,4
546162,RL-0900,62,49,N,JL-1100,13
546177,PM-0300,73,53,Y,XX-0000,0
546190,RL-0900,63,45,N,JL-1100,18
546227,PM-0300,71,51,Y,XX-0000,0
546233,RL-0900,68,50,N,JL-1100,18
546253,PM-0300,65,33,N,BS-2400,32
546279,PM-0300,74,54,Y,XX-0000,0
546297,RL-0900,60,41,N,JL-1100,19
546325,DC-0500,73,49,N,LW-0500,24
546385,DC-0500,74,54,Y,XX-0000,0
546396,SH-0400,74,54,Y,XX-0000,0
546398,SH-0400,65,45,Y,XX-0000,0
546420,SH-0400,72,52,Y,XX-0000,0
546445,DC-0500,63,-35,N,LW-0500,98
546447,SH-0400,65,45,Y,XX-0000,0
546455,DC-0500,74,54,Y,XX-0000,0
546474,RB-2200,65,45,Y,XX-0000,0
546481,RB-2200,65,45,Y,XX-0000,0
546508,JS-1100,65,47,N,DR-1200,18
546549,RB-2200,68,44,N,MS-3900,24
546551,JS-1100,69,51,N,DR-1200,18
546567,JS-1100,73,50,N,DR-1200,23
546582,RB-2200,69,49,Y,XX-0000,0
546607,RB-2200,65,45,Y,XX-0000,0
546618,JS-1100,72,43,N,DR-1200,29
546626,RB-2200,65,45,Y,XX-0000,0
546640,JS-1100,72,58,N,JM-2800,14
546643,JT-3950,65,45,Y,XX-0000,0
546695,NN-0200,70,49,N,JJ-3900,21
546711,NN-0200,65,45,Y,XX-0000,0
546727,NN-0200,74,49,N,JJ-3900,25
546735,JT-3950,74,54,Y,XX-0000,0
546775,NN-0200,65,45,Y,XX-0000,0
546787,JT-3950,67,47,Y,XX-0000,0
546805,JT-3950,74,49,N,CC-0700,25
546840,JF-0900,65,45,Y,XX-0000,0
546867,JF-0900,65,45,Y,XX-0000,0
546877,GZ-2000,65,45,Y,XX-0000,0
546893,JF-0900,71,40,N,CG-1060,31
546914,GZ-2000,67,42,N,WP-0700,25
546926,GZ-2000,65,45,Y,XX-0000,0
546940,GZ-2000,71,46,N,WP-0700,25
546961,GZ-2000,67,49,N,WP-0700,18
546986,GZ-2000,65,45,Y,XX-0000,0
547011,DA-0300,70,39,N,TC-4100,31
547029,DA-0300,70,44,N,TC-4100,26
547041,TM-3300,62,39,N,KW-1800,23
547065,TM-3300,74,54,Y,XX-0000,0
547086,DA-0300,70,47,N,TC-4100,23
547088,TM-3300,65,45,Y,XX-0000,0
547096,DA-0300,71,35,N,TC-4100,36
547100,DA-0300,67,47,Y,XX-0000,0
547111,TM-3300,65,45,Y,XX-0000,0
547143,DA-0300,74,42,N,TC-4100,32
547174,MC-3000,67,39,N,DW-4050,28
547182,LT-1100,67,42,N,RC-1500,25
547188,MC-3000,69,48,N,DW-4050,21
547209,LT-1100,67,37,N,RC-1500,30
547215,LT-1100,65,44,N,RC-1500,21
547229,LT-1100,66,38,N,RC-1500,28
547243,MC-3000,61,38,N,DW-4050,23
547254,LT-1100,48,36,N,DW-3000,12
547259,LT-1100,63,37,N,RC-1500,26
547288,LT-1100,68,39,N,RC-1500,29
547329,GG-0100,65,45,Y,XX-0000,0
547339,AH-2600,63,37,N,AE-0500,26
547349,GG-0100,71,49,N,BB-2530,22
547358,GG-0100,65,45,Y,XX-0000,0
547368,AH-2600,71,51,N,AE-0500,20
547379,AH-2600,68,45,N,AE-0500,23
547394,AH-2600,65,45,Y,XX-0000,0
547407,AH-2600,65,55,N,AE-0500,10
547420,GG-0100,60,36,N,BB-2530,24
547436,AH-2600,67,32,N,AE-0500,35
547449,GG-0100,70,50,N,BB-2530,20
547466,GG-0100,65,21,N,BB-2530,44
547478,TM-3300,65,45,Y,XX-0000,0
547486,MB-3000,65,45,Y,XX-0000,0
547519,MB-3000,71,52,N,TC-4100,19
547535,MB-3000,65,45,Y,XX-0000,0
547549,TM-3300,65,45,Y,XX-0000,0
547561,MB-3000,73,51,N,TC-4100,22
547578,TM-3300,70,48,N,JR-2800,22
547592,TM-3300,65,45,Y,XX-0000,0
547607,MB-3000,71,45,N,TC-4100,26
547628,MB-3000,71,44,N,TC-4100,27
547645,RG-1500,65,45,Y,XX-0000,0
547659,RG-1500,65,45,Y,XX-0000,0
547704,SH-0400,71,50,N,EW-0500,21
547718,SH-0400,50,44,N,EB-0600,6
547719,SH-0400,68,46,N,EW-0500,22
547744,RG-1500,65,45,Y,XX-0000,0
547789,SH-0400,73,51,N,EW-0500,22
547793,RG-1500,65,45,Y,XX-0000,0
547807,RL-0900,64,43,N,QC-0400,21
547823,RL-0900,59,27,N,QC-0400,32
547858,JS-1100,74,54,Y,XX-0000,0
547875,JS-1100,61,6,N,ME-0100,55
547881,RL-0900,60,40,Y,XX-0000,0
547887,RL-0900,62,53,N,QC-0400,9
547889,JS-1100,64,26,N,BS-2400,38
547901,RL-0900,59,38,N,QC-0400,21
547920,RL-0900,71,51,Y,XX-0000,0
547931,RL-0900,64,48,N,QC-0400,16
547942,JS-1100,65,45,Y,XX-0000,0
547975,GG-0100,70,39,N,SD-0800,31
547983,RS-3400,61,40,N,AE-0500,21
547991,GG-0100,65,45,Y,XX-0000,0
548003,RS-3400,74,54,Y,XX-0000,0
548016,GG-0100,65,45,Y,XX-0000,0
548049,RS-3400,74,54,Y,XX-0000,0
548075,RS-3400,65,45,Y,XX-0000,0
548088,GG-0100,65,45,Y,XX-0000,0
548107,RS-3400,66,46,N,AE-0500,20
548124,SG-0800,66,49,N,MT-0550,17
548136,SG-0800,65,45,Y,XX-0000,0
548169,DC-0500,69,40,N,DM-1300,29
548187,SG-0800,65,45,Y,XX-0000,0
548195,SG-0800,65,45,Y,XX-0000,0
548212,DC-0500,74,54,Y,XX-0000,0
548214,DC-0500,74,54,Y,XX-0000,0
548261,SG-0800,72,52,Y,XX-0000,0
548275,DC-0500,65,45,Y,XX-0000,0
548292,SG-0800,65,45,Y,XX-0000,0
548298,DC-0500,14,14,N,XX-0000,0
548300,NF-0300,58,44,N,WP-0700,14
548380,JF-0900,69,42,N,JM-3600,27
548419,NF-0300,68,43,N,WP-0700,25
548433,JF-0900,61,39,N,AC-2400,22
548458,PM-0300,65,45,Y,XX-0000,0
548476,JH-0900,72,52,Y,XX-0000,0
548484,PM-0300,73,52,N,SL-0900,21
548494,JH-0900,68,48,Y,XX-0000,0
548508,JH-0900,73,53,Y,XX-0000,0
548515,PM-0300,71,49,N,SL-0900,22
548526,JH-0900,65,45,Y,XX-0000,0
548538,JH-0900,70,50,Y,XX-0000,0
548553,JH-0900,69,49,Y,XX-0000,0
548562,PM-0300,73,53,Y,XX-0000,0
548593,JH-0900,60,40,Y,XX-0000,0
548614,JH-0900,70,50,Y,XX-0000,0
548637,PM-0300,65,45,Y,XX-0000,0
548656,BW-0350,70,40,N,RC-1500,30
548667,MC-3000,72,52,Y,XX-0000,0
548686,MC-3000,64,36,N,MS-1300,28
548702,BW-0350,64,49,N,RC-1500,15
548722,BW-0350,68,45,N,RC-1500,23
548742,MC-3000,25,25,N,XX-0000,0
548759,MC-3000,74,54,Y,XX-0000,0
548775,MC-3000,74,54,Y,XX-0000,0
548803,MC-3000,73,48,N,MS-1300,25
548823,DA-0300,73,53,Y,XX-0000,0
548850,DA-0300,74,54,Y,XX-0000,0
548898,GZ-2000,65,45,Y,XX-0000,0
548919,AL-0500,63,50,N,AP-0900,13
548941,DA-0300,68,46,N,CG-1060,22
548955,GZ-2000,73,53,Y,XX-0000,0
548963,DA-0300,73,53,Y,XX-0000,0
548972,DA-0300,65,45,Y,XX-0000,0
549006,RB-2200,65,45,Y,XX-0000,0
549014,SG-1100,64,43,N,DR-1200,21
549022,RB-2200,65,45,Y,XX-0000,0
549052,SG-1100,65,45,Y,XX-0000,0
549077,SG-1100,65,45,Y,XX-0000,0
549104,SG-1100,64,29,N,DR-1200,35
549125,SG-1100,65,45,Y,XX-0000,0
549141,RB-2200,60,46,N,KM-0450,14
549186,MP-2100,65,45,Y,XX-0000,0
549205,MP-2100,65,45,Y,XX-0000,0
549215,MK-1200,65,45,Y,XX-0000,0
549227,MK-1200,72,46,N,TH-1900,26
549263,MK-1200,65,45,Y,XX-0000,0
549283,MP-2100,65,45,Y,XX-0000,0
549297,MP-2100,65,45,Y,XX-0000,0
549301,MP-2100,65,45,Y,XX-0000,0
549316,MK-1200,65,45,Y,XX-0000,0
549331,MP-2100,65,45,Y,XX-0000,0
549347,MK-1200,65,45,Y,XX-0000,0
549357,MK-1200,16,16,N,XX-0000,0
549363,NN-0200,70,70,N,BT-0300,0
549383,MN-0800,59,46,N,CC-0700,13
549397,NN-0200,59,42,N,BT-0300,17
549401,NN-0200,73,48,N,BT-0300,25
549413,MN-0800,74,54,Y,XX-0000,0
549448,MN-0800,63,39,N,CC-0700,24
549514,MN-0800,66,40,N,CC-0700,26
549521,MN-0800,64,44,Y,XX-0000,0
549535,PD-0200,68,51,N,CF-1000,17
549573,PD-0200,56,40,N,CF-1000,16
549581,PD-0200,69,37,N,CF-1000,32
549599,SJ-0300,65,45,Y,XX-0000,0
549617,SJ-0300,74,54,Y,XX-0000,0
549630,PD-0200,63,47,N,JS-6650,16
549653,SJ-0300,74,56,N,JC-5600,18
549686,PD-0200,69,49,N,CF-1000,20
549705,SJ-0300,21,21,N,XX-0000,0
549707,SS-3100,70,50,Y,XX-0000,0
549726,SS-3100,69,47,N,JJ-4000,22
549747,JT-3950,74,54,Y,XX-0000,0
549762,JT-3950,74,54,Y,XX-0000,0
549779,JT-3950,67,25,N,CR-0250,42
549790,SS-3100,71,41,N,JJ-4000,30
549792,JT-3950,62,43,N,CR-0250,19
549801,SS-3100,61,39,N,JJ-4000,22
549820,JT-3950,73,53,Y,XX-0000,0
549847,SS-3100,66,46,Y,XX-0000,0
549866,DB-0200,65,45,Y,XX-0000,0
549888,AH-2600,72,52,Y,XX-0000,0
549906,DB-0200,70,49,N,BB-2530,21
549925,AH-2600,65,45,Y,XX-0000,0
549939,DB-0200,70,48,N,BB-2530,22
549946,AH-2600,65,45,Y,XX-0000,0
549955,DB-0200,65,45,Y,XX-0000,0
549968,AH-2600,74,54,Y,XX-0000,0
549982,DB-0200,65,43,N,BB-2530,22
549993,AH-2600,63,41,N,DH-1800,22
550003,DB-0200,65,45,Y,XX-0000,0
550010,DB-0200,65,45,Y,XX-0000,0
550024,AH-2600,9,9,N,XX-0000,0
550026,LT-1100,65,45,Y,XX-0000,0
550046,LT-1100,65,45,Y,XX-0000,0
550052,KF-0250,65,41,N,DW-4050,24
550091,LT-1100,70,31,N,NP-0100,39
550098,KF-0250,67,41,N,DW-4050,26
550105,KF-0250,64,46,N,DW-4050,18
550129,LT-1100,71,51,N,BB-0600,20
550143,KF-0250,64,15,N,DW-4050,49
550171,SJ-0300,66,33,N,TH-1900,33
550184,MP-2100,74,54,Y,XX-0000,0
550200,MP-2100,64,46,N,MG-1000,18
550215,MP-2100,65,45,Y,XX-0000,0
550243,SJ-0300,65,45,Y,XX-0000,0
550253,MP-2100,65,45,Y,XX-0000,0
550272,MP-2100,73,57,N,MG-1000,16
550280,MP-2100,65,45,Y,XX-0000,0
550293,MP-2100,69,49,Y,XX-0000,0
550319,SJ-0300,14,14,N,XX-0000,0
550332,JB-7100,72,52,Y,XX-0000,0
550345,DB-0200,70,35,N,BT-0300,35
550352,JB-7100,73,53,Y,XX-0000,0
550365,JB-7100,73,53,Y,XX-0000,0
550383,DB-0200,66,46,N,BT-0300,20
550397,JB-7100,66,52,N,DH-1800,14
550409,DB-0200,52,42,N,OC-0150,10
550425,JB-7100,70,50,Y,XX-0000,0
550437,JB-7100,71,51,Y,XX-0000,0
550477,DB-0200,72,52,Y,XX-0000,0
550497,GZ-2000,70,40,N,LM-1100,30
550524,RL-0900,52,36,N,CG-1060,16
550571,RL-0900,61,36,N,CG-1060,25
550572,RL-0900,63,35,N,CG-1060,28
550586,GZ-2000,67,40,N,LM-1100,27
550597,RL-0900,61,42,N,CG-1060,19
550644,GZ-2000,64,42,N,BS-2400,22
550650,PD-0200,65,45,Y,XX-0000,0
550653,RS-3400,54,39,N,JC-5600,15
550681,PD-0200,65,45,Y,XX-0000,0
550692,PD-0200,65,45,Y,XX-0000,0
550732,RS-3400,48,25,N,XX-0000,0
550741,PD-0200,65,45,Y,XX-0000,0
550752,PD-0200,70,50,N,SD-0800,20
550773,PD-0200,54,45,N,JB-2950,9
550786,PD-0200,62,40,N,JB-2950,22
550809,MK-1200,65,45,Y,XX-0000,0
550870,AH-2600,72,50,N,TU-0200,22
550885,AH-2600,67,42,N,TU-0200,25
550897,AH-2600,65,45,Y,XX-0000,0
550909,MK-1200,58,25,N,DL-1700,33
550942,MK-1200,66,43,N,BB-2530,23
550959,MK-1200,69,37,N,BB-2530,32
550969,AH-2600,66,46,Y,XX-0000,0
550992,PM-0300,74,54,Y,XX-0000,0
551004,RB-2200,74,54,Y,XX-0000,0
551025,PM-0300,74,54,Y,XX-0000,0
551036,RB-2200,74,54,Y,XX-0000,0
551055,RB-2200,74,54,Y,XX-0000,0
551070,RB-2200,74,54,Y,XX-0000,0
551078,RB-2200,74,54,Y,XX-0000,0
551094,PM-0300,74,54,Y,XX-0000,0
551107,PM-0300,74,54,Y,XX-0000,0
551128,RB-2200,74,54,Y,XX-0000,0
551141,PM-0300,74,54,Y,XX-0000,0
551148,PM-0300,74,54,Y,XX-0000,0
551162,JS-1100,65,45,Y,XX-0000,0
551211,JS-1100,65,45,Y,XX-0000,0
551237,NF-0300,67,54,N,JT-3000,13
551252,NF-0300,62,39,N,JT-3000,23
551271,NF-0300,68,44,N,JT-3000,24
551284,NF-0300,69,51,N,JT-3000,18
551298,JS-1100,65,45,Y,XX-0000,0
551327,MB-3000,68,42,N,AS-2300,26
551340,GG-0100,69,48,N,JR-2800,21
551364,GG-0100,65,45,Y,XX-0000,0
551377,GG-0100,66,45,N,JR-2800,21
551398,GG-0100,65,45,Y,XX-0000,0
551410,GG-0100,56,49,N,JS-4800,7
551425,MB-3000,67,45,N,AS-2300,22
551444,MB-3000,55,49,N,AS-2300,6
551468,GG-0100,65,45,Y,XX-0000,0
551485,MB-3000,10,10,N,XX-0000,0
551488,JT-3950,74,54,Y,XX-0000,0
551500,KF-0250,64,46,N,JJ-3900,18
551507,JT-3950,67,48,N,NP-0100,19
551518,KF-0250,70,32,N,JJ-3900,38
551540,JT-3950,71,51,Y,XX-0000,0
551547,JT-3950,73,53,Y,XX-0000,0
551573,KF-0250,67,41,N,JJ-3900,26
551585,KF-0250,66,30,N,JJ-3900,36
551603,KF-0250,62,25,N,XX-0000,0
551630,JT-3950,68,49,N,NP-0100,19
551646,KF-0250,65,45,Y,XX-0000,0
551648,KF-0250,67,40,N,JJ-3900,27
551657,NN-0200,65,45,Y,XX-0000,0
551687,NN-0200,73,44,N,CR-0250,29
551731,NN-0200,61,27,N,CR-0250,34
551744,NN-0200,65,55,N,CR-0250,10
551752,SS-3100,68,43,N,MS-3900,25
551772,NN-0200,70,41,N,CR-0250,29
551775,NN-0200,65,45,Y,XX-0000,0
551784,SS-3100,60,40,Y,XX-0000,0
551803,NN-0200,65,46,N,CR-0250,19
551817,SS-3100,30,30,N,XX-0000,0
551839,SS-3100,46,46,N,MS-3900,0
551842,AP-1800,65,45,Y,XX-0000,0
551850,BW-0350,63,48,N,EW-0500,15
551860,BW-0350,69,54,N,EW-0500,15
551914,AP-1800,62,41,N,AJ-0400,21
551922,BW-0350,62,51,N,EW-0500,11
551953,BW-0350,58,40,N,EW-0500,18
552005,RG-1500,14,13,N,KR-1200,1
552009,DC-0500,73,39,N,LJ-0350,34
552043,DC-0500,74,54,Y,XX-0000,0
552054,DA-0300,68,45,N,MT-0550,23
552073,DA-0300,67,47,N,MT-0550,20
552085,DA-0300,70,14,N,MT-0550,56
552094,DC-0500,69,48,N,LJ-0350,21
552111,DA-0300,70,40,N,MT-0550,30
552127,DC-0500,72,48,N,LJ-0350,24
552147,DA-0300,50,26,N,JL-0260,24
552155,TM-3300,67,9,N,DW-4050,58
552170,TM-3300,62,-35,N,DW-4050,97
552172,LT-1100,50,38,N,PT-0400,12
552185,LT-1100,65,45,Y,XX-0000,0
552212,TM-3300,63,11,N,DW-4050,52
552230,TM-3300,54,34,N,DW-4050,20
552243,LT-1100,51,37,N,PT-0400,14
552245,LT-1100,67,43,N,TC-4100,24
552252,LT-1100,70,53,N,TC-4100,17
552264,LT-1100,66,40,N,TC-4100,26
552269,TM-3300,45,45,N,JJ-2000,0
552282,TM-3300,50,-10,N,JJ-2000,60
552289,LT-1100,64,46,N,TC-4100,18
552300,LT-1100,67,44,N,TC-4100,23
552318,LT-1100,68,43,N,TC-4100,25
552334,SH-0400,65,43,N,WP-0700,22
552344,SH-0400,65,46,N,WP-0700,19
552365,SH-0400,65,45,Y,XX-0000,0
552374,SH-0400,61,40,N,WP-0700,21
552389,SH-0400,65,48,N,LS-1700,17
552399,SH-0400,69,47,N,LS-1700,22
552420,SH-0400,67,48,N,LS-1700,19
552421,JF-0900,69,51,N,LW-0500,18
552430,SH-0400,62,45,N,LS-1700,17
552439,SH-0400,64,39,N,LS-1700,25
552452,SH-0400,65,27,N,LS-1700,38
