PID,PUNTER,PGRO,PNET,PTB,PR,PRY,PFC
442463,SR-0800,51,40,N,TG-0900,11,N
442477,CK-0900,34,34,N,JL-1200,0,Y
442482,SW-0500,33,33,N,GC-0200,0,Y
442486,CK-0900,37,30,N,KW-2100,7,N
442499,CK-0900,34,34,N,JL-1200,0,Y
442512,SW-0500,38,38,N,XX-0000,0,N
442516,CK-0900,51,51,N,KW-2100,0,N
442521,SW-0500,51,51,N,GC-0200,0,Y
442525,CK-0900,38,38,N,XX-0000,0,N
442559,SW-0500,53,31,N,GC-0200,22,N
442573,CK-0900,59,52,N,JL-1200,7,N
442577,SW-0500,47,47,N,GC-0200,0,Y
442612,SW-0500,52,52,N,GC-0200,0,Y
442619,CK-0900,44,44,N,JL-1200,0,Y
442641,SW-0500,50,50,N,GC-0200,0,Y
442676,BM-0700,36,43,N,GT-0100,-7,N
442682,JR-3700,38,38,N,DH-2700,0,Y
442686,BM-0700,36,36,N,GT-0100,0,N
442691,JR-3700,33,33,N,XX-0000,0,N
442695,BM-0700,31,31,N,XX-0000,0,N
442716,JR-3700,40,40,N,XX-0000,0,N
442721,BM-0700,44,44,N,XX-0000,0,N
442732,JR-3700,30,30,N,DH-2700,0,Y
442751,JR-3700,33,33,N,DH-2700,0,Y
442758,JR-3700,28,28,N,XX-0000,0,N
442763,BM-0700,38,38,N,GT-0100,0,N
442767,JR-3700,37,33,N,DH-2700,4,N
442772,BM-0700,33,33,N,GT-0100,0,Y
442790,BM-0700,44,44,N,XX-0000,0,N
442794,JR-3700,54,54,N,XX-0000,0,N
442800,BM-0700,39,34,N,GT-0100,5,N
442804,JR-3700,56,56,N,XX-0000,0,N
442821,JR-3700,48,-41,N,DH-2700,89,N
442853,TM-0800,41,29,N,DB-1800,12,N
442868,BF-0300,29,29,N,XX-0000,0,N
442876,TM-0800,42,42,N,XX-0000,0,N
442881,BF-0300,50,50,N,XX-0000,0,N
442891,TM-0800,31,31,N,XX-0000,0,N
442955,BF-0300,38,34,N,TW-2700,4,N
442959,TM-0800,39,28,N,DB-1800,11,N
442991,BF-0300,50,43,N,TW-2700,7,N
442995,TM-0800,37,37,N,DB-1800,0,Y
443009,MS-0600,64,22,N,DA-0900,42,N
443026,MS-0600,59,39,Y,XX-0000,0,N
443030,DJ-2800,38,38,N,XX-0000,0,N
443049,MS-0600,63,50,N,DA-0900,13,N
443057,DJ-2800,38,18,Y,XX-0000,0,N
443061,MS-0600,54,42,N,DA-0900,12,N
443097,DJ-2800,48,39,N,DS-3300,9,N
443101,MS-0600,58,38,Y,XX-0000,0,N
443105,DJ-2800,43,39,N,DS-3300,4,N
443124,DJ-2800,36,36,N,DS-3300,0,Y
443128,MS-0600,59,54,N,DA-0900,5,N
443132,DJ-2800,44,44,N,XX-0000,0,N
443194,ZM-0100,54,54,N,XX-0000,0,N
443198,SK-0600,51,41,N,JE-0100,10,N
443226,ZM-0100,38,38,N,XX-0000,0,N
443235,SK-0600,59,53,N,JE-0100,6,N
443239,ZM-0100,46,46,N,TZ-0100,0,Y
443243,SK-0600,42,42,N,XX-0000,0,N
443248,ZM-0100,39,39,N,XX-0000,0,N
443252,SK-0600,38,38,N,WW-0200,0,Y
443308,SK-0600,39,39,N,XX-0000,0,N
443328,SK-0600,51,29,N,WW-0200,22,N
443337,SK-0600,43,40,N,WW-0200,3,N
443341,ZM-0100,40,31,N,CC-0700,9,N
443349,SK-0600,36,36,N,WW-0200,0,Y
443353,ZM-0100,65,65,N,XX-0000,0,N
443357,SK-0600,45,43,N,WW-0200,2,N
443389,MD-0600,56,56,N,XX-0000,0,N
443393,NH-0700,52,32,N,DR-1200,20,N
443405,NH-0700,55,39,N,DR-1200,16,N
443410,MD-0600,45,25,Y,XX-0000,0,N
443417,NH-0700,47,47,N,XX-0000,0,N
443473,NH-0700,41,41,N,XX-0000,0,N
443483,MD-0600,27,27,N,SL-0900,0,Y
443492,MD-0600,44,23,N,SL-0900,21,N
443496,NH-0700,40,40,N,DR-1200,0,Y
443501,MD-0600,57,57,N,SL-0900,0,Y
443523,MD-0600,51,43,N,SL-0900,8,N
443540,MK-1200,34,34,N,XX-0000,0,N
443563,MK-1200,35,33,N,JC-0300,2,N
443570,SR-0800,37,37,N,XX-0000,0,N
443574,MK-1200,37,33,N,DJ-0200,4,N
443588,MK-1200,47,3,N,JC-0300,44,N
443629,SR-0800,53,35,N,EW-0500,18,N
443654,MK-1200,41,41,N,DP-0600,0,Y
443668,MK-1200,33,33,N,XX-0000,0,N
443749,RH-2500,47,47,N,XX-0000,0,N
443756,DS-1500,44,44,N,CS-4200,0,Y
443765,RH-2500,49,49,N,XX-0000,0,N
443769,DS-1500,54,54,N,XX-0000,0,N
443778,DS-1500,36,36,N,CS-4200,0,Y
443789,RH-2500,36,36,N,XX-0000,0,N
443801,RH-2500,35,35,N,AR-0200,0,N
443810,DS-1500,60,40,Y,XX-0000,0,N
443814,RH-2500,37,37,N,XX-0000,0,N
443822,DS-1500,34,34,N,XX-0000,0,N
443840,DS-1500,29,29,N,XX-0000,0,N
443880,MT-2300,60,44,N,JA-2000,16,N
443887,DC-3200,39,39,N,JJ-3900,0,Y
443894,MT-2300,35,35,N,XX-0000,0,N
443898,DC-3200,56,56,N,JJ-3900,0,N
443916,DC-3200,48,28,Y,XX-0000,0,N
443920,MT-2300,51,47,N,DM-1200,4,N
443937,MT-2300,45,37,N,JA-2000,8,N
444002,DC-3200,59,39,Y,XX-0000,0,N
444025,RM-0400,54,54,N,XX-0000,0,N
444045,RM-0400,45,25,Y,XX-0000,0,N
444069,RM-0400,38,41,N,LM-1500,-3,N
444144,TM-3300,46,46,N,XX-0000,0,N
444205,AL-0500,43,43,N,NM-0600,0,N
444222,AL-0500,39,39,N,XX-0000,0,N
444231,AL-0500,34,14,Y,XX-0000,0,N
444235,SL-0400,42,42,N,XX-0000,0,N
444239,AL-0500,54,45,N,NM-0600,9,N
444243,SL-0400,60,49,N,TG-0900,11,N
444247,AL-0500,55,55,N,XX-0000,0,N
444251,SL-0400,60,45,N,TG-0900,15,N
444274,AL-0500,52,39,N,NM-0600,13,N
444279,SL-0400,41,41,N,TG-0900,0,Y
444299,SL-0400,61,56,N,TG-0900,5,N
444303,AL-0500,32,32,N,XX-0000,0,N
444320,SL-0400,57,37,N,TG-0900,20,N
444327,AL-0500,37,34,N,NM-0600,3,N
444341,SW-0500,53,21,N,ER-0500,32,N
444348,SW-0500,51,51,N,ER-0500,0,Y
444353,BC-2000,50,30,Y,XX-0000,0,N
444393,BC-2000,56,36,Y,XX-0000,0,N
444401,SW-0500,54,54,N,XX-0000,0,N
444405,BC-2000,58,45,N,JL-1200,13,N
444446,BC-2000,45,41,N,JL-1200,4,N
444450,SW-0500,44,44,N,ST-0600,0,Y
444463,BC-2000,39,39,N,XX-0000,0,N
444467,SW-0500,41,41,N,ST-0600,0,Y
444471,BC-2000,53,47,N,KW-2100,6,N
444515,MM-1900,37,37,N,XX-0000,0,N
444536,CK-0900,33,33,N,AO-0600,0,Y
444555,MM-1900,51,44,N,GC-0200,7,N
444562,CK-0900,24,24,N,AO-0600,0,Y
444587,MM-1900,44,44,N,GC-0200,0,N
444596,CK-0900,53,53,N,XX-0000,0,N
444601,MM-1900,52,45,N,GC-0200,7,N
444629,CK-0900,53,19,N,DB-5300,34,N
444645,MM-1900,60,50,N,GC-0200,10,N
444652,CK-0900,49,46,N,DB-5300,3,N
444660,PM-0300,52,36,N,BB-0600,16,N
444674,HS-0200,56,43,N,KM-2600,13,N
444678,PM-0300,34,34,N,BB-0600,0,Y
444709,HS-0200,32,32,N,KM-2600,0,Y
444726,HS-0200,44,41,N,KM-2600,3,N
444755,HS-0200,50,50,N,KM-2600,0,Y
444775,HS-0200,46,30,N,KM-2600,16,N
444795,HS-0200,49,41,N,JP-4100,8,N
444823,PM-0300,59,42,N,BB-0600,17,N
444832,PM-0300,42,22,Y,XX-0000,0,N
444849,AP-1800,46,46,N,MM-0900,0,Y
444860,BK-0700,51,52,N,MT-0900,-1,N
444872,AP-1800,32,32,N,MM-0900,0,Y
444876,BK-0700,47,48,N,MT-0900,-1,N
444895,AP-1800,34,25,N,MM-0900,9,N
445011,KH-2600,37,37,N,EW-0500,0,Y
445016,MK-1200,52,47,N,AJ-1200,5,N
445040,KH-2600,47,47,N,XX-0000,0,N
445059,KH-2600,41,41,N,EW-0500,0,Y
445099,MK-1200,51,46,N,AJ-1200,5,N
445165,MK-1200,32,32,N,QC-0400,0,Y
445176,HS-0200,49,29,Y,XX-0000,0,N
445181,BM-0700,39,30,N,BB-0600,9,N
445185,HS-0200,20,20,N,XX-0000,0,N
445189,BM-0700,40,40,N,XX-0000,0,N
445212,BM-0700,37,31,N,BB-0600,6,N
445225,BM-0700,28,28,N,XX-0000,0,N
445229,HS-0200,25,25,N,XX-0000,0,N
445233,BM-0700,34,29,N,BB-0600,5,N
445237,HS-0200,50,38,N,DH-2700,12,N
445241,BM-0700,44,44,N,BB-0600,0,Y
445245,HS-0200,31,31,N,XX-0000,0,N
445270,HS-0200,27,27,N,XX-0000,0,N
445311,BM-0700,32,31,N,BB-0600,1,N
445317,HS-0200,31,31,N,XX-0000,0,N
445333,BK-0700,42,42,N,JC-0300,0,Y
445342,SR-0800,32,32,N,MM-0900,0,Y
445350,SR-0800,46,35,N,MM-0900,11,N
445356,BK-0700,35,35,N,JC-0300,0,Y
445409,BK-0700,68,52,N,JC-0300,16,N
445468,SR-0800,63,43,N,MM-0900,20,N
445481,SR-0800,40,38,N,MM-0900,2,N
445493,SR-0800,61,51,N,MM-0900,10,N
445497,BK-0700,47,47,N,JC-0300,0,N
445522,AP-1800,31,31,N,JA-2000,0,Y
445529,DC-3200,46,-3,N,MT-0900,49,N
445549,DC-3200,50,50,N,XX-0000,0,N
445612,DC-3200,40,40,N,MT-0900,0,Y
445620,AP-1800,55,55,N,JA-2000,0,Y
445640,AP-1800,29,29,N,JA-2000,0,Y
445685,DS-1500,42,42,N,DB-1800,0,Y
445689,BF-0300,66,67,N,AR-0200,-1,N
445753,BF-0300,43,40,N,AR-0200,3,N
445779,DS-1500,49,33,N,DB-1800,16,N
445783,BF-0300,36,36,N,AR-0200,0,Y
445791,DS-1500,51,40,N,DB-1800,11,N
445822,TM-3300,55,48,N,JC-5600,7,N
445834,TM-3300,49,32,N,JC-5600,17,N
445859,RH-2500,45,43,N,LM-1500,2,N
445863,TM-3300,44,44,N,XX-0000,0,N
445867,RH-2500,53,48,N,LM-1500,5,N
445902,RH-2500,43,43,N,XX-0000,0,N
445909,TM-3300,56,40,N,JC-5600,16,N
445914,RH-2500,27,27,N,LM-1500,0,Y
445984,RM-0400,29,29,N,DA-0900,0,Y
446015,RM-0400,55,41,N,DA-0900,14,N
446034,RM-0400,34,30,N,DA-0900,4,N
446062,DJ-2800,49,44,N,MS-3900,5,N
446082,DJ-2800,45,39,N,MS-3900,6,N
446102,DJ-2800,27,27,N,XX-0000,0,N
446107,RM-0400,42,42,N,XX-0000,0,N
446116,DJ-2800,23,23,N,MS-3900,0,Y
446142,JB-0500,37,25,N,TG-0900,12,N
446169,AL-0500,36,36,N,SS-2100,0,N
446173,JB-0500,41,37,N,TG-0900,4,N
446178,AL-0500,47,15,N,SS-2100,32,N
446209,AL-0500,55,35,Y,XX-0000,0,N
446219,AL-0500,53,55,N,SS-2100,-2,N
446235,AL-0500,55,49,N,CM-3400,6,N
446266,JB-0500,44,36,N,TG-0900,8,N
446270,AL-0500,48,46,N,SS-2100,2,N
446281,AL-0500,59,53,N,SS-2100,6,N
446314,SK-0600,50,50,N,XX-0000,0,N
446320,BM-3600,53,53,N,LW-0700,0,Y
446353,SK-0600,39,39,N,RP-0300,0,Y
446447,BM-3600,37,37,N,ER-0100,0,Y
446452,SK-0600,52,52,N,RP-0300,0,Y
446466,SK-0600,31,31,N,RP-0300,0,Y
446485,SK-0600,49,49,N,RP-0300,0,Y
446523,BG-1100,7,7,N,XX-0000,0,N
446528,JR-3700,32,32,N,AR-1100,0,Y
446532,BG-1100,60,60,N,XX-0000,0,N
446536,JR-3700,46,24,N,AR-1100,22,N
446540,BG-1100,37,17,Y,XX-0000,0,N
446547,JR-3700,60,52,N,AR-1100,8,N
446556,JR-3700,53,53,N,XX-0000,0,N
446568,BG-1100,37,37,N,GT-0100,0,Y
446572,JR-3700,44,37,N,AR-1100,7,N
446576,BG-1100,37,37,N,XX-0000,0,N
446672,MS-0600,47,44,N,JE-0100,3,N
446679,ZM-0100,36,36,N,DS-3300,0,Y
446695,ZM-0100,30,30,N,DS-3300,0,Y
446714,ZM-0100,42,42,N,XX-0000,0,N
446737,ZM-0100,45,33,N,DS-3300,12,N
446741,MS-0600,49,15,N,JE-0100,34,N
446872,BC-2000,58,43,N,NM-0600,15,N
446888,BC-2000,54,52,N,NM-0600,2,N
446896,SL-0400,36,36,N,XX-0000,0,N
446908,BC-2000,38,36,N,NM-0600,2,N
446912,SL-0400,46,36,N,ST-0600,10,N
446953,BC-2000,56,45,N,NM-0600,11,N
446960,BC-2000,45,45,N,XX-0000,0,N
446975,BC-2000,61,44,N,NM-0600,17,N
446979,SL-0400,42,42,N,XX-0000,0,N
446983,BC-2000,52,52,N,NM-0600,0,N
446989,SL-0400,42,22,Y,XX-0000,0,N
447007,CK-0900,50,41,N,TW-2700,9,N
447019,CK-0900,50,49,N,TW-2700,1,N
447086,TM-0800,51,38,N,GC-0200,13,N
447134,TM-0800,39,39,N,GC-0200,0,Y
447190,MM-1900,39,19,Y,XX-0000,0,N
447206,MD-0600,69,-24,N,DB-5300,93,N
447222,MM-1900,53,46,N,DR-1200,7,N
447245,MM-1900,41,43,N,DR-1200,-2,N
447256,MM-1900,61,49,N,DR-1200,12,N
447269,MM-1900,58,58,N,XX-0000,0,N
447273,MD-0600,55,55,N,XX-0000,0,N
447278,MM-1900,58,58,N,XX-0000,0,N
447284,MD-0600,41,41,N,XX-0000,0,N
447368,KH-2600,18,18,N,DB-1800,0,Y
447384,KH-2600,44,38,N,DB-1800,6,N
447388,BF-0300,41,41,N,QC-0400,0,Y
447393,KH-2600,48,48,N,XX-0000,0,N
447411,KH-2600,38,21,N,DB-1800,17,N
447421,BF-0300,50,50,N,XX-0000,0,N
447425,KH-2600,30,30,N,XX-0000,0,N
447429,KH-2600,42,42,N,XX-0000,0,N
447450,KH-2600,43,43,N,DB-1800,0,Y
447454,BF-0300,55,43,N,QC-0400,12,N
447458,KH-2600,61,61,N,XX-0000,0,N
447473,KH-2600,35,30,N,DB-1800,5,N
447477,BF-0300,50,38,N,QC-0400,12,N
447554,MM-1900,31,15,N,MT-0900,16,N
447560,AP-1800,37,25,N,DB-5300,12,N
447598,MM-1900,63,63,N,XX-0000,0,N
447605,AP-1800,55,55,N,XX-0000,0,N
447609,MM-1900,40,40,N,XX-0000,0,N
447614,AP-1800,57,37,Y,XX-0000,0,N
447633,AP-1800,44,24,Y,XX-0000,0,N
447659,AP-1800,49,49,N,XX-0000,0,N
447665,HS-0200,38,30,N,SL-0900,8,N
447669,NH-0700,56,56,N,XX-0000,0,N
447675,HS-0200,40,40,N,XX-0000,0,N
447684,HS-0200,33,33,N,XX-0000,0,N
447692,NH-0700,49,29,Y,XX-0000,0,N
447697,HS-0200,54,48,N,SL-0900,6,N
447702,NH-0700,46,50,N,BB-0600,-4,N
447706,HS-0200,55,-16,N,SL-0900,71,N
447721,NH-0700,49,49,N,BB-0600,0,Y
447725,HS-0200,39,39,N,XX-0000,0,N
447730,NH-0700,30,30,N,BB-0600,0,Y
447743,NH-0700,44,20,N,BB-0600,24,N
447751,NH-0700,48,52,N,BB-0600,-4,N
447755,HS-0200,23,23,N,XX-0000,0,N
447777,HS-0200,34,34,N,SL-0900,0,Y
447788,HS-0200,45,45,N,SL-0900,0,Y
447792,NH-0700,49,14,N,BB-0600,35,N
447814,NH-0700,44,37,N,BB-0600,7,N
447854,DC-3200,33,13,Y,XX-0000,0,N
447864,BM-3600,37,27,N,JA-2000,10,N
447870,DC-3200,43,43,N,RP-0300,0,Y
447878,BM-3600,54,39,N,JA-2000,15,N
447896,BM-3600,56,56,N,XX-0000,0,N
447903,DC-3200,45,36,N,RP-0300,9,N
447907,BM-3600,45,45,N,JA-2000,0,N
447949,DC-3200,44,24,Y,XX-0000,0,N
447953,BM-3600,51,40,N,JA-2000,11,N
447988,DC-3200,56,23,N,RP-0300,33,N
447999,BM-3600,40,20,Y,XX-0000,0,N
448005,DC-3200,39,39,N,XX-0000,0,N
448030,BM-3600,26,26,N,XX-0000,0,N
448044,DJ-2800,59,51,N,SS-2100,8,N
448053,JB-0500,53,33,Y,XX-0000,0,N
448062,DJ-2800,43,43,N,XX-0000,0,N
448067,JB-0500,48,42,N,DA-0900,6,N
448086,JB-0500,39,34,N,DA-0900,5,N
448121,JB-0500,30,30,N,DA-0900,0,Y
448130,DJ-2800,37,37,N,XX-0000,0,N
448140,JB-0500,52,50,N,DA-0900,2,N
448144,DJ-2800,57,26,N,CM-3400,31,N
448187,DJ-2800,45,45,N,XX-0000,0,N
448198,TM-0800,55,55,N,KW-2100,0,Y
448202,SW-0500,42,42,N,XX-0000,0,N
448206,TM-0800,48,48,N,JL-1200,0,N
448210,SW-0500,58,58,N,TW-2700,0,Y
448215,TM-0800,51,51,N,JL-1200,0,Y
448242,TM-0800,34,34,N,JL-1200,0,Y
448248,SW-0500,46,46,N,XX-0000,0,N
448252,TM-0800,36,36,N,XX-0000,0,N
448277,SW-0500,36,36,N,TW-2700,0,Y
448286,SW-0500,34,34,N,TW-2700,0,Y
448298,TM-0800,40,20,Y,XX-0000,0,N
448312,TM-0800,47,47,N,XX-0000,0,N
448346,TM-0800,41,41,N,XX-0000,0,N
448362,BC-2000,20,20,N,XX-0000,0,N
448366,AL-0500,50,50,N,XX-0000,0,N
448374,BC-2000,33,32,N,TG-0900,1,N
448395,BC-2000,48,34,N,TG-0900,14,N
448401,AL-0500,49,46,N,ER-0500,3,N
448408,BC-2000,39,39,N,TG-0900,0,Y
448414,AL-0500,46,39,N,ER-0500,7,N
448426,BC-2000,32,32,N,XX-0000,0,N
448436,AL-0500,38,38,N,ER-0500,0,Y
448454,BC-2000,43,43,N,TG-0900,0,Y
448458,AL-0500,57,43,N,ER-0500,14,N
448481,BC-2000,21,21,N,XX-0000,0,N
448510,AL-0500,56,56,N,XX-0000,0,N
448522,MS-0600,-25,-25,N,XX-0000,0,N
448527,BK-0700,42,42,N,XX-0000,0,N
448565,MS-0600,63,43,Y,XX-0000,0,N
448579,MS-0600,57,40,N,MM-0900,17,N
448596,BK-0700,49,49,N,DS-3300,0,Y
448607,BK-0700,42,31,N,DS-3300,11,N
448625,BK-0700,35,35,N,XX-0000,0,N
448636,BK-0700,63,60,N,DS-3300,3,N
448670,BK-0700,48,48,N,XX-0000,0,N
448675,MS-0600,48,48,N,MM-0900,0,Y
448694,BG-1100,41,41,N,MS-3900,0,Y
448698,RM-0400,46,46,N,XX-0000,0,N
448713,RM-0400,41,42,N,AR-1100,-1,N
448721,BG-1100,34,34,N,XX-0000,0,N
448726,RM-0400,41,41,N,AR-1100,0,Y
448734,BG-1100,52,52,N,XX-0000,0,N
448779,RM-0400,55,43,N,AR-1100,12,N
448785,BG-1100,45,25,Y,XX-0000,0,N
448814,RM-0400,39,28,N,AR-1100,11,N
448845,RM-0400,30,30,N,AR-1100,0,Y
448859,ZM-0100,51,51,N,XX-0000,0,N
448867,CK-0900,58,38,Y,XX-0000,0,N
448872,ZM-0100,54,54,N,XX-0000,0,N
448904,CK-0900,33,33,N,WW-0200,0,Y
448908,ZM-0100,55,48,N,GC-0200,7,N
448943,CK-0900,41,41,N,WW-0200,0,Y
448947,ZM-0100,37,37,N,XX-0000,0,N
448959,CK-0900,57,53,N,JE-0100,4,N
448968,ZM-0100,40,20,Y,XX-0000,0,N
449010,SL-0400,59,50,N,GT-0100,9,N
449014,JR-3700,53,50,N,NM-0600,3,N
449018,SL-0400,55,45,N,GT-0100,10,N
449022,JR-3700,41,30,N,NM-0600,11,N
449037,JR-3700,54,54,N,NM-0600,0,N
449041,SL-0400,49,6,N,LW-0500,43,N
449046,JR-3700,28,28,N,NM-0600,0,Y
449065,JR-3700,38,39,N,NM-0600,-1,N
449075,SL-0400,50,31,N,LW-0500,19,N
449081,JR-3700,44,44,N,XX-0000,0,N
449085,SL-0400,60,41,N,LW-0500,19,N
449098,JR-3700,63,55,N,NM-0600,8,N
449126,JR-3700,56,48,N,NM-0600,8,N
449168,JR-3700,29,29,N,XX-0000,0,N
449187,DS-1500,37,37,N,LM-1500,0,Y
449193,TM-3300,46,46,N,AR-0200,0,Y
449199,DS-1500,49,32,N,LM-1500,17,N
449207,TM-3300,36,36,N,AR-0200,0,Y
449212,DS-1500,52,52,N,LM-1500,0,Y
449216,TM-3300,55,17,N,ES-0200,38,N
449235,TM-3300,38,38,N,AR-0200,0,Y
449241,DS-1500,54,54,N,LM-1500,0,Y
449333,MT-2300,38,23,N,BW-1300,15,N
449337,JK-0100,38,28,N,JJ-3900,10,N
449343,MT-2300,28,28,N,BW-1300,0,Y
449365,JK-0100,50,30,Y,XX-0000,0,N
449385,JK-0100,36,35,N,JJ-3900,1,N
449389,MT-2300,59,41,N,BW-1300,18,N
449412,MT-2300,47,47,N,BW-1300,0,Y
449479,MT-2300,50,43,N,BW-1300,7,N
449486,JK-0100,55,55,N,JJ-3900,0,N
449528,RM-0400,38,38,N,XX-0000,0,N
449575,MK-1200,34,34,N,XX-0000,0,N
449579,RM-0400,41,41,N,XX-0000,0,N
449604,RM-0400,38,38,N,EW-0500,0,Y
449623,MK-1200,33,33,N,XX-0000,0,N
449634,MK-1200,29,29,N,MS-3900,0,Y
449656,BM-0700,38,38,N,RP-0300,0,Y
449660,BM-3600,38,35,N,DH-2700,3,N
449664,BM-0700,38,32,N,RP-0300,6,N
449673,BM-3600,24,24,N,XX-0000,0,N
449702,BM-3600,25,25,N,DH-2700,0,Y
449785,BM-0700,44,44,N,XX-0000,0,N
449811,BM-0700,46,46,N,XX-0000,0,N
449831,ZM-0100,38,38,N,XX-0000,0,N
449842,ZM-0100,51,31,Y,XX-0000,0,N
449851,RH-2500,34,34,N,WW-0200,0,Y
449855,ZM-0100,36,36,N,JC-5600,0,Y
449859,RH-2500,22,22,N,WW-0200,0,Y
449903,ZM-0100,42,29,N,JC-5600,13,N
449923,ZM-0100,40,35,N,JC-5600,5,N
449969,RH-2500,51,51,N,XX-0000,0,N
449990,SW-0500,48,33,N,SL-0900,15,N
449994,NH-0700,49,35,N,KW-2100,14,N
450002,SW-0500,42,22,Y,XX-0000,0,N
450008,NH-0700,56,36,N,JL-1200,20,N
450012,SW-0500,41,41,N,SL-0900,0,Y
450019,NH-0700,49,47,N,JL-1200,2,N
450023,SW-0500,53,41,N,SL-0900,12,N
450028,NH-0700,39,39,N,JL-1200,0,Y
450048,NH-0700,32,32,N,JL-1200,0,Y
450088,NH-0700,47,47,N,JL-1200,0,Y
450096,SW-0500,30,30,N,SL-0900,0,Y
450112,SW-0500,33,33,N,XX-0000,0,N
450116,NH-0700,54,43,N,JL-1200,11,N
450123,SW-0500,48,48,N,XX-0000,0,N
450127,NH-0700,47,43,N,JL-1200,4,N
450140,NH-0700,51,40,N,KW-2100,11,N
450177,TM-3300,50,30,Y,XX-0000,0,N
450200,TM-3300,45,27,N,CM-3400,18,N
450204,JB-0500,45,41,N,LM-1500,4,N
450208,TM-3300,63,60,N,CM-3400,3,N
450215,JB-0500,51,40,N,LM-1500,11,N
450234,JB-0500,48,48,N,LM-1500,0,Y
450246,JB-0500,50,50,N,LM-1500,0,Y
450267,JB-0500,52,32,Y,XX-0000,0,N
450274,TM-3300,44,44,N,XX-0000,0,N
450287,JB-0500,44,44,N,LM-1500,0,N
450291,TM-3300,30,30,N,XX-0000,0,N
450295,JB-0500,39,39,N,XX-0000,0,N
450382,BF-0300,47,37,N,LW-0700,10,N
450413,BF-0300,54,54,N,LW-0700,0,Y
450433,BF-0300,43,41,N,ER-0100,2,N
450494,MS-0600,1,-4,N,AO-0400,5,N
450529,MT-2300,34,34,N,XX-0000,0,N
450549,MS-0600,38,38,N,JJ-3900,0,Y
450607,MT-2300,36,36,N,DS-3300,0,N
450629,MS-0600,47,47,N,XX-0000,0,N
450645,BG-1100,44,35,N,GC-0200,9,N
450655,CK-0900,47,47,N,XX-0000,0,N
450659,BG-1100,52,32,N,GC-0200,20,N
450665,CK-0900,51,51,N,XX-0000,0,N
450672,BG-1100,46,29,N,GC-0200,17,N
450701,BG-1100,45,35,N,GC-0200,10,N
450707,CK-0900,56,49,N,AR-1100,7,N
450728,CK-0900,37,37,N,AR-1100,0,Y
450734,BG-1100,56,35,N,GC-0200,21,N
450776,BG-1100,41,39,N,GC-0200,2,N
450786,BG-1100,44,37,N,GC-0200,7,N
450802,BG-1100,48,48,N,XX-0000,0,N
450814,JR-3700,53,50,N,WB-0700,3,N
450824,JR-3700,27,27,N,XX-0000,0,N
450838,JR-3700,33,33,N,WB-0700,0,Y
450902,MD-0600,50,44,N,LW-0500,6,N
450906,JR-3700,55,33,N,WB-0700,22,N
450916,JR-3700,41,37,N,WB-0700,4,N
450983,PM-0300,50,50,N,XX-0000,0,N
451036,SR-0800,18,18,N,XX-0000,0,N
451049,PM-0300,33,33,N,XX-0000,0,N
451053,SR-0800,55,35,Y,XX-0000,0,N
451058,PM-0300,26,26,N,XX-0000,0,N
451075,PM-0300,26,27,N,JC-0300,-1,N
451096,PM-0300,54,29,N,DJ-0200,25,N
451110,SR-0800,35,35,N,BW-1300,0,Y
451134,SR-0800,40,40,N,BW-1300,0,Y
451145,DC-3200,44,28,N,NM-0600,16,N
451149,SL-0400,49,40,N,JA-2000,9,N
451153,DC-3200,48,42,N,NM-0600,6,N
451161,SL-0400,47,27,Y,XX-0000,0,N
451196,SL-0400,53,48,N,JA-2000,5,N
451200,DC-3200,41,39,N,NM-0600,2,N
451204,SL-0400,56,56,N,XX-0000,0,N
451217,RS-3400,33,13,Y,XX-0000,0,N
451257,DC-3200,22,22,N,XX-0000,0,N
451262,SL-0400,38,38,N,XX-0000,0,N
451274,DC-3200,49,29,Y,XX-0000,0,N
451291,DC-3200,53,48,N,NM-0600,5,N
451304,SL-0400,34,34,N,XX-0000,0,N
451311,DC-3200,34,20,N,NM-0600,14,N
451330,DC-3200,53,50,N,NM-0600,3,N
451338,MM-1900,51,43,N,TW-2700,8,N
451371,MM-1900,65,45,Y,XX-0000,0,N
451384,MM-1900,48,48,N,XX-0000,0,N
451413,TM-0800,44,40,N,DB-5300,4,N
451417,MM-1900,55,55,N,TW-2700,0,N
451432,MM-1900,49,43,N,TW-2700,6,N
451463,MM-1900,49,41,N,TW-2700,8,N
451467,TM-0800,46,46,N,XX-0000,0,N
451496,KH-2600,-15,-15,N,XX-0000,0,N
451507,KH-2600,45,45,N,ES-0200,0,Y
451514,DS-1500,36,36,N,QC-0400,0,Y
451521,KH-2600,50,50,N,XX-0000,0,N
451536,DS-1500,37,37,N,QC-0400,0,N
451568,DS-1500,48,40,N,QC-0400,8,N
451579,DS-1500,43,42,N,QC-0400,1,N
451583,KH-2600,33,33,N,XX-0000,0,N
451587,DS-1500,39,19,Y,XX-0000,0,N
451592,KH-2600,38,38,N,ES-0200,0,N
451652,MK-1200,36,36,N,ER-0100,0,Y
451658,SK-0600,53,37,N,EW-0500,16,N
451662,MK-1200,46,46,N,LW-0700,0,Y
451669,SK-0600,50,50,N,EW-0500,0,Y
451691,SK-0600,47,47,N,XX-0000,0,N
451698,MK-1200,38,31,N,LW-0700,7,N
451742,MK-1200,36,27,N,ER-0100,9,N
451748,SK-0600,48,48,N,EW-0500,0,Y
451781,MK-1200,35,35,N,XX-0000,0,N
