PID,PUNTER,PGRO,PNET,PTB,PR,PRY,PFC
61886,DS-4900,38,38,N,XX-0000,0,N
61895,TT-1700,28,28,N,XX-0000,0,N
61908,DS-4900,41,41,N,XX-0000,0,N
61949,DS-4900,45,45,N,XX-0000,0,N
61953,TT-1700,34,34,N,XX-0000,0,N
61973,DS-4900,42,42,N,CM-3100,0,N
61977,TT-1700,43,26,N,DH-0600,17,N
61994,SL-0100,36,36,N,NJ-0200,0,Y
61999,MB-2100,42,35,N,BM-3300,7,N
62015,MB-2100,25,25,N,XX-0000,0,N
62036,MB-2100,31,31,N,BM-3300,0,Y
62085,MB-2100,50,36,N,BM-3300,14,N
62103,SL-0100,25,25,N,NJ-0200,0,Y
62168,JB-0500,31,31,N,XX-0000,0,N
62175,TG-1500,34,29,N,VS-0300,5,N
62223,TG-1500,50,44,N,VS-0300,6,N
62227,JB-0500,64,64,N,XX-0000,0,N
62247,JB-0500,49,17,N,WM-0400,32,N
62259,JB-0500,41,41,N,WM-0400,0,Y
62282,JB-0500,43,23,Y,XX-0000,0,N
62307,JB-0500,32,31,N,WM-0400,1,N
62312,TG-1500,47,47,N,VS-0300,0,Y
62331,TS-0500,39,33,N,AH-0200,6,N
62338,TS-0500,53,33,Y,XX-0000,0,N
62362,TS-0500,51,38,N,AH-0200,13,N
62375,TS-0500,49,29,Y,XX-0000,0,N
62406,TS-0500,54,54,N,AH-0200,0,Y
62413,TS-0500,16,16,N,AH-0200,0,Y
62459,JB-0600,36,36,N,XX-0000,0,N
62463,TS-0500,64,52,N,AH-0200,12,N
62467,JB-0600,39,24,N,SS-2100,15,N
62508,SL-0400,44,24,Y,XX-0000,0,N
62518,JF-0800,29,29,N,TB-2900,0,Y
62549,JF-0800,55,35,Y,XX-0000,0,N
62579,SL-0400,37,37,N,BE-0600,0,Y
62587,SL-0400,57,57,N,XX-0000,0,N
62595,JF-0800,30,30,N,TB-2900,0,Y
62623,JF-0800,42,42,N,TB-2900,0,Y
62636,CH-2900,58,38,Y,XX-0000,0,N
62640,KR-0700,47,47,N,DM-0500,0,Y
62645,CH-2900,37,37,N,XX-0000,0,N
62649,KR-0700,51,44,N,DM-0500,7,N
62653,CH-2900,49,43,N,JL-1600,6,N
62661,KR-0700,28,28,N,DM-0500,0,Y
62665,CH-2900,40,39,N,JL-1600,1,N
62669,KR-0700,37,37,N,DM-0500,0,Y
62715,CH-2900,25,25,N,JL-1600,0,Y
62765,CH-2900,28,28,N,XX-0000,0,N
62770,KR-0700,36,38,N,DM-0500,-2,N
62774,CH-2900,50,52,N,JL-1600,-2,N
62815,JJ-2300,39,39,N,XX-0000,0,N
62868,CS-3700,43,43,N,XX-0000,0,N
62872,JJ-2300,62,48,N,AJ-0300,14,N
62893,CS-3700,37,17,Y,XX-0000,0,N
62918,CS-3700,43,35,N,LF-0600,8,N
62942,JJ-2300,47,23,N,AJ-0300,24,N
62977,CS-3700,33,33,N,LF-0600,0,N
62989,CS-3700,43,22,N,TF-0100,21,N
63034,CG-0300,42,22,Y,XX-0000,0,N
63103,CG-0300,56,43,N,JL-1600,13,N
63125,KR-0700,42,42,N,DN-1400,0,Y
63129,CG-0300,54,11,N,JL-1600,43,N
63133,KR-0700,46,45,N,DN-1400,1,N
63156,CG-0300,44,31,N,JL-1600,13,N
63178,JF-0800,59,51,N,PP-1000,8,N
63182,BM-3600,40,36,N,CR-1500,4,N
63186,JF-0800,42,42,N,XX-0000,0,N
63192,BM-3600,34,34,N,BE-0600,0,Y
63202,BM-3600,43,43,N,CR-1500,0,Y
63226,JF-0800,49,49,N,XX-0000,0,N
63273,JF-0800,47,47,N,XX-0000,0,N
63341,JB-0500,57,41,N,SS-2100,16,N
63348,TS-0500,32,32,N,VS-0300,0,Y
63356,JB-0500,59,59,N,XX-0000,0,N
63360,TS-0500,51,51,N,VS-0300,0,Y
63390,JB-0500,44,38,N,SS-2100,6,N
63395,TS-0500,39,39,N,VS-0300,0,Y
63400,JB-0500,55,47,N,SS-2100,8,N
63408,TS-0500,46,46,N,XX-0000,0,N
63412,JB-0500,33,33,N,XX-0000,0,N
63437,TS-0500,34,34,N,VS-0300,0,Y
63459,JB-0500,45,45,N,SS-2100,0,N
63465,TS-0500,68,48,Y,XX-0000,0,N
63470,JB-0500,51,29,N,SS-2100,22,N
63475,TS-0500,34,34,N,VS-0300,0,Y
63520,NR-0100,32,12,Y,XX-0000,0,N
63554,NH-0700,23,23,N,DM-0500,0,Y
63558,CH-2900,56,54,N,PW-0400,2,N
63563,NH-0700,46,37,N,DM-0500,9,N
63567,CH-2900,45,25,Y,XX-0000,0,N
63586,CH-2900,38,38,N,TH-2700,0,Y
63601,CH-2900,39,19,Y,XX-0000,0,N
63605,NH-0700,47,37,N,DM-0500,10,N
63620,NH-0700,41,41,N,XX-0000,0,N
63624,CH-2900,60,52,N,TH-2700,8,N
63629,NH-0700,44,41,N,DM-0500,3,N
63657,CH-2900,32,32,N,TH-2700,0,Y
63682,SL-0100,54,44,N,RS-3500,10,N
63686,MK-1100,21,21,N,XX-0000,0,N
63692,SL-0100,36,36,N,RS-3500,0,Y
63710,SL-0100,51,49,N,RS-3500,2,N
63731,MK-1100,35,17,N,BM-3300,18,N
63744,MK-1100,50,37,N,BM-3300,13,N
63781,MK-1100,36,29,N,BM-3300,7,N
63826,MK-1100,27,27,N,XX-0000,0,N
63833,TR-0900,23,23,N,XX-0000,0,N
63839,TR-0900,44,38,N,EM-1000,6,N
63847,BB-0800,49,29,Y,XX-0000,0,N
63852,TR-0900,32,32,N,EM-1000,0,Y
63859,BB-0800,32,32,N,XX-0000,0,N
63864,TR-0900,45,33,N,EM-1000,12,N
63869,BB-0800,31,31,N,DO-0200,0,Y
63893,TR-0900,25,25,N,XX-0000,0,N
63918,BB-0800,51,31,Y,XX-0000,0,N
63923,TR-0900,45,32,N,EM-1000,13,N
63928,BB-0800,50,50,N,XX-0000,0,N
63935,TR-0900,54,48,N,EM-1000,6,N
63942,BB-0800,50,30,Y,XX-0000,0,N
63959,TR-0900,44,34,N,EM-1000,10,N
63965,BB-0800,35,35,N,XX-0000,0,N
63969,TR-0900,42,35,N,EM-1000,7,N
63994,BB-0800,32,32,N,XX-0000,0,N
64002,CM-2600,35,35,N,XX-0000,0,N
64006,JB-3500,51,39,N,DG-1800,12,N
64048,JB-3500,55,55,N,XX-0000,0,N
64052,CM-2600,50,50,N,AR-1700,0,Y
64120,JB-3500,39,39,N,XX-0000,0,N
64142,CM-2600,43,37,N,AR-1700,6,N
64146,JB-3500,46,40,N,DG-1800,6,N
64153,CM-2600,43,43,N,XX-0000,0,N
64168,MT-2300,32,32,N,XX-0000,0,N
64174,TT-1700,52,32,Y,XX-0000,0,N
64206,TT-1700,40,40,N,XX-0000,0,N
64210,MT-2300,45,41,N,CM-3100,4,N
64214,TT-1700,47,47,N,XX-0000,0,N
64218,MT-2300,36,30,N,CM-3100,6,N
64228,MT-2300,42,42,N,XX-0000,0,N
64232,TT-1700,50,39,N,DW-0800,11,N
64238,TT-1700,53,41,N,DW-0800,12,N
64256,MT-2300,41,41,N,XX-0000,0,N
64262,TT-1700,54,36,N,DW-0800,18,N
64270,TT-1700,41,41,N,XX-0000,0,N
64284,TT-1700,49,33,N,JO-0400,16,N
64296,MT-2300,47,47,N,CM-3100,0,N
64315,TG-1500,43,43,N,TW-2100,0,N
64343,HS-0200,57,36,N,WM-0400,21,N
64355,HS-0200,34,34,N,WM-0400,0,Y
64366,HS-0200,40,32,N,WM-0400,8,N
64396,HS-0200,36,36,N,XX-0000,0,N
64402,TG-1500,39,34,N,TW-2100,5,N
64408,HS-0200,36,36,N,WM-0400,0,Y
64479,SL-0400,38,38,N,XX-0000,0,N
64483,DB-1500,62,48,N,DD-2900,14,N
64497,DB-1500,36,36,N,XX-0000,0,N
64501,SL-0400,52,52,N,GM-1100,0,N
64511,DB-1500,40,40,N,TB-2900,0,Y
64515,SL-0400,63,53,N,GM-1100,10,N
64524,DB-1500,31,31,N,TB-2900,0,Y
64530,SL-0400,26,26,N,XX-0000,0,N
64534,DB-1500,43,43,N,XX-0000,0,N
64553,DB-1500,34,34,N,DD-2900,0,N
64591,SL-0400,60,47,N,GM-1100,13,N
64595,DB-1500,32,32,N,XX-0000,0,N
64628,JM-4700,50,41,N,DG-0800,9,N
64634,CH-1100,43,43,N,HP-0100,0,Y
64655,CH-1100,46,43,N,HP-0100,3,N
64661,JM-4700,52,32,Y,XX-0000,0,N
64665,CH-1100,49,49,N,XX-0000,0,N
64669,JM-4700,50,29,N,DG-0800,21,N
64674,CH-1100,37,37,N,HP-0100,0,Y
64681,JM-4700,54,54,N,DG-0800,0,N
64686,CH-1100,51,49,N,HP-0100,2,N
64703,JM-4700,43,43,N,DG-0800,0,N
64723,JM-4700,30,30,N,DG-0800,0,Y
64729,CH-1100,51,41,N,HP-0100,10,N
64746,JM-4700,33,33,N,DG-0800,0,Y
64752,CH-1100,49,39,N,HP-0100,10,N
64759,JM-4700,55,46,N,DG-0800,9,N
64791,BM-0700,52,45,N,KW-1100,7,N
64813,BM-0700,40,28,N,KW-1100,12,N
64823,BM-0700,55,54,N,KW-1100,1,N
64827,MR-2100,43,42,N,LJ-1100,1,N
64847,BM-0700,44,44,N,KW-1100,0,N
64864,MR-2100,37,33,N,LJ-1100,4,N
64874,MR-2100,40,33,N,LJ-1100,7,N
64893,MR-2100,48,41,N,LJ-1100,7,N
64898,BM-0700,57,57,N,RA-1300,0,N
64916,BM-0700,48,48,N,RA-1300,0,Y
64943,BM-0700,51,44,N,RA-1300,7,N
64959,JB-0600,37,37,N,XX-0000,0,N
64975,KW-0200,57,58,N,AH-0200,-1,N
65035,KW-0200,43,43,N,DB-2800,0,Y
65041,JB-0600,52,45,N,TB-3300,7,N
65053,KW-0200,22,22,N,XX-0000,0,N
65067,KW-0200,42,40,N,DB-2800,2,N
65151,MB-2100,22,22,N,TB-0400,0,Y
65161,RW-2800,51,52,N,NJ-0200,-1,N
65222,RW-2800,62,47,N,NJ-0200,15,N
65244,RW-2800,36,30,N,DM-3700,6,N
65264,MB-2100,52,47,N,TB-0400,5,N
65275,TR-0900,50,48,N,RS-3500,2,N
65280,MK-1100,48,14,N,DO-0200,34,N
65328,MK-1100,50,50,N,DO-0200,0,N
65332,TR-0900,36,35,N,RS-3500,1,N
65340,MK-1100,43,23,Y,XX-0000,0,N
65346,MK-1100,39,19,Y,XX-0000,0,N
65353,MK-1100,38,38,N,XX-0000,0,N
65372,MK-1100,42,41,N,DO-0200,1,N
65379,TR-0900,47,27,Y,XX-0000,0,N
65383,MK-1100,52,24,N,DO-0200,28,N
65408,TR-0900,49,-16,N,RS-3500,65,N
65416,TR-0900,56,48,N,RS-3500,8,N
65423,MK-1100,52,52,N,DO-0200,0,Y
65428,TR-0900,41,19,N,RS-3500,22,N
65443,JB-3500,47,34,N,TF-0100,13,N
65469,JB-3500,60,60,N,XX-0000,0,N
65497,JJ-2300,50,30,Y,XX-0000,0,N
65535,JJ-2300,48,42,N,AR-1700,6,N
65547,JB-3500,39,19,Y,XX-0000,0,N
65551,JJ-2300,47,47,N,AR-1700,0,Y
65558,JB-3500,40,40,N,XX-0000,0,N
65610,MT-2300,52,52,N,XX-0000,0,N
65614,BM-3600,48,35,N,JO-0400,13,N
65623,BM-3600,46,29,N,DW-0800,17,N
65647,MT-2300,26,26,N,XX-0000,0,N
65653,MT-2300,44,24,Y,XX-0000,0,N
65668,BM-3600,32,32,N,XX-0000,0,N
65672,MT-2300,77,57,Y,XX-0000,0,N
65706,MT-2300,32,32,N,XX-0000,0,N
65712,BM-3600,22,22,N,XX-0000,0,N
65716,MT-2300,49,49,N,NC-0200,0,N
65722,BM-3600,45,37,N,JO-0400,8,N
65763,BM-3600,39,38,N,DW-0800,1,N
65790,TS-0500,63,43,Y,XX-0000,0,N
65799,CM-2600,15,15,N,XX-0000,0,N
65807,CM-2600,50,45,N,SS-2100,5,N
65812,TS-0500,64,49,N,DG-1800,15,N
65828,TS-0500,44,44,N,DG-1800,0,Y
65832,CM-2600,24,24,N,XX-0000,0,N
65859,TS-0500,54,54,N,XX-0000,0,N
65868,CM-2600,34,33,N,SS-2100,1,N
65872,TS-0500,52,39,N,DG-1800,13,N
65877,CM-2600,54,44,N,IB-0300,10,N
65884,TS-0500,45,25,Y,XX-0000,0,N
65888,CM-2600,45,45,N,IB-0300,0,N
65895,TS-0500,61,41,Y,XX-0000,0,N
65903,CM-2600,36,36,N,SS-2100,0,Y
65925,CM-2600,10,10,N,XX-0000,0,N
65935,CM-2600,53,53,N,XX-0000,0,N
65974,NH-0700,40,40,N,SF-0600,0,Y
65998,CG-0300,54,34,Y,XX-0000,0,N
66015,NH-0700,41,41,N,XX-0000,0,N
66019,CG-0300,43,34,N,TH-2700,9,N
66035,CG-0300,49,30,N,TH-2700,19,N
66039,NH-0700,45,45,N,XX-0000,0,N
66043,CG-0300,47,35,N,TH-2700,12,N
66051,CG-0300,31,31,N,XX-0000,0,N
66057,NH-0700,50,46,N,DN-1400,4,N
66063,CG-0300,53,-33,N,TH-2700,86,N
66076,CG-0300,48,28,Y,XX-0000,0,N
66100,NH-0700,44,44,N,XX-0000,0,N
66133,HS-0200,53,39,N,VS-0300,14,N
66144,HS-0200,31,31,N,VS-0300,0,Y
66150,JB-0500,49,49,N,TW-2100,0,N
66159,HS-0200,40,20,Y,XX-0000,0,N
66163,JB-0500,39,29,N,TW-2100,10,N
66198,JB-0500,52,40,N,TW-2100,12,N
66211,JB-0500,27,27,N,TW-2100,0,Y
66238,JB-0500,37,35,N,TW-2100,2,N
66267,JB-0500,51,51,N,TW-2100,0,Y
66275,KR-0700,38,38,N,XX-0000,0,N
66279,CH-1100,36,36,N,JL-1600,0,Y
66295,CH-1100,47,47,N,JL-1600,0,Y
66313,CH-1100,41,27,N,JL-1600,14,N
66318,KR-0700,36,36,N,DG-0800,0,Y
66336,CH-1100,44,24,Y,XX-0000,0,N
66353,CH-1100,33,16,N,JL-1600,17,N
66370,CH-1100,33,33,N,JL-1600,0,Y
66374,KR-0700,46,46,N,DG-0800,0,Y
66397,KR-0700,23,23,N,DG-0800,0,Y
66410,KR-0700,44,44,N,DG-0800,0,N
66415,CH-1100,49,41,N,JL-1600,8,N
66456,JF-0800,35,35,N,XX-0000,0,N
66462,DS-4900,39,39,N,CR-1500,0,Y
66469,JF-0800,29,21,N,DH-0600,8,N
66494,DS-4900,45,35,N,CR-1500,10,N
66509,DS-4900,32,32,N,XX-0000,0,N
66513,JF-0800,51,43,N,DH-0600,8,N
66528,JF-0800,39,19,Y,XX-0000,0,N
66535,DS-4900,43,43,N,XX-0000,0,N
66543,JF-0800,51,44,N,DH-0600,7,N
66566,JF-0800,51,50,N,DH-0600,1,N
66581,JF-0800,43,43,N,DH-0600,0,Y
66610,KW-0200,42,42,N,XX-0000,0,N
66636,TG-1500,48,48,N,XX-0000,0,N
66651,TG-1500,29,29,N,TB-3300,0,Y
66655,KW-0200,45,45,N,XX-0000,0,N
66665,TG-1500,33,33,N,TB-3300,0,Y
66688,KW-0200,40,23,N,WM-0400,17,N
66700,KW-0200,45,46,N,WM-0400,-1,N
66772,RW-2800,32,32,N,XX-0000,0,N
66776,SL-0400,29,29,N,XX-0000,0,N
66812,RW-2800,31,31,N,TB-2900,0,Y
66831,RW-2800,45,25,Y,XX-0000,0,N
66850,SL-0400,44,24,Y,XX-0000,0,N
66865,SL-0400,47,41,N,TB-0400,6,N
66871,RW-2800,60,40,Y,XX-0000,0,N
66875,SL-0400,43,31,N,TB-0400,12,N
66892,RW-2800,29,29,N,TB-2900,0,Y
66897,SL-0400,64,62,N,TB-0400,2,N
66901,RW-2800,39,39,N,XX-0000,0,N
66915,BB-0800,48,28,Y,XX-0000,0,N
66919,SL-0100,45,45,N,EM-1000,0,N
66939,SL-0100,46,34,N,EM-1000,12,N
66952,SL-0100,53,46,N,EM-1000,7,N
66956,BB-0800,43,43,N,BM-3300,0,Y
66961,SL-0100,49,43,N,EM-1000,6,N
66968,BB-0800,55,35,Y,XX-0000,0,N
66972,SL-0100,44,29,N,EM-1000,15,N
66976,BB-0800,51,51,N,XX-0000,0,N
66983,SL-0100,60,30,N,EM-1000,30,N
66999,SL-0100,37,37,N,XX-0000,0,N
67007,BB-0800,44,33,N,BM-3300,11,N
67022,BB-0800,42,43,N,BM-3300,-1,N
67031,BB-0800,31,31,N,XX-0000,0,N
67066,DB-1500,47,47,N,XX-0000,0,N
67070,CS-3700,48,42,N,GM-1100,6,N
67098,CS-3700,29,29,N,XX-0000,0,N
67127,DB-1500,56,48,N,AJ-0300,8,N
67131,CS-3700,47,47,N,GM-1100,0,N
67178,CS-3700,44,44,N,GM-1100,0,Y
67183,DB-1500,50,33,N,AJ-0300,17,N
67237,JM-4700,43,43,N,DM-0500,0,Y
67244,CH-2900,30,30,N,HP-0100,0,Y
67264,CH-2900,28,28,N,HP-0100,0,Y
67273,JM-4700,26,26,N,XX-0000,0,N
67300,CH-2900,44,40,N,HP-0100,4,N
67327,CH-2900,48,45,N,HP-0100,3,N
67360,JM-4700,47,39,N,DM-0500,8,N
67377,JM-4700,52,38,N,DM-0500,14,N
67391,MB-2100,42,22,Y,XX-0000,0,N
67395,BM-0700,39,16,N,NJ-0200,23,N
67408,MB-2100,49,29,Y,XX-0000,0,N
67412,BM-0700,42,44,N,NJ-0200,-2,N
67416,MB-2100,51,27,N,LJ-1100,24,N
67420,BM-0700,42,40,N,NJ-0200,2,N
67428,MB-2100,48,28,Y,XX-0000,0,N
67445,MB-2100,41,24,N,LJ-1100,17,N
67454,BM-0700,37,35,N,NJ-0200,2,N
67458,MB-2100,41,39,N,LJ-1100,2,N
67475,BM-0700,39,32,N,NJ-0200,7,N
67491,BM-0700,50,42,N,NJ-0200,8,N
67499,MB-2100,48,28,Y,XX-0000,0,N
67513,MB-2100,51,51,N,LJ-1100,0,N
67517,BM-0700,55,56,N,NJ-0200,-1,N
67540,BM-0700,41,41,N,NJ-0200,0,Y
67559,MR-2100,42,42,N,XX-0000,0,N
67587,JB-0600,52,52,N,XX-0000,0,N
67594,MR-2100,34,34,N,AH-0200,0,Y
67609,MR-2100,55,42,N,AH-0200,13,N
67672,JB-0600,42,23,N,RA-1300,19,N
67676,MR-2100,41,40,N,AH-0200,1,N
67697,MR-2100,51,23,N,AH-0200,28,N
67722,DS-4900,39,38,N,BM-3300,1,N
67735,DS-4900,32,12,Y,XX-0000,0,N
67740,SL-0100,12,12,N,XX-0000,0,N
67750,DS-4900,43,43,N,XX-0000,0,N
67781,SL-0100,52,37,N,DH-0600,15,N
67787,DS-4900,30,30,N,BM-3300,0,Y
67824,DS-4900,42,42,N,BM-3300,0,Y
67831,SL-0100,27,27,N,DH-0600,0,Y
67839,SL-0100,21,21,N,DH-0600,0,Y
67847,SL-0100,44,37,N,DH-0600,7,N
67894,JB-0600,51,36,N,DG-1800,15,N
67941,CM-2600,40,40,N,XX-0000,0,N
67962,CM-2600,30,30,N,AH-0200,0,Y
67970,JB-0600,35,35,N,XX-0000,0,N
68001,JB-0600,39,19,Y,XX-0000,0,N
68055,HS-0200,40,20,Y,XX-0000,0,N
68059,KR-0700,36,36,N,XX-0000,0,N
68063,HS-0200,36,36,N,XX-0000,0,N
68105,HS-0200,31,31,N,JL-1400,0,Y
68111,KR-0700,46,26,Y,XX-0000,0,N
68119,HS-0200,47,47,N,XX-0000,0,N
68156,HS-0200,49,36,N,JL-1400,13,N
68162,KR-0700,22,22,N,XX-0000,0,N
68169,HS-0200,16,16,N,XX-0000,0,N
68177,HS-0200,40,40,N,XX-0000,0,N
68181,KR-0700,44,44,N,XX-0000,0,N
68208,BM-0700,41,41,N,TF-0100,0,Y
68212,LA-0400,37,37,N,LJ-1100,0,Y
68216,BM-0700,53,50,N,TF-0100,3,N
68248,LA-0400,51,31,Y,XX-0000,0,N
68262,LA-0400,46,44,N,LJ-1100,2,N
68288,BM-0700,43,43,N,TF-0100,0,Y
68307,BM-0700,45,45,N,TF-0100,0,N
68311,LA-0400,37,37,N,LJ-1100,0,Y
68326,LA-0400,33,23,N,LJ-1100,10,N
68407,NH-0700,-18,-29,N,XX-0000,0,N
68415,NH-0700,36,36,N,KW-1100,0,Y
68423,MR-2100,33,33,N,TH-2700,0,Y
68432,NH-0700,50,30,Y,XX-0000,0,N
68448,NH-0700,39,27,N,KW-1100,12,N
68461,NH-0700,28,28,N,XX-0000,0,N
68485,NH-0700,39,38,N,KW-1100,1,N
68506,MR-2100,50,42,N,TH-2700,8,N
68534,MR-2100,31,31,N,XX-0000,0,N
68549,CG-0300,41,31,N,DM-0500,10,N
68555,CH-2900,22,22,N,DN-1400,0,Y
68559,CG-0300,40,34,N,DM-0500,6,N
68567,CG-0300,43,32,N,DM-0500,11,N
68601,CH-2900,38,36,N,DN-1400,2,N
68609,CG-0300,48,48,N,XX-0000,0,N
68617,CH-2900,29,29,N,XX-0000,0,N
68621,CG-0300,45,40,N,DM-0500,5,N
68634,CG-0300,41,41,N,DM-0500,0,Y
68655,CG-0300,42,33,N,DM-0500,9,N
68660,CH-2900,38,38,N,DN-1400,0,Y
68671,CH-2900,42,42,N,XX-0000,0,N
68682,CH-2900,53,43,N,DN-1400,10,N
68698,MT-2300,41,41,N,DO-0200,0,Y
68710,TR-0900,54,35,N,JO-0400,19,N
68723,MT-2300,32,32,N,XX-0000,0,N
68729,TR-0900,36,26,N,DW-0800,10,N
68733,MT-2300,21,21,N,XX-0000,0,N
68747,MT-2300,45,43,N,DO-0200,2,N
68752,TR-0900,55,54,N,DW-0800,1,N
68763,TR-0900,47,36,N,DW-0800,11,N
68768,MT-2300,54,54,N,XX-0000,0,N
68789,MT-2300,59,51,N,DO-0200,8,N
68793,TR-0900,33,33,N,XX-0000,0,N
68825,TR-0900,61,41,Y,XX-0000,0,N
68829,MT-2300,48,48,N,XX-0000,0,N
68849,TS-0500,43,43,N,WM-0400,0,Y
68861,TG-1500,53,33,Y,XX-0000,0,N
68881,TG-1500,43,40,N,SS-2100,3,N
68885,TS-0500,70,57,N,WM-0400,13,N
68890,TG-1500,43,43,N,SS-2100,0,Y
68894,TS-0500,40,40,N,XX-0000,0,N
68907,TS-0500,59,50,N,WM-0400,9,N
68911,TG-1500,45,45,N,SS-2100,0,Y
68916,TS-0500,66,24,N,WM-0400,42,N
68945,TS-0500,48,48,N,WM-0400,0,N
68994,TG-1500,24,24,N,XX-0000,0,N
69024,KW-0200,35,35,N,XX-0000,0,N
69040,KW-0200,45,45,N,XX-0000,0,N
69046,TT-1700,47,47,N,TB-3300,0,N
69052,KW-0200,46,46,N,XX-0000,0,N
69061,TT-1700,37,37,N,TB-3300,0,N
69065,KW-0200,39,33,N,CM-3100,6,N
69083,KW-0200,33,33,N,CM-3100,0,Y
69092,KW-0200,19,19,N,XX-0000,0,N
69130,TT-1700,22,22,N,XX-0000,0,N
69164,SL-0400,55,44,N,AJ-0300,11,N
69193,CS-3700,44,36,N,DD-2900,8,N
69214,SL-0400,61,6,N,AJ-0300,55,N
69229,SL-0400,31,31,N,XX-0000,0,N
69247,CS-3700,39,39,N,XX-0000,0,N
69265,CS-3700,36,27,N,DD-2900,9,N
69298,CS-3700,32,32,N,TB-2900,0,Y
69302,SL-0400,44,23,N,AJ-0300,21,N
69344,SL-0400,37,37,N,XX-0000,0,N
69351,CS-3700,29,29,N,DD-2900,0,N
69366,JM-4700,32,32,N,NJ-0200,0,Y
69373,MB-2100,45,45,N,HP-0100,0,N
69423,MB-2100,45,45,N,XX-0000,0,N
69428,MB-2100,53,25,N,TE-0200,28,N
69459,JM-4700,37,37,N,NJ-0200,0,Y
69472,JM-4700,43,34,N,NJ-0200,9,N
69479,JM-4700,41,41,N,XX-0000,0,N
69505,DB-1500,34,21,N,CR-1500,13,N
69525,JF-0800,35,35,N,XX-0000,0,N
69534,DB-1500,38,38,N,CR-1500,0,Y
69538,JF-0800,39,31,N,GM-1100,8,N
69543,DB-1500,28,28,N,CR-1500,0,Y
69547,JF-0800,38,38,N,XX-0000,0,N
69565,JF-0800,42,28,N,GM-1100,14,N
69582,JF-0800,36,28,N,GM-1100,8,N
69588,DB-1500,48,28,Y,XX-0000,0,N
69592,JF-0800,37,22,N,GM-1100,15,N
69624,JF-0800,36,36,N,GM-1100,0,Y
69645,DB-1500,42,42,N,XX-0000,0,N
69671,BB-0800,37,37,N,XX-0000,0,N
69688,BB-0800,37,37,N,RS-3500,0,Y
69711,BB-0800,50,31,N,RS-3500,19,N
69718,MK-1100,32,32,N,XX-0000,0,N
69726,BB-0800,41,31,N,RS-3500,10,N
69730,MK-1100,43,43,N,XX-0000,0,N
69743,MK-1100,40,6,N,EM-1000,34,N
69747,BB-0800,34,34,N,RS-3500,0,Y
69782,BC-2300,28,28,N,XX-0000,0,N
69838,BM-3600,66,46,Y,XX-0000,0,N
69855,BM-3600,41,41,N,VS-0300,0,N
69859,JB-0500,47,47,N,XX-0000,0,N
69873,BM-3600,38,32,N,VS-0300,6,N
69907,BM-3600,44,44,N,XX-0000,0,N
69981,JB-3500,68,48,Y,XX-0000,0,N
69990,CH-1100,45,37,N,AF-1300,8,N
69995,JB-3500,50,50,N,DG-0800,0,N
70004,CH-1100,46,46,N,RF-0300,0,Y
70008,JB-3500,50,50,N,XX-0000,0,N
70013,CH-1100,27,27,N,XX-0000,0,N
70037,JB-3500,46,23,N,DG-0800,23,N
70077,CH-1100,59,39,Y,XX-0000,0,N
70116,JB-3500,44,44,N,DG-0800,0,Y
70121,CH-1100,34,34,N,DM-0300,0,Y
70125,JB-3500,33,33,N,XX-0000,0,N
70137,JB-3500,37,17,Y,XX-0000,0,N
70141,CH-1100,34,30,N,RF-0300,4,N
70193,SP-1400,42,38,N,EM-1000,4,N
70197,BB-0800,48,28,Y,XX-0000,0,N
70216,BB-0800,43,43,N,XX-0000,0,N
70220,SP-1400,40,32,N,EM-1000,8,N
70240,SP-1400,52,45,N,EM-1000,7,N
70247,BB-0800,51,50,N,AJ-0300,1,N
70257,SP-1400,53,33,N,EM-1000,20,N
70273,SP-1400,42,31,N,EM-1000,11,N
70299,BB-0800,59,54,N,AJ-0300,5,N
70350,CM-2600,50,50,N,XX-0000,0,N
70359,TG-1500,44,33,N,DG-1800,11,N
70367,CM-2600,55,47,N,WM-0400,8,N
70380,TG-1500,51,31,Y,XX-0000,0,N
70390,TG-1500,45,45,N,DG-1800,0,N
70406,TG-1500,26,26,N,XX-0000,0,N
70432,CM-2600,52,46,N,WM-0400,6,N
70441,CM-2600,47,47,N,WM-0400,0,Y
70459,TG-1500,54,46,N,DG-1800,8,N
70464,CM-2600,53,45,N,WM-0400,8,N
70475,BM-3600,32,32,N,XX-0000,0,N
70500,TS-0500,70,50,Y,XX-0000,0,N
70508,BM-3600,24,24,N,XX-0000,0,N
70566,BM-3600,52,40,N,SS-2100,12,N
70572,TS-0500,28,28,N,PP-1000,0,Y
70579,BM-3600,40,40,N,IB-0300,0,Y
70591,TS-0500,50,30,Y,XX-0000,0,N
70597,BM-3600,42,42,N,XX-0000,0,N
70604,TS-0500,40,16,N,PP-1000,24,N
70619,TS-0500,56,46,N,PP-1000,10,N
70623,BM-3600,43,43,N,XX-0000,0,N
70643,NH-0700,30,30,N,DG-0800,0,Y
70650,CH-1100,35,35,N,TH-2700,0,N
70654,NH-0700,39,39,N,XX-0000,0,N
70682,CH-1100,43,23,Y,XX-0000,0,N
70694,CH-1100,50,30,Y,XX-0000,0,N
70698,NH-0700,32,32,N,DG-0800,0,Y
70726,CH-1100,41,41,N,XX-0000,0,N
70744,CH-1100,40,38,N,PW-0400,2,N
70749,NH-0700,36,27,N,DG-0800,9,N
70764,NH-0700,44,38,N,DG-0800,6,N
