PID,INT,YDS
93858,ER-0100,21
93868,GB-0300,0
93969,KC-0300,0
94022,DS-3100,0
94034,WS-0100,0
94045,DS-3100,35
94059,DB-4200,0
94173,TJ-0800,8
94218,PB-0800,81
94242,TJ-0800,27
94255,RH-3100,13
94385,CR-0800,0
94414,KL-0500,7
94459,DR-3300,0
94601,RH-1100,2
94615,DO-0200,20
94717,DO-0200,28
94823,WH-0200,0
94859,WH-0200,0
94864,AH-2000,0
94898,IB-0100,4
95110,PS-1000,1
95184,SM-0200,0
95371,SK-0500,1
95400,DR-2100,0
95447,GW-0600,0
95611,TP-0400,50
95625,JW-1600,37
95810,FS-0400,0
95845,CB-0100,0
95861,FS-0400,0
95918,RL-0600,0
95957,CM-1200,0
96010,PB-0600,6
96041,ER-0100,59
96147,KG-0400,72
96158,DS-1600,1
96211,NW-0200,25
96242,KK-0100,17
96244,LF-0400,6
96258,LF-0400,25
96328,JB-7900,5
96354,DT-1900,0
96407,JP-2000,21
96800,MP-1000,12
96863,AM-2100,32
96898,CC-1800,20
97046,CC-1500,0
97055,BW-1100,0
97123,MB-3200,0
97173,MA-0900,22
97323,JB-4100,-1
97418,EW-0300,5
97440,JB-3000,45
97454,KL-1700,26
97518,DE-0400,0
97642,GW-1700,2
97665,TF-0500,0
97707,RB-0700,9
97712,EL-0400,7
97892,AD-1700,9
97987,LS-0300,10
98009,JB-2900,16
98016,SK-0500,17
98033,JB-2900,9
98073,IO-0100,78
98117,MH-2000,0
98236,MR-0400,31
98285,SM-0200,15
98297,PS-1000,40
98353,ZB-0300,8
98472,AP-1700,0
98514,AW-1500,0
98535,RH-2200,3
98603,AW-1500,0
98620,AW-1500,0
98788,RB-4600,0
98868,AT-0400,32
98922,BH-0500,0
99001,WD-0500,18
99227,ED-0100,16
99733,NC-0200,10
99759,NC-0200,29
99782,NC-0200,0
99856,ER-0300,21
100003,KI-0100,0
100036,DA-0100,0
100062,ML-1800,14
100133,DR-2100,12
100201,DE-0400,13
100365,BK-0600,14
100464,AH-1000,0
100586,DE-1200,0
100624,KH-1700,0
100636,DB-2800,0
100740,MP-1000,31
100747,BA-0300,8
100771,ML-2300,46
100810,BA-0300,25
100908,JT-3200,11
100936,DW-1400,28
100981,DT-1900,1
100987,JP-3600,12
101076,CW-0900,0
101230,JL-3400,0
101287,BK-0600,0
101291,RH-3100,6
101320,JL-3400,0
101511,DR-3300,7
101559,DH-2100,15
101879,BR-1300,0
101885,TS-1300,3
101931,MP-0600,25
102011,GB-0500,6
102106,BR-1500,18
102137,TL-0500,0
102339,CD-2000,9
102353,KC-0300,5
102490,EL-0400,3
102626,RH-1400,17
102675,RH-1400,0
102746,RH-1400,30
102864,FS-0400,12
102896,IO-0100,4
103117,KH-1700,36
103136,DS-4000,3
103208,DB-0900,3
103272,GM-0400,19
103274,BH-0500,11
103529,TL-0500,29
103631,MB-4100,0
103804,LS-0100,25
103808,BA-0300,5
103845,DW-1400,23
103941,DR-3300,0
104000,DR-3300,0
104086,AH-2000,102
104183,LT-0300,4
104235,PS-0400,31
104609,JD-0200,38
104692,DA-0100,13
104763,AC-1800,9
104963,WS-0100,0
104974,AS-1200,0
105179,PS-1000,0
105261,NW-0200,4
105277,DS-1600,89
105386,CF-1600,3
105415,SS-2600,0
105507,ER-0100,0
105523,AT-0400,25
105621,ER-0100,21
105713,DS-2600,4
105934,BU-0200,0
105951,OS-0800,22
106091,MA-0900,14
106151,NW-0200,3
106227,JC-5500,0
106281,MM-2400,0
106364,DC-1700,7
106397,KM-2400,6
106913,KM-0500,13
106993,EW-0300,1
107153,KH-1700,2
107224,DM-1000,0
107232,AG-0800,12
107255,SR-1100,0
107331,MC-2100,0
107374,LS-0300,10
107544,RW-4100,98
107754,KI-0100,10
107812,JB-4100,4
107904,KK-0100,0
108008,MJ-2200,0
108050,TL-1300,0
108171,MM-2400,35
108213,EB-1700,0
108320,RW-3100,0
108603,EW-0300,19
108716,PS-1000,16
108827,GB-0500,0
108838,JB-5300,23
108839,MA-0900,0
108854,DS-1600,14
108892,GB-0500,20
109015,IO-0100,27
109049,DT-0400,19
109086,JS-1700,0
109188,AW-1500,35
109275,BT-0500,3
109416,QS-0200,0
109456,RH-1100,0
109495,DW-0600,8
109505,SS-2600,0
109639,DO-0200,22
109713,BK-0600,-7
109760,DS-3100,2
109782,JL-3400,0
109817,PS-0400,25
109840,LS-0300,0
109912,DM-2600,-2
110093,TB-3400,48
110202,MB-4100,0
110336,EB-0400,2
110460,KL-0500,0
110482,TJ-0800,0
110500,BS-1300,0
110583,JT-3200,7
110587,LS-0300,28
110599,CW-2400,0
110673,KC-0300,41
110720,AA-1200,24
110756,KB-2100,22
110768,JC-1500,37
110837,RM-3400,33
111051,FB-0800,26
111099,RW-3100,0
111103,AB-0900,6
111309,MS-4700,0
111320,JP-3800,0
111330,ZT-0100,7
111663,DC-0900,25
111737,AH-2700,0
111775,EL-0400,0
111781,FT-0200,31
111803,AH-2700,4
111841,SG-0300,0
111861,AB-1000,5
112193,OH-0500,0
112297,ND-0400,29
112374,BK-0600,31
112389,RB-0700,0
112406,DJ-0300,58
112422,BK-0600,0
112504,JT-3400,2
112617,DG-0900,0
112692,MP-1000,53
112721,DO-0200,0
112967,ME-0400,29
112975,DR-3300,-2
113046,RW-3100,5
113116,ME-0400,0
113130,TB-3400,27
113160,CC-1100,11
113176,WM-0500,2
113186,BH-0400,0
113412,NC-0200,1
113519,CW-2400,98
113632,MM-3400,23
113680,EM-0900,13
113701,CF-1500,0
113707,EL-0400,7
113744,EM-0900,0
113829,DM-2900,35
113864,TW-2900,0
114133,MM-2400,53
114308,RC-2600,0
114316,GW-0600,50
114339,MM-1100,1
114352,RC-2600,0
114446,RB-4600,9
114461,JB-4100,0
114482,KC-0300,36
114535,RB-2700,20
114800,BT-0500,23
114865,TV-0200,0
115050,AM-2400,8
115059,DE-0400,16
115135,RT-1200,16
115147,KL-1500,0
115212,TP-0400,19
115298,RH-2700,1
115431,JB-2900,14
115621,RW-4100,0
115691,TL-1300,31
115905,FT-0200,0
115962,FT-0200,6
116077,CH-0500,2
116201,TP-0400,6
116265,TP-0400,35
116369,MM-2400,11
116495,AA-2000,22
116633,MP-0600,4
116646,GW-0600,49
116681,RS-0900,6
116700,TJ-2500,0
116779,TL-0500,4
116786,TB-3700,39
116959,JM-3200,0
116995,AG-0800,70
117126,AG-0800,65
117176,TS-1300,-5
117217,RW-4100,10
117252,TJ-0800,0
117350,BT-0500,0
117363,BT-0500,18
117388,AS-1000,4
117411,SB-1700,12
117542,DJ-0300,21
117654,KB-2400,5
117711,LS-0300,0
117735,TW-2200,0
117864,RB-3400,19
118009,GB-0500,0
118126,DS-1600,66
118138,BM-0200,0
118212,BH-1700,9
118260,JF-2100,30
118274,JH-0200,0
118299,KL-1500,27
118347,KL-1500,40
118926,JC-5500,0
118985,DH-1000,6
119248,MM-1100,2
119418,SQ-0100,4
119480,ER-0100,20
119620,CW-2400,0
119775,PS-1000,22
120033,JH-2000,11
120053,SW-1500,-2
120125,FS-0400,0
120323,MM-3400,62
120357,BA-0300,-1
120550,VH-0400,3
120664,DS-4000,0
120711,DB-0900,15
120774,TF-0500,-4
120826,TB-3700,7
120866,RC-1400,24
120961,TP-0400,28
121063,RH-2200,1
121169,RW-3100,0
121202,PH-0900,16
121205,SB-0200,80
121249,SM-0200,0
121275,JB-5300,1
121300,BM-0200,0
121406,JG-2200,3
121450,AA-1200,1
121474,JB-4100,22
121531,KM-0500,0
121628,AM-2100,0
121693,MJ-0300,0
121947,FT-0200,0
121994,FT-0200,43
122050,KT-0250,31
122055,DS-1600,19
122122,ND-0400,0
122159,NC-0200,0
122234,DJ-2600,1
122371,BS-1800,32
122485,PS-0400,32
122675,KL-1700,0
122726,TA-0900,0
122748,RW-4100,16
122858,EB-0400,3
122968,RT-1200,30
122972,AS-1000,15
123022,RT-1200,3
123108,DT-0400,22
123365,DA-0100,23
123402,CS-1100,30
123560,ML-1600,0
123696,SW-1500,0
123755,RW-4100,1
123995,NC-0200,42
124002,AB-3000,13
124025,KB-2100,2
124031,RG-2000,0
124090,GM-0400,17
124110,CD-2000,3
124316,KH-1600,0
124349,CC-1500,43
124411,AG-1200,2
124448,BW-2200,2
124468,EK-0200,0
124626,SR-1100,0
124945,BM-0200,9
125046,TC-2700,4
125052,SK-0500,0
125125,SK-0500,13
125142,TC-2700,0
125259,SG-0300,65
125312,DT-1900,0
125405,JT-3200,8
125417,AM-2100,30
125462,DW-1400,0
125484,ZM-0300,8
125553,SS-2600,0
125655,AM-2400,1
125691,TD-1500,0
125740,KM-2300,7
125745,RW-3100,85
125887,DB-4200,44
125935,BK-0600,-1
125949,BK-0600,0
125956,DS-3100,2
126049,RH-1400,13
126086,TP-0400,60
126150,KC-0300,2
126284,KC-0300,3
126413,DR-2100,24
126432,JD-0200,9
126472,DM-1500,28
126486,DM-1500,13
126546,ML-2300,14
126639,JP-2500,0
126706,JS-1700,0
126824,BT-0500,39
126962,BD-0700,21
126966,SR-1100,16
127018,CS-1100,0
127109,DT-1900,0
127264,TJ-0800,0
127289,DR-2100,0
127291,EB-0400,1
127333,RH-2700,13
127406,DB-4200,0
127415,DS-3100,6
127683,BT-0500,1
127816,RB-0700,92
127838,CW-3700,12
127878,DJ-0300,9
127891,DJ-0300,25
127953,DS-3100,44
128006,DB-4200,44
128013,DS-3100,50
128093,DA-0100,12
128200,SA-0200,37
128211,NC-0200,0
128232,EW-1400,2
128267,TS-2900,1
128284,TS-2900,0
128434,RM-1300,0
128454,AA-2000,13
128526,KH-1600,3
128527,BS-2000,13
128567,IG-0200,12
128580,TJ-0800,24
128610,MR-1600,1
128650,KB-1000,25
128696,NH-0300,4
128698,BT-0400,0
128702,NH-0300,39
128809,DW-4600,-2
128842,KC-0300,8
129078,DB-2800,48
129131,CC-1500,16
129180,BR-1500,5
129188,BW-2200,77
129255,CC-1500,0
129296,GW-0600,16
129361,QJ-0100,6
129428,SH-0300,0
129587,MC-2100,3
129599,MC-2100,0
129714,OS-1000,34
129782,KB-0900,42
129982,MB-4100,0
130028,AP-1700,68
130033,JW-4600,6
130082,AP-1700,13
130216,CO-0500,18
130376,DG-1000,11
130537,TV-0200,28
130596,AM-1500,0
130630,RT-1200,7
130637,CB-3300,-1
130718,RT-1200,10
130770,KH-0300,2
130842,IO-0100,30
130941,MB-3200,0
131010,EL-0400,21
131070,ER-0100,1
131121,ER-0100,54
131209,DB-2800,4
131219,MM-2700,0
131226,NB-0100,14
131270,AH-1000,56
131450,NH-0300,75
131615,CS-1100,26
131647,JF-0500,9
131688,JW-6300,46
131722,SB-0200,28
131765,EW-0300,14
131924,DS-2600,9
131934,DR-2700,40
132082,PS-1000,14
132246,PB-0800,83
132267,CW-3700,0
132431,AM-2900,33
132439,TB-3400,18
132580,IG-0200,2
132698,TF-0500,65
132864,AW-0300,53
132909,BK-0600,0
132918,SR-0600,0
133137,BR-1500,19
133160,RB-3400,29
133212,AS-1200,41
133221,TN-0400,0
133369,NB-0100,7
133502,DJ-0300,22
133536,JL-3400,0
133565,DS-3100,3
133581,DS-3100,0
133644,RN-0100,2
133682,JG-1300,1
133741,RB-1700,11
133870,BR-1500,1
133898,DB-2800,0
133954,CC-1500,0
133976,DW-0600,0
134023,MC-2100,0
134060,DM-1000,0
134102,MS-4700,12
134117,SH-0300,39
134178,JT-3200,4
134418,AS-0100,55
134559,JW-5000,-2
134585,TS-3500,11
134619,ER-0100,27
134632,GB-0300,0
134759,JP-2500,0
134787,AH-2700,19
134806,TP-1700,4
134904,RT-1200,0
134929,AS-1000,1
135194,WA-0200,22
135292,NC-0200,0
135306,SK-0500,32
135324,PS-1000,0
135336,BM-0200,0
135397,NC-0200,54
135600,KH-1600,0
135614,GW-0600,0
135718,DM-1000,0
135758,DM-1000,0
136035,RM-0500,4
136232,JB-7900,17
136463,FB-0800,-12
136466,KW-2600,-2
136475,MC-2100,0
136483,KW-2600,0
136542,JC-5500,8
136579,CC-1500,39
136627,BW-2200,7
136640,BR-1500,19
136816,SG-0300,0
136939,EJ-0800,3
136941,DE-0400,12
137124,SR-1100,49
137169,RB-2300,60
137279,DJ-0300,28
137426,IO-0100,0
137436,CB-0100,0
137483,RB-1500,0
137527,JN-0700,10
137640,JN-0700,10
137725,MG-1500,3
137773,ND-0400,13
137848,ND-0400,0
137977,CC-1800,3
137978,KC-0300,14
137997,BR-1500,28
138141,AS-0400,6
138244,RH-3100,0
138435,CW-3700,51
138445,CW-3700,16
138458,AB-2200,0
138496,RM-3400,43
138567,RH-2200,-2
138611,AS-1200,1
138666,RW-3100,39
138776,DS-1600,19
139032,DO-0200,6
139328,TL-0500,65
139365,BM-0200,3
139373,PS-1000,2
139487,PS-1000,0
139536,FS-0400,0
139539,RH-2900,5
139562,JT-3400,21
139616,NK-0300,15
139682,AP-1700,4
139740,DB-2800,-1
139793,TP-0400,49
139930,DM-1500,75
139941,BA-0300,0
139976,EL-0400,3
140021,MD-0800,15
140131,RB-0700,29
140232,CM-1200,4
140287,CM-1200,83
140322,ER-0100,33
140514,TV-0200,0
140662,CS-1100,24
140705,BA-0300,14
140947,JW-6300,79
141038,IB-0100,9
141070,RM-0500,2
141180,JZ-0200,0
141218,JC-5500,21
141225,SM-0200,17
141318,SM-0200,29
141327,TP-1900,13
141401,RH-1100,2
141475,RH-1100,-2
141503,EW-1400,6
141783,AB-1000,39
141799,RM-4000,0
141849,RB-2300,10
141926,AD-1700,51
141959,AW-2000,4
142065,DS-3100,0
142098,DB-4200,44
142226,TP-0400,0
142293,AW-1300,4
142377,RB-4600,2
142404,TM-1100,4
142420,TF-0500,74
142573,FT-0200,-2
142668,DT-0400,1
142981,TJ-0800,31
143150,KL-0500,38
143176,EL-0400,3
143310,DC-2400,24
143325,ME-0400,27
143420,DR-3300,0
143589,EW-1400,0
143738,TP-1900,0
143765,BR-1500,3
143789,CC-1500,32
143832,LJ-1200,33
143967,WA-0200,1
144062,AP-1700,0
144155,MR-2400,12
144189,SR-0600,12
144194,JP-2500,31
144268,AS-1000,33
144296,MB-4100,0
144370,MT-1900,6
144380,MA-0900,3
144417,AH-1000,0
144521,LL-1000,28
144573,EW-0300,5
144645,PB-0800,0
144648,DM-1000,-3
144750,RH-1400,0
144995,RL-0600,37
145026,GB-0300,34
145087,CT-1500,32
145124,JA-3100,11
145264,TJ-0800,1
145347,BS-2000,1
145364,JB-7900,0
145517,IB-0100,0
145558,AD-1700,0
145631,TB-2200,4
145640,TB-0800,0
145712,CC-1500,0
145824,FW-0300,18
145846,JH-2000,0
145997,TL-0500,0
146114,WW-0800,10
146266,AB-1000,25
146288,ML-1600,23
146411,JD-3100,0
146479,AW-1300,5
146488,DG-3000,7
146524,JP-2700,41
146571,RB-0700,24
146718,EW-0300,0
146725,DM-1000,0
146747,RS-1300,8
146780,EW-0300,20
146788,JW-6300,0
146798,PS-1000,32
146807,ZT-0100,19
146857,PS-1000,0
147053,RH-2200,7
147098,DJ-0300,14
147124,LS-0800,34
147324,MP-1000,0
147438,RL-0600,0
147485,CT-1500,-5
147547,SD-0200,7
147583,MB-3200,0
147596,IO-0100,30
147745,OS-0800,0
147797,RW-4100,5
147881,BW-0200,0
147896,TH-2200,30
147928,AG-0800,0
148181,TB-3700,1
148244,RB-3400,22
148303,SW-1500,14
148462,TP-0400,14
148502,PT-0600,6
148528,MR-2400,2
148751,AA-1200,1
148812,DB-4200,12
148816,AA-1200,73
148931,CC-1500,25
149044,KK-0400,0
149203,AS-0100,0
149217,MM-3400,29
149267,TW-0500,23
149351,TW-0500,15
149450,KW-2600,0
149533,TR-0400,6
149853,CH-1800,-1
149861,DD-0100,4
150008,DT-1600,2
150021,DC-3700,12
150179,GW-0600,18
150266,BS-1500,0
150290,TM-1100,25
150840,TK-0300,0
150948,AD-1700,11
150959,SR-1100,36
150977,KB-2400,0
151051,DR-2100,0
151090,AS-1000,4
151159,FS-0400,0
151166,JB-8500,45
151192,RL-0600,20
151284,JB-8500,14
151285,ER-0100,0
151306,TP-1700,22
151400,NW-0200,33
151599,AW-1800,11
151665,FS-0400,35
151705,MB-3200,44
151753,SB-2000,10
151825,CT-1500,0
151826,JB-8500,0
151856,TP-1700,0
151955,JA-3100,2
152168,EL-0400,10
152276,BB-2500,4
152298,LB-0600,1
152372,KH-1600,16
152408,SD-0200,41
152448,QJ-0100,0
152656,SM-0200,36
152755,ER-0100,10
152757,SK-0500,17
152811,TM-1100,15
152840,JB-4100,20
152899,FT-0200,15
152946,JB-2900,8
152976,PB-0800,64
153078,PB-0800,0
153126,RW-4100,13
153302,TV-0200,0
153432,SS-2600,8
153458,RT-1200,0
153544,NB-0100,0
153573,TR-0600,6
153626,DS-1600,0
153633,RM-1300,0
153688,SR-1100,52
153713,RC-0200,15
153886,TL-0500,2
153913,TP-1900,0
153932,TL-0500,45
153973,TP-0400,48
154097,PT-0600,29
154139,DB-0900,25
154157,RH-2200,70
154177,TF-0500,57
154203,RH-2200,26
154230,CR-0800,5
154393,RC-0200,11
154796,DT-1600,1
154922,BA-0300,34
154964,CS-1100,0
155054,DG-2400,0
155067,RW-3100,30
155330,ZB-0300,22
155342,TP-0400,11
155407,MR-2400,5
155442,AE-0400,5
155500,EB-1700,5
155554,MC-2100,29
155611,MV-0400,4
155835,BW-2200,18
155858,BW-0200,0
155867,BW-2200,11
155952,CC-1500,32
155955,BW-2200,42
155973,MP-1000,1
156004,AB-1000,0
156499,DT-0400,20
156577,RB-1500,1
156639,BM-0200,0
156762,DS-3100,0
156771,FW-0300,56
156794,JL-3400,18
156925,PS-1000,11
156960,SK-0500,70
156971,ZT-0100,2
157065,DB-2800,2
157102,MM-2700,0
157111,DB-2800,19
157127,DE-1200,2
157140,EH-0200,26
157157,TP-0400,0
157215,RL-0600,29
157257,GB-0300,7
157263,WD-0500,3
157299,MR-2300,0
157572,RM-3400,29
157610,JA-3100,6
157709,MC-2100,22
157727,CD-2000,4
157869,TP-1900,7
157871,DS-4800,24
157885,NH-0300,3
158234,PB-0800,0
158357,AH-2000,8
158438,QJ-0100,0
158483,DM-1000,0
158561,QJ-0100,0
158584,GW-0600,27
158676,KL-0100,0
158727,KL-1500,27
158829,BR-1500,44
158871,TJ-0500,11
158946,FT-0200,14
159125,MP-1000,7
159284,SG-0300,0
159291,AD-1700,0
159306,TC-1100,14
159310,SR-1100,4
159462,RB-1700,0
159524,KK-0100,10
159530,WD-0500,54
159539,RL-0600,1
159635,RM-4000,16
159699,TM-1900,3
159911,TH-2200,12
160066,LB-0900,45
160120,DS-1600,50
160127,MM-2700,8
160165,MM-2700,90
160364,PS-0800,2
160436,KI-0100,1
160529,MN-0200,80
160669,TB-3400,5
160683,TL-0500,0
160824,OR-0300,7
160932,CB-0100,2
161085,SB-1700,10
161149,BT-0500,2
161238,DW-1400,7
161259,DG-1000,5
161314,BA-0300,15
161403,TP-0400,17
161663,JB-4100,0
161826,DG-2400,0
161831,KM-0500,32
161873,EL-0400,0
161906,AW-1300,46
161910,AW-1300,27
161999,DJ-0300,21
162002,MM-3400,35
162298,CT-1500,0
162554,RG-2000,0
162584,LW-0200,0
162696,DM-0100,0
162813,KM-2100,3
163061,TP-1900,17
163087,TP-1900,44
163263,PB-0800,29
163508,DS-1600,9
163544,SC-1400,25
163646,TF-0500,9
163691,RG-1200,7
164155,TN-0400,0
164168,TN-0400,25
164218,TN-0400,-2
164240,PH-0900,0
164427,BD-0700,0
164472,ZT-0100,0
164566,ML-1600,5
164688,GW-0600,-1
164694,BR-1500,50
164743,BR-1500,16
164750,TB-3400,3
164789,WM-0500,15
164846,TL-0500,0
164878,RH-1100,0
164881,TC-1100,23
164901,EW-1400,10
164932,KN-0200,29
164967,KC-0300,0
164977,JB-4100,41
164981,BS-1500,3
165141,TM-1900,2
165161,TB-3700,74
165249,TH-2200,0
165282,MM-3400,29
165382,FS-0400,0
165612,EL-0400,4
165658,CW-2400,52
165922,SR-1100,0
165931,MM-2400,95
166001,SR-1100,0
166013,AA-1200,4
166066,FT-0200,20
166164,TP-0400,34
166325,TP-0400,29
166434,DT-1900,-1
166470,DT-1900,25
166563,RH-2200,18
166602,DJ-0300,7
166661,TJ-0800,0
166675,TP-1700,6
166745,AA-1500,22
166794,JB-8500,13
166814,GB-0700,31
167057,MH-2000,0
167107,MH-2000,8
167138,MV-0400,14
167288,LI-0100,0
167346,JU-0100,7
167364,MT-1900,15
167433,JW-1600,17
167595,ML-1600,3
167676,DJ-0300,30
167732,KW-1400,3
167880,AA-2000,2
168077,RG-2000,3
168191,BB-0300,-2
168217,PT-0600,11
168287,AH-1000,33
168288,SB-1300,0
168326,DS-1600,0
168454,MC-2100,41
168532,DS-4800,19
168623,JA-3100,25
168653,SF-0800,8
168661,GW-0600,3
168850,VH-0300,26
168925,TJ-2500,2
168945,JB-2900,10
169023,JB-2900,1
169067,RM-0500,27
169073,AW-0300,5
169104,JH-2000,3
169112,DG-2400,25
169136,RH-3100,2
169364,DE-0400,15
169425,DS-3100,0
169428,JK-0300,0
169444,TW-2200,0
169467,TW-2200,0
169525,KB-2400,9
169549,DT-1900,0
169551,ER-0100,7
169619,RL-0600,14
169684,CM-1200,6
169721,WD-0500,56
169742,ER-0100,23
169769,AD-1700,0
169816,SR-1100,1
169837,CM-1200,0
169994,JP-2000,34
170187,AH-1000,52
170260,DM-0100,21
170301,DM-0100,31
170364,RH-1100,7
170514,TP-1700,37
170600,MM-3400,-1
170611,DG-2400,16
170669,RM-0500,0
170992,BD-0700,35
171025,RH-1100,0
171041,TL-0500,6
171113,TL-0500,0
171119,WH-0200,0
171133,TL-0500,20
171238,RM-0500,0
171254,RM-0500,2
171264,RM-0500,13
171305,DM-3500,-2
171470,RH-3100,12
171527,TB-3400,5
171645,NH-0300,12
171718,SR-1100,0
171727,AD-1700,11
171775,LT-0300,37
171854,NC-0200,2
171948,IR-0300,33
172032,AG-1200,0
172083,MG-1500,0
172158,BW-0200,0
172276,AH-2700,0
172302,AD-0300,2
172394,JW-5000,0
172404,SF-0300,0
172640,AA-1200,0
172739,MB-3100,0
172932,EC-0300,4
173154,DT-1900,0
173222,JF-0500,36
173350,JU-0100,19
173390,AB-1000,85
173455,QH-0100,-1
173710,AP-1200,16
173806,CB-0100,0
173826,MB-1200,-1
173837,SB-0200,10
174005,NB-0100,16
174101,EW-1400,14
174125,DM-0100,0
174149,JD-0200,65
174195,EW-1400,13
174353,AB-1000,0
174477,AT-0400,8
174529,CM-1200,51
174633,DN-0800,19
174649,AH-2700,51
174661,DM-1500,2
174665,PH-0900,2
174670,RG-2000,18
174675,TN-0400,21
174741,KS-1400,2
174781,AG-0800,23
174885,DS-1600,0
174908,MG-1500,0
174993,BG-1500,31
175209,EW-0300,0
175270,EW-0300,43
175310,CG-0200,13
175496,AA-1200,19
175557,FR-0100,13
175618,BA-0300,0
175637,GW-1500,0
175647,BA-0300,1
175744,RB-4600,27
175831,EC-0300,1
175904,JM-3200,0
175982,DB-4200,3
176009,MT-1900,41
176129,MB-3100,6
176255,NH-0300,0
176353,JT-0900,-3
176357,TJ-0800,0
176380,BS-2000,50
176618,IR-0200,15
176738,AW-1500,11
176836,ER-0100,40
176894,ER-0100,50
176938,CW-2400,18
177445,DT-1600,5
177459,EW-0300,0
177553,MC-2100,102
177611,PS-1000,0
177616,DT-1900,0
177627,TP-1600,10
178011,GW-1500,0
178097,KL-1500,25
178224,KH-0300,0
178438,RM-1300,21
178667,PB-0800,32
178705,BK-0600,16
179122,TP-1900,21
179323,BS-1500,22
179349,KM-0500,35
179480,NV-0100,-3
179734,DS-1600,18
179771,WP-0200,0
179848,TC-2700,6
179969,DR-2600,25
179996,DF-0100,0
180017,DR-2600,61
180144,DS-2700,0
180251,AF-1400,47
180264,DA-0100,66
180292,VH-0300,2
180483,TP-1600,26
180491,CS-1100,23
180848,JB-8500,10
181194,AL-0800,33
181448,WP-0200,9
181546,JP-2000,97
181558,RM-0500,0
181806,NH-0300,0
181879,PB-0800,0
181902,CJ-2500,0
181938,JD-0400,34
181953,PS-1000,0
181964,RG-0600,10
182240,BK-0600,10
182387,JP-3800,3
182425,TB-3700,12
182438,CC-5000,20
182635,DF-1200,40
182701,JF-2100,0
182883,JW-5500,1
182979,KL-1500,0
183015,KL-1500,0
183082,MT-1900,5
183176,FS-0400,17
183188,SS-2600,12
183198,TF-1300,22
183235,DS-0400,23
183358,LT-0300,31
183379,TW-2200,13
183384,LT-0300,0
183463,KB-2100,2
183528,DF-1200,3
183621,TS-2900,11
183812,JA-3100,70
183909,ST-0100,45
183923,TJ-0800,0
183958,TJ-0800,23
184006,AH-2700,0
184329,DS-1600,36
184540,DC-3700,0
184550,WM-0500,27
184564,TL-0500,0
184664,MB-3100,0
184862,JV-0500,14
184888,MA-0900,23
184958,KH-1600,2
185086,DJ-2600,0
185113,RH-2900,20
185127,LS-0800,64
185139,RM-0500,0
185180,LS-0800,0
185193,AG-0800,0
185197,AW-2000,25
185203,DR-2600,0
185300,KW-2400,0
185336,MC-2100,14
185347,AA-1200,0
185377,AW-1800,56
185406,FB-0700,0
185615,IG-0200,31
185655,JB-8500,0
185679,RH-2200,2
185739,KD-0100,2
185798,KL-1500,21
185830,DS-4000,5
185839,DM-0100,2
185871,DS-0400,48
185960,DS-0400,0
185973,CW-2400,94
185979,ER-0100,14
186104,TK-0300,0
186181,LS-0800,0
186214,AD-0300,3
186572,JD-0400,0
186692,GW-0600,0
186741,EW-0300,6
186894,SK-0500,0
187027,AW-1800,30
187051,RS-1500,19
187112,TS-1300,22
187337,CC-1100,0
187535,TJ-2500,55
187711,RB-0700,23
187794,CB-0100,0
187801,DO-0200,29
187884,TJ-0800,19
188123,DB-2800,55
188147,BM-0200,12
188171,DB-2800,30
188221,LF-0700,0
188277,PK-0200,0
188297,KB-2100,12
188390,KM-0500,66
188522,KW-2400,0
188557,DF-0100,43
188735,GW-0600,65
188778,GW-1500,39
188839,WA-0200,11
188982,ML-1600,0
189107,DT-1900,39
189128,IT-0100,0
189305,CH-1900,13
189378,SD-0200,4
189450,BA-0400,21
189536,MT-1900,58
189633,MW-2000,51
189663,AD-1700,16
189780,BJ-2500,23
189781,SS-2600,28
189863,SS-2600,29
189870,FS-0400,0
189876,AH-1000,29
189919,RH-1400,14
190042,NV-0100,71
190186,JM-3200,0
190205,TB-3700,0
190338,LM-1300,11
190483,WW-0800,0
190596,TJ-0800,0
190662,DO-0200,0
190681,MW-2000,0
191017,FS-0400,0
191159,DS-4000,41
191310,NV-0100,41
191316,JA-3100,5
191466,BD-0700,32
191493,JF-0500,41
191580,JW-5000,12
191850,AS-1000,23
191975,RP-0800,26
192143,DS-3100,0
192186,JP-2700,0
192357,ER-0100,106
192746,RB-0700,0
192807,AR-1700,8
192828,DM-1500,-2
192884,TP-1600,0
192959,TP-1600,0
193209,JN-0700,0
193240,GB-0700,0
193243,AG-0800,14
193274,AP-0500,20
193304,VH-0500,77
193359,RM-1300,21
193569,GW-0600,2
193609,MM-2700,14
193654,OR-0300,0
193865,WW-0800,0
193922,MF-0400,14
193980,BB-3600,8
193992,CG-0200,0
194027,JB-8500,0
194230,AD-1700,21
194239,MH-2100,45
194300,AD-1700,0
194343,ST-0100,0
194359,BS-2000,11
194419,WH-0200,31
194446,TJ-0800,1
194518,KH-1700,0
194555,EW-1400,0
194589,TB-3400,29
194641,TB-3300,17
194644,NC-0200,35
194672,TB-0300,4
194823,LS-0800,101
194931,ER-0100,2
194964,CW-2400,44
195018,TF-0500,30
195098,TS-2900,0
195125,SA-0200,0
195148,TM-1900,0
195212,AW-1500,27
195219,CB-2700,3
195232,CB-2700,76
195324,CG-0200,0
195417,JJ-1300,0
195439,NV-0100,30
195474,MD-0800,0
195556,JF-0500,14
195765,EL-0400,28
