PID,INT,YDS
294913,DL-0300,36
294924,ER-0100,37
294995,KL-1500,0
295076,SW-1500,1
295715,FT-0200,9
295762,JP-2700,16
295775,JP-2700,29
295797,DH-3900,8
295831,DB-4200,21
295836,PB-0800,0
295911,CH-3800,25
296028,RH-2300,11
296327,AR-1400,23
296362,DJ-0300,46
296365,DW-3300,0
296400,CB-0100,20
296556,CH-1900,6
296615,CH-1900,9
296748,AH-2700,37
296832,BD-0700,0
296847,LS-0800,1
297110,JB-2600,-7
297261,CG-0200,18
297335,CB-3200,0
297351,DH-3900,41
297508,PW-0600,21
297561,KK-0400,17
297633,RM-1300,0
297710,TL-0500,16
297744,DS-2700,4
297935,AS-0100,17
297969,AS-0100,11
298091,ES-1100,1
298137,TJ-0800,28
298430,RB-1400,38
298481,RB-1400,9
298602,MB-1200,11
298885,SC-1300,12
298932,LF-0300,0
299019,CM-1200,31
299058,SR-1100,44
299140,CJ-2500,8
299282,WH-0200,42
299295,CB-0100,70
299330,WH-0200,28
299455,NV-0100,7
299460,NC-0700,55
299478,CW-3700,3
299503,PD-0300,30
299527,AH-1800,6
299568,NC-0700,8
299625,TL-0500,43
299650,JP-0100,12
299666,TL-0500,0
299713,BS-0500,17
299730,AB-1500,16
299754,AH-2700,-4
299853,RW-3100,0
300049,AS-0100,36
300117,SB-1700,7
300272,ER-0100,0
300280,AB-1500,0
300348,ER-0100,0
300354,NH-0300,9
300663,PH-0900,16
300664,RM-0500,6
300778,DE-0400,9
300819,DF-1200,17
300848,RC-1900,0
300871,MM-2400,3
301045,NV-0100,0
301127,AS-0100,39
301258,MJ-0100,6
301269,CH-1600,6
301392,KH-1000,56
301398,BS-0500,38
301543,FK-0200,11
301587,MG-0800,83
301609,KW-1400,54
301672,DH-0700,19
301724,AW-1800,14
301974,JL-1200,36
301979,ED-1000,27
302085,JP-0100,0
302126,DR-2600,-4
302186,TJ-2000,0
302199,RH-2200,24
302301,TD-0200,29
302518,NB-0100,2
302533,SB-1700,3
302679,DT-1900,21
302822,IT-0100,2
302874,RM-1300,23
302999,MB-4100,27
303040,MM-2400,2
303144,KM-3000,0
303205,TF-0500,12
303231,SR-1300,31
303272,DW-2400,28
303493,JR-1300,18
303579,GW-1500,10
303740,RG-0700,30
303766,MM-6100,0
303777,WH-0200,23
303931,SS-2500,0
304102,JL-1200,24
304243,SJ-0700,11
304317,DJ-0300,7
304410,LB-0600,0
304449,GW-1500,0
304550,CW-2900,9
304682,DR-2600,10
304840,CF-0500,14
304989,CJ-2500,0
305235,AH-2700,0
305313,KH-0300,35
305344,AH-2700,21
305361,RW-3100,10
305383,SC-0900,-2
305394,DS-1600,0
305415,KS-1400,0
305469,DS-1600,0
305470,GA-0200,34
305501,DS-3100,0
305519,IB-0100,0
305655,LT-0100,16
305832,NH-0400,4
305862,DE-0400,18
305865,DM-0200,33
305898,ER-0100,0
306061,RL-0600,0
306082,CB-0100,0
306105,MT-0600,-2
306107,KM-3000,13
306188,TH-2800,44
306214,DB-2800,0
306245,RC-1900,4
306300,AT-0400,65
306314,CH-1900,20
306436,WP-0200,0
306853,AS-0100,42
306957,SC-1300,0
307120,RB-2300,2
307136,GB-0700,26
307292,KR-0500,3
307650,NB-0100,38
307795,BM-1300,50
307847,JP-2700,0
307905,PB-0800,19
307946,BR-1600,2
307998,LH-0300,2
308026,DG-2400,0
308062,PK-0200,0
308086,MW-2000,35
308169,TH-2800,26
308197,KM-3000,45
308439,SK-0500,1
308673,LF-0300,9
308700,ST-0100,0
308799,AA-1500,4
308802,AH-2700,23
308897,AH-2700,28
308919,RW-3100,0
308970,KB-2400,10
308971,JD-0400,19
309054,KB-2400,35
309066,VF-0200,61
309074,KB-2400,6
309097,LB-0600,12
309112,ER-0100,20
309314,FB-0800,0
309327,ES-0700,5
309364,KS-1400,64
309587,AB-1600,1
309806,AD-1700,0
309860,JG-3600,2
309894,TM-1900,1
309903,TH-2800,28
309953,SR-1300,0
310075,OA-0200,31
310153,KH-0300,0
310282,MT-1900,24
310309,NC-0200,0
310323,MT-1900,30
310488,JP-2700,0
310620,MJ-0100,0
310735,MM-2400,-1
310749,TL-0500,2
310793,DJ-1600,6
310820,CH-1900,18
310947,AW-1500,0
311002,RB-3400,5
311074,OG-0200,49
311206,LH-0300,2
311234,AS-0100,1
311307,RG-0600,0
311318,FB-0700,12
311428,RH-2900,31
311430,FB-0700,0
311458,RH-2900,68
311478,AW-1500,20
311534,MB-2700,0
311583,TL-0900,4
311621,VF-0200,76
311652,DW-3800,8
311655,DT-1600,5
311678,RM-0800,34
311810,CH-1600,30
311812,MM-2700,33
311851,JS-1500,0
311856,AS-0100,6
311896,JS-1500,23
312133,ST-0100,35
312147,CR-1300,61
312271,RN-0300,0
312329,AG-1200,18
312382,CB-3200,9
312516,SM-0200,25
312535,JV-0500,1
312578,AR-1500,0
312605,AR-1500,43
312692,IT-0100,3
312799,TJ-0200,48
312899,AB-1500,11
312988,ER-0100,21
313143,MM-2400,19
313301,BU-0200,0
313327,BP-1100,0
313359,BM-1400,0
313373,GW-1400,25
313379,AC-2500,5
313423,CK-0300,0
313428,JG-3600,-1
313498,TN-0400,70
313500,JD-2000,38
313577,PS-1000,2
313689,BP-0900,21
313843,BW-2200,0
313927,LB-0600,26
314023,EW-1700,0
314162,BL-0500,0
314192,DS-3100,0
314311,SB-1700,0
314333,HP-0100,11
314397,DE-0500,1
314407,CM-1200,0
314449,CI-0400,22
314475,PT-0600,0
314489,ER-0100,15
314520,DM-0400,3
314589,PB-0800,-1
314728,CW-3700,0
314771,ST-0100,0
314829,ST-0100,15
314984,KL-1500,1
314997,DC-3700,0
315004,DC-3700,0
315174,JS-1500,5
315201,DF-1200,0
315239,TH-2800,66
315280,AC-2400,0
315493,JB-7500,6
315588,MB-2700,12
315591,AR-1500,8
315615,DH-0700,33
315687,ST-0100,48
315728,LF-0300,27
315740,CP-0100,14
315907,DW-3800,-5
316118,SR-1100,0
316397,RG-0600,31
316421,JT-0900,36
316486,DS-2900,4
316513,SM-0200,6
316585,AP-1200,28
316808,NH-0300,30
316872,NH-0300,0
316935,KB-2400,12
317065,SR-1300,0
317126,JP-0100,37
317169,HP-0100,0
317281,JJ-5000,42
317507,MT-1900,0
317522,RB-1400,9
317606,JP-2500,0
317627,DG-2400,0
317665,DB-2800,0
317669,AS-2200,0
317685,DW-2900,0
317715,LF-0500,14
317824,BS-0500,3
317902,KH-1000,0
317909,BW-2200,4
318096,LB-0600,0
318152,KK-0400,7
318220,KS-1400,0
318239,GA-0200,36
318260,FB-0800,0
318316,AB-1500,8
318729,CH-3800,0
318990,DO-0200,7
319078,DR-1100,19
319174,TM-1900,0
319186,GW-1400,0
319236,AC-2400,70
319243,AC-2400,21
319299,SC-1400,5
319327,EW-0400,0
319382,AG-0800,28
319421,SK-0500,10
319493,RN-0300,3
319730,AS-0100,0
320016,TJ-0200,0
320133,JP-2700,0
320199,TL-0100,0
320201,KL-1500,0
320228,DC-3700,19
320300,CH-3800,45
320336,LH-0300,0
320464,KT-0400,8
320605,SR-1000,66
320647,PS-1000,23
320707,BS-0700,15
320741,AH-1800,10
320796,CW-3700,46
320896,JD-0400,0
320913,MM-2700,75
320972,JC-5500,21
321124,CG-1500,0
321241,ML-1600,18
321256,LM-1300,5
321297,DH-0700,18
321308,JW-4500,11
321412,EB-0400,1
321499,SJ-0700,26
321514,DT-0100,-4
321705,DC-1700,1
321709,SS-0700,0
321729,FB-0400,14
321813,DR-3700,1
321896,AB-1500,0
321911,RH-1100,2
321942,GB-0700,28
322051,LS-0800,9
322054,KH-0300,14
322136,AH-2700,1
322207,JH-2100,20
322276,ER-0100,22
322455,CC-5000,6
322514,WA-0200,14
322660,BP-1000,3
322790,DJ-1600,12
322808,KP-0100,0
322855,DB-2800,18
322917,CB-0100,3
323033,MP-1000,12
323105,BW-2200,6
323230,CW-3700,2
323441,OA-0200,2
323478,PT-0600,15
323656,LH-0300,0
323721,CN-0300,0
323901,DM-0200,0
323931,KH-0300,26
323946,GW-1500,0
324062,PW-0600,0
324070,KK-0400,38
324087,KD-0100,9
324189,KD-0100,18
324234,AC-2400,6
324241,SP-1100,18
324265,AC-2400,21
324269,CS-1300,0
324273,AC-2400,-18
324324,MW-1700,4
324374,CS-1300,3
324392,CH-1900,0
324488,NC-0200,12
324579,AR-1400,55
324633,KD-0100,28
324673,AR-1400,54
324726,AR-1900,3
324813,CW-3700,0
324904,SJ-0700,0
324939,RL-0600,35
325002,BP-1000,100
325122,JP-0100,0
325246,JA-1000,2
325269,JA-1000,0
325295,AG-1200,5
325415,VH-0500,8
325494,MG-1700,3
325542,NA-0200,10
325689,CG-2400,2
325766,KR-0500,2
325827,DT-1900,23
325998,RN-0300,34
326021,SK-0500,5
326041,BR-1600,5
326131,CH-4300,3
326206,LF-0300,0
326337,TN-0400,7
326461,GW-1500,2
326500,JB-8400,0
326508,SM-0200,1
326594,TH-1700,0
326677,OA-0200,8
326856,RG-0600,21
327142,DB-2800,16
327155,IG-0200,6
327198,AR-1900,34
327349,KR-0500,22
327393,TN-0400,50
327557,KH-1000,-3
327582,DH-0700,3
327604,RB-2300,26
327678,SK-0500,15
327769,JD-3300,2
327836,KP-0100,0
327899,CT-1500,4
328032,DJ-0500,1
328052,FB-0400,33
328128,BM-1100,0
328183,DS-1600,20
328204,DS-3100,19
328278,DS-3100,93
328282,CG-2400,37
328359,JP-2000,0
328380,JB-7500,0
328446,JC-5500,0
328459,RH-0700,-4
328483,MH-3700,4
328653,PK-0200,0
328709,OA-0200,13
328745,MT-1900,0
328827,JJ-5000,4
328848,CL-1600,17
329103,RB-0700,3
329118,BK-0600,0
329146,WH-0200,0
329196,WH-0200,0
329469,AS-0100,40
329625,AS-0100,0
329634,JS-0300,1
329644,JP-3600,14
329797,KH-0300,18
329821,TN-0400,2
329887,AH-1000,0
330049,LM-1300,19
330051,FB-0700,0
330085,CC-5000,16
330100,OA-0200,27
330225,LT-0900,0
330346,KU-0100,37
330382,TF-0500,13
330555,FB-0400,0
330574,MG-1800,3
330678,RN-0300,37
330707,AB-1500,30
330767,JP-3600,5
330785,DR-1100,1
330809,KR-0500,36
330858,DC-2900,1
330920,TL-0500,0
330922,AC-2400,28
331037,DF-1200,4
331044,AC-2400,0
331057,LT-0100,33
331077,LT-0100,49
331177,SB-1700,0
331182,JP-2500,3
331225,LT-0100,18
331282,RM-0800,73
331297,JB-2000,0
331302,NC-0200,0
331307,ML-1600,0
331361,MM-0800,4
331376,CG-0200,2
331491,MM-2700,53
331552,RH-2900,71
331590,RH-2900,26
331612,SJ-0700,0
331783,TH-2800,7
331839,FW-0400,0
331873,BU-0200,1
331991,CT-1500,0
332069,MW-2000,5
332190,JJ-5000,7
332295,ER-0100,33
332339,JS-0300,42
332467,SS-2600,53
332471,SS-2600,2
332683,CI-0100,39
332957,DW-2600,29
332968,TM-1900,2
333263,SS-0700,10
333290,AH-1000,17
333548,AC-2400,0
333552,MG-1800,0
333590,CL-1600,1
333616,MW-1700,0
333630,NH-0300,32
333768,RB-1400,1
333792,FB-0700,36
333862,DJ-0300,0
334028,DG-2400,34
334104,JB-0300,0
334145,MT-1900,0
334172,MT-1900,84
334189,MT-1900,12
334194,KW-1400,18
334305,PW-0900,1
334382,KR-0500,13
334389,SJ-0700,0
334472,BM-1100,0
334620,CB-0100,0
334702,GB-0700,49
334740,KH-1000,20
334767,GB-0700,25
334921,RH-0700,31
335092,DB-2800,37
335341,RH-0700,31
335425,RB-0700,29
335497,DH-0700,0
335521,JP-2700,2
335670,ML-0800,0
335967,AB-1600,18
335971,OA-0200,0
335980,AB-1600,8
336030,OA-0200,-8
336180,AS-2200,50
336233,EW-1400,5
336303,DR-1100,0
336658,MG-1800,0
336690,DT-1600,11
336764,TH-2800,1
336890,CH-1900,22
336900,MW-1700,7
336915,SP-1100,18
336987,AC-2400,-2
337010,SC-1400,18
337079,QM-0200,20
337098,LS-0800,16
337179,BD-0700,1
337374,BU-0200,12
337446,NV-0100,34
337475,BM-1400,5
337523,DS-1600,41
337607,JF-0500,0
337667,IT-0100,51
337754,AH-2700,8
337799,TD-0700,0
337860,LB-0600,22
337905,CN-0300,44
337909,LH-0300,12
337928,CN-0300,0
337968,JJ-5000,23
337969,LB-0600,20
338074,AB-3300,7
338113,BU-0200,85
338200,BS-0500,29
338242,MG-0800,6
338264,MB-4900,0
338343,PL-0200,61
338362,BP-0900,2
338543,JA-1000,13
338551,DP-1800,0
338705,KE-0400,4
338737,KM-2100,20
338755,TM-1900,1
338764,CW-1200,34
338769,SM-0200,27
338814,RN-0300,2
338837,TC-2700,9
338862,KM-3000,36
338897,JF-3300,0
339101,SB-1200,13
339190,BK-0600,0
339238,NC-0200,62
339297,RH-2900,0
339504,ER-0100,20
339534,DM-0400,0
339669,RH-2300,0
339689,DB-0900,0
339702,KB-2400,0
339792,FS-0400,47
339839,SS-2600,2
340054,CH-1900,13
340101,QJ-0100,0
340233,EH-0800,0
340308,AY-0100,19
340454,PB-0800,4
340559,RM-0800,0
340655,DP-1800,0
340759,SS-2600,6
340921,AB-1600,1
340938,TW-2700,22
341185,SS-2700,7
341213,BU-0200,3
341306,CT-1500,20
341350,JD-0400,2
341450,DP-1400,30
341536,DP-1400,-8
341682,CC-5000,18
341730,WH-0200,19
342035,IO-0200,0
342259,AR-1400,47
342293,JW-0200,2
342322,OA-0200,52
342345,AR-1400,57
342357,GH-0800,30
342826,LL-0200,2
342839,LL-0200,0
342852,MT-1900,78
342872,JB-0300,57
342923,RM-1300,63
342927,RM-1300,1
342951,DL-0200,3
342956,JF-0500,2
343008,IT-0100,31
343138,CW-1200,0
343189,RM-3400,0
343249,CF-0500,0
343343,DF-1200,10
343628,RH-1100,10
343653,KH-1000,1
343720,EW-0400,0
343935,RM-3400,0
343966,QJ-0100,0
344006,AS-0100,10
344013,EH-0800,0
344031,DF-1200,7
344049,AC-2400,7
344214,RM-3400,11
344257,CW-1200,9
344301,EH-0800,23
344519,FS-0400,0
344596,CM-1200,16
344887,DR-1100,0
345014,EH-0800,3
345079,LW-1600,6
345088,TP-1600,0
345226,GS-0900,23
345272,CF-0500,0
345305,CF-0500,1
345306,DH-1900,0
345425,LM-1300,38
345656,TM-1900,0
345675,PB-0800,26
345821,SF-0800,2
346093,EW-1700,20
346322,AW-1500,28
346755,AB-1600,7
346935,TB-2400,36
347056,KM-3000,0
347203,CF-0500,0
347214,MG-1800,15
347230,AW-1800,1
347350,CG-1500,0
347419,CH-4000,0
347537,CH-4000,10
347702,CW-3700,0
347710,CW-3700,41
347716,NC-0700,42
347815,CT-1500,26
348022,JT-3800,41
348108,TM-1900,0
348188,AT-0100,2
348241,SP-1300,22
348454,PW-1200,86
348459,WH-0200,1
348763,BM-2000,6
348832,CB-0100,0
348969,AC-1000,10
349037,BM-1300,0
349067,TP-1600,12
349175,AS-0100,14
349354,EC-0300,16
349364,BG-2100,25
349457,CH-4200,10
349559,DH-0700,0
349626,JR-1300,33
349646,MG-1800,0
349771,MG-1800,0
349780,CF-0500,99
350090,CR-1300,42
350144,RS-2800,8
350276,LB-0900,3
350315,BR-1600,0
350332,GA-0100,45
350368,NV-0100,0
350397,KP-0200,12
350490,CG-0200,19
350766,DG-2400,31
350879,TB-2800,1
350942,JS-4600,0
350999,MM-2700,14
351171,AS-0100,0
351174,BM-1300,0
351191,TP-1600,0
351324,RM-1300,61
351360,KH-1000,28
351363,BW-2200,27
351442,DJ-0500,16
351457,MA-0200,0
351502,CM-1200,12
351511,ER-0100,32
351569,SR-1100,2
351607,NC-0700,61
351751,DB-0900,25
351781,AC-2400,52
351799,EW-0400,3
351897,AC-2400,0
352002,DJ-1600,7
352005,BC-0500,32
352126,MA-0200,23
352137,EW-1700,23
352151,CN-0300,12
352223,TC-2700,4
352399,CO-0500,39
352419,DR-1100,32
352435,ES-1100,6
352559,DR-1100,0
352586,TS-2900,0
352679,KK-0100,13
352699,TP-2000,25
353064,NH-0300,11
353115,DB-4200,-2
353141,BR-1600,10
353167,TW-2700,39
353188,NC-0700,6
353200,CW-3700,62
353229,GA-0100,5
353314,OA-0200,19
353357,JG-3600,33
353453,CJ-1600,12
353502,DH-0700,21
353505,TD-1600,4
353693,CH-4000,3
353803,DH-4100,8
353835,KP-0200,49
353837,QM-0200,0
353928,HN-0300,1
354147,ZD-0200,0
354229,MB-4900,3
354240,JB-1300,-4
354260,CM-1200,0
354284,MG-1800,6
354379,NH-0300,0
354613,JP-0100,0
354614,JB-2000,8
354636,KL-1500,43
354942,CT-1500,26
355111,KD-1100,44
355284,MT-0600,11
355323,TS-2900,13
355324,BM-2000,0
355361,NC-0200,0
355415,RH-1100,0
355467,DO-0200,0
355616,EG-0800,1
355752,TW-2700,0
355773,MB-2700,16
355795,GE-0200,11
355909,KR-0900,39
355960,RM-1300,72
356190,BL-0500,1
356292,TJ-2300,0
356391,JD-0400,18
356452,MB-4900,2
356511,AB-1500,0
356580,TJ-1000,3
356698,MW-1400,0
356726,CL-1900,6
356782,TJ-0200,25
356827,JP-2700,58
356871,AT-0100,11
357001,LB-0600,2
357232,AA-2000,12
357243,AG-1200,0
357362,EW-1400,19
357571,GS-0900,0
357814,TS-2900,1
357840,QM-0200,41
357857,JP-0600,55
357892,KH-0300,0
358145,CW-3700,12
358155,TW-2700,15
358276,QJ-0100,2
358355,BP-1000,24
358420,BM-1100,21
358468,EW-1700,94
358761,KM-2100,32
358988,TS-3500,44
359123,WW-0800,2
359212,OA-0200,16
359230,OA-0200,43
359316,CG-1700,6
359359,TM-1200,0
359375,KP-0200,50
359423,ZB-0200,0
359525,KL-1500,31
359649,MJ-1700,18
359659,MJ-1700,0
359939,GW-1500,0
360029,DH-0700,10
360322,NC-0700,62
360386,AR-1900,99
360459,AT-0100,19
360609,BM-2000,0
360649,JS-0300,9
360750,FW-0300,0
361035,JV-0500,8
361071,BF-0800,27
361095,JP-0100,0
361173,BF-0800,91
361316,WA-0200,30
361543,AS-0100,0
361641,LS-0800,0
361782,OA-0200,13
361794,FB-0700,16
361856,DO-0200,47
361993,JB-2000,44
362361,JB-8400,6
362388,BK-0200,17
362449,CW-1200,7
362489,KP-0600,0
362577,JW-5300,75
362783,EW-1400,17
362795,DR-2600,0
362844,CH-3800,1
362946,CH-3800,39
362981,JR-1300,44
363015,AW-1800,4
363071,MW-2000,0
363208,DJ-2600,13
363221,BW-2200,4
363335,BC-0500,35
363623,TS-3500,42
363678,AE-0600,92
363755,JG-3600,42
363778,DR-1100,0
363830,AR-1400,40
363940,RH-2900,0
363948,MB-4100,0
364070,CS-3800,44
364073,DW-2400,-4
364217,CH-3800,0
364301,JA-1000,2
364325,WA-0200,32
364414,KP-0100,13
364420,TC-3100,1
364594,EC-0300,0
364637,CW-1200,57
364665,MJ-0900,23
364680,CW-1200,1
364697,JB-8400,9
364799,DG-2400,0
365060,BS-0500,0
365078,CG-2900,0
365177,DT-1900,0
365229,TC-1100,14
365280,BP-1000,13
365402,RM-1300,14
365575,CH-3800,13
365750,EH-0800,4
365823,DO-0200,2
365864,EC-0300,32
366012,CH-4200,0
366023,CJ-0200,95
366106,KR-0500,50
366144,HP-0100,41
366223,JB-0300,35
366357,CW-3700,9
366419,TW-2700,19
366448,NC-0700,59
366537,HN-0300,0
366603,RL-0600,29
366641,RL-0600,14
366647,SR-1100,3
366683,NA-0200,0
366687,RM-0800,11
366721,RB-0400,0
366754,RB-0400,8
366773,SW-1200,0
366801,CG-0200,0
366909,BP-0900,0
366950,JM-3200,4
367081,KR-0300,2
367144,TJ-1000,6
367164,MB-4900,0
367168,MP-0500,21
367239,SM-0200,21
367484,KD-0100,34
367500,AW-1500,9
367811,DB-2800,5
368079,AR-1500,10
368088,RL-0600,0
368122,AR-1500,50
368318,MB-4900,2
368324,RN-0300,0
368467,CC-0700,-23
368537,BU-0200,0
368713,BJ-1500,35
368722,JJ-5000,22
368751,CC-5000,22
368861,JP-0100,2
369003,UY-0100,3
369030,ND-0400,0
369147,CG-1400,16
369372,WH-0200,24
369385,NC-0200,13
369552,DR-2800,0
369555,JW-5300,58
369607,KD-0100,13
369644,DR-2800,6
369652,TP-1600,21
369717,JH-2100,33
369826,DH-0700,2
369844,RM-2800,4
369882,TN-0400,0
369936,KW-2200,2
369944,AD-0300,4
369964,BM-1100,3
370258,TP-1600,19
370346,BP-1000,8
370348,AW-0800,8
370363,FB-0400,3
370398,SJ-0700,20
370410,JR-1300,18
370476,LM-1100,64
370494,LM-1100,0
370637,CF-0500,0
370768,RH-2200,17
370895,BM-2000,19
371032,AH-2700,0
371153,RB-0700,2
371190,RB-0700,65
371289,FW-0400,12
371313,ER-0100,43
371367,SR-1100,0
371392,ER-0100,108
371517,BU-0200,11
371529,CT-1500,0
371550,LB-0900,0
371561,LB-0900,9
371640,GS-0900,2
371717,BS-0700,-1
371726,MW-2000,-1
372022,TH-2800,-3
372155,LL-0200,13
372202,SS-2600,0
372340,TT-1000,13
372423,QJ-0100,0
372634,JD-0400,42
372641,JD-0400,0
372643,AR-1900,37
372685,KK-0100,0
372735,DB-0600,15
372961,MT-1900,0
373002,TN-0400,0
373043,JH-1000,13
373052,QM-0200,12
373182,BD-0700,25
373249,DB-2800,0
373296,DL-2300,0
373610,CJ-2500,0
373656,JP-2700,13
373663,PB-0800,7
373822,JB-2000,0
373887,DH-0700,4
373931,AR-1500,-2
374101,AA-2000,17
374120,RH-2200,1
374149,AG-1200,-5
374308,JL-1200,35
374379,SJ-0700,4
374385,BM-1100,0
374451,AB-1500,0
374608,MV-0400,5
374744,TP-1600,23
374760,LT-0400,89
374856,CJ-1600,44
375028,KP-0200,36
375037,DS-1600,12
375063,BL-0500,28
375072,BS-0700,14
375106,RM-1300,4
375107,JR-1300,13
375291,SC-1400,10
375313,SC-1400,-2
375393,MW-1700,8
375496,WA-0200,0
375542,DM-0200,42
375628,GS-0900,13
375759,TW-2700,5
375777,DR-2600,0
375930,KH-1000,22
375988,KH-1000,85
376001,DH-4400,16
376027,DJ-0500,5
376091,MG-1800,36
376119,DJ-0500,8
376201,RN-0100,18
376230,CS-2700,0
376477,JD-0400,23
376504,CJ-0200,12
376643,ML-0700,27
376857,DB-3300,24
376910,WH-0200,0
377080,TP-1600,1
377141,IT-0100,0
377228,DT-1900,25
377273,RB-1400,24
377374,DR-2800,99
377391,ER-0100,4
377499,LL-0200,5
377536,ER-0100,5
377582,RB-0700,4
377618,JP-2700,1
377711,MB-4100,0
377802,AO-0300,0
377810,JB-7500,23
377843,SF-0800,17
377902,RC-1300,0
378035,WG-0500,12
378073,CG-0200,4
378140,JB-1500,34
378191,FB-0400,23
378402,SC-1400,0
378436,PS-1000,50
378561,PP-0800,9
378612,TM-1900,36
378629,HP-0100,6
378667,DR-1100,6
378679,KR-0500,0
378735,AT-0100,0
378748,RB-0700,-2
378775,DF-1600,1
379316,RN-0300,0
379646,CG-2800,-2
379862,GW-1500,5
379868,JW-3100,16
380043,TN-0400,2
380116,TN-0400,0
380170,SJ-0700,0
380176,AS-0100,50
380190,BM-1100,98
380234,SB-1200,17
380244,BM-1100,24
380404,KR-0300,35
380432,ER-0100,0
380507,ER-0100,29
380618,LH-0300,50
380686,LH-0300,10
380711,LH-0300,27
380729,BJ-1500,0
380748,AG-1200,55
380825,JP-0100,0
380853,NJ-0300,0
380896,RH-2200,16
381009,MG-1800,32
381058,MG-1800,83
381202,EH-0800,-7
381249,JD-0400,0
381314,UY-0100,0
381439,OA-0200,0
381462,RB-1400,0
381495,RB-1400,5
381557,TB-2800,0
381676,SC-1400,3
381702,AC-1000,59
381763,JW-5300,2
381860,JW-5300,0
382001,CJ-1600,12
382159,KM-2100,1
382683,AB-3300,-2
382760,CW-3700,22
382779,NC-0700,28
382837,SJ-0700,3
382905,TC-1100,18
382935,TC-1100,32
383482,SP-1300,84
383501,RB-0400,0
383635,JB-8400,47
383878,JC-5500,16
383973,JW-0200,8
384026,CW-3700,23
384155,NC-0700,61
384219,CH-1600,16
384400,ER-0100,7
384474,ER-0100,38
384520,CR-1300,31
384637,RB-3400,0
384721,LT-0100,16
384805,DR-2800,16
384826,AG-1200,0
384878,PM-0800,25
384951,AG-1200,3
385033,SB-1700,23
385191,PO-0100,0
385213,LC-0300,4
385284,RB-3400,3
385351,CJ-0200,0
385397,DR-2800,0
385566,AB-1500,36
385666,JL-1200,20
385678,ER-0100,64
385697,FW-0400,12
385723,ER-0100,12
385830,AS-0100,44
385847,CG-2800,0
385999,SR-1100,3
386134,DR-2800,19
386162,GH-0800,6
386197,JB-2000,4
386200,AR-1400,47
386225,RB-3400,0
386234,RH-2900,0
386280,AS-0100,25
386324,KD-1100,0
386348,FR-0100,17
386414,QM-0200,5
386518,LF-0500,0
386606,DT-1900,2
386734,TP-1600,40
386745,TC-1100,5
386776,AF-1000,27
386967,KD-0100,-1
386975,JH-2100,100
387094,TP-1600,16
387097,VF-0200,0
387146,CF-0500,80
387326,MP-1000,39
387466,DJ-1600,70
387576,SB-1700,-3
387599,SB-1700,37
387646,JB-2000,10
387649,AJ-1600,11
387655,AS-0100,0
387686,JH-1000,2
387769,WW-0900,0
387862,TS-0700,5
387954,CG-2800,0
388150,JB-8300,14
388168,LS-0800,0
388191,DC-4000,0
388382,AH-2700,26
388416,DS-1600,51
388460,SS-1100,13
388489,DS-1600,28
388676,PW-1200,4
388733,NC-0200,8
388873,CW-1200,0
388922,DH-0700,18
388972,JB-8400,0
389001,OA-0200,12
389157,NC-0700,31
389188,JJ-3700,2
389195,TW-2700,67
389285,AH-1000,29
389354,AS-0400,26
389458,QJ-0100,21
389538,MH-3700,7
389615,AC-1000,0
389645,RM-0800,13
389769,CH-4200,4
389811,CG-2400,13
389906,CG-2400,36
389966,CW-3700,22
389999,CW-3700,37
390268,DR-2800,7
390362,MH-3700,10
390392,MH-3700,-2
390476,DR-1100,0
390657,AJ-1600,3
390701,SS-1100,3
390777,DS-1600,97
390783,TP-2000,0
390842,EW-1400,13
391121,DW-2600,76
391130,BS-1500,27
391217,SP-1300,4
391398,DG-1300,0
391478,CT-1500,25
391751,DM-0800,3
391856,DL-0300,0
391888,AC-1000,22
391907,AB-0600,4
391954,BJ-1600,34
391994,KP-0600,0
392044,KP-0600,22
392236,AB-1500,0
392242,DF-1600,13
392326,BA-1500,0
392365,DL-0300,29
392373,ER-0100,9
392467,JJ-5000,30
392637,KS-1100,8
392716,RM-1300,0
392927,CG-2800,0
392967,SS-2500,2
393260,ES-1100,0
393343,CH-3800,24
393348,DH-1400,14
393658,CW-3700,0
393704,TT-1000,3
393933,WS-0800,0
394012,DH-2000,3
394092,LB-0900,0
394174,RH-2200,18
394185,AG-1200,30
394431,EW-0400,31
394492,AR-1400,28
394542,AB-1500,0
394585,MJ-0100,3
394674,MJ-0900,0
394761,TN-0400,27
394831,TH-0600,6
395007,BP-1000,0
395040,JJ-5000,32
395235,CJ-1600,0
395425,KL-1500,0
395568,GA-0200,22
395591,DC-4000,0
395688,BF-0800,5
395910,LB-0600,0
396032,AT-0100,16
396045,AT-0100,32
396075,DH-0700,22
396115,AT-0100,13
396188,VD-0200,23
396240,WA-0200,21
396294,WA-0200,6
396331,DS-1600,99
396440,DS-1600,0
396448,RG-0600,25
396539,CB-0100,3
396714,PW-1200,23
396965,AW-1800,0
397104,JJ-5000,21
397113,ER-0100,52
397231,LH-0300,0
397341,JB-8800,14
397346,EW-1700,0
397478,DH-0700,44
397598,WP-0200,38
397654,RC-1300,0
398113,AS-0100,31
398130,AS-0100,15
398146,SB-1700,0
398238,JL-0600,7
398304,TJ-2300,0
398350,BW-2200,-2
398451,DB-2800,31
398663,DR-2800,49
398751,RM-5000,0
399036,KB-2400,23
399093,TJ-1000,0
399405,CC-5000,18
399479,BC-3100,0
399497,CJ-0900,4
