PID,FGXP,FKICKER,DIST,GOOD
16823,XP,JN-0600,20,Y
16827,XP,JN-0600,20,Y
16835,XP,WR-0500,20,Y
16849,FG,JN-0600,30,Y
16868,XP,JN-0600,20,Y
16884,FG,WR-0500,38,Y
16914,FG,JN-0600,38,Y
16953,XP,JE-0200,20,Y
16982,FG,NR-0100,24,Y
17002,XP,JE-0200,20,Y
17005,XP,NR-0100,20,Y
17016,FG,JE-0200,48,N
17039,XP,NR-0100,20,Y
17066,FG,JE-0200,48,N
17086,XP,NR-0100,20,Y
17091,XP,JE-0200,20,Y
17100,XP,NR-0100,20,Y
17138,XP,TS-1100,20,Y
17144,XP,TS-1100,20,Y
17157,XP,TS-1100,20,Y
17181,FG,TS-1100,32,Y
17191,FG,TS-1100,23,Y
17207,XP,TS-1100,20,Y
17216,XP,TS-1100,20,Y
17232,XP,TS-1100,20,Y
17250,XP,CB-1700,20,Y
17284,XP,AV-0400,20,Y
17292,XP,MV-0100,20,Y
17309,FG,AV-0400,27,Y
17334,FG,AV-0400,26,Y
17352,FG,AV-0400,28,Y
17355,XP,MV-0100,20,Y
17366,XP,AV-0400,20,Y
17395,XP,MV-0100,20,Y
17417,FG,MV-0100,36,Y
17433,XP,KH-1500,20,Y
17450,FG,MH-3100,23,Y
17467,XP,MH-3100,20,Y
17476,XP,KH-1500,20,Y
17487,XP,KH-1500,20,Y
17496,FG,MH-3100,33,Y
17507,FG,MH-3100,51,Y
17526,XP,KH-1500,20,Y
17574,XP,KH-1500,20,Y
17595,XP,TP-1200,20,Y
17606,FG,TP-1200,34,Y
17617,FG,TP-1200,20,Y
17624,XP,TP-1200,20,Y
17642,XP,PS-0900,20,Y
17651,XP,TP-1200,20,Y
17656,XP,PS-0900,20,Y
17671,FG,TP-1200,42,N
17683,XP,TP-1200,20,Y
17695,XP,PS-0900,20,Y
17720,XP,PS-0900,20,Y
17736,XP,TP-1200,20,Y
17747,XP,TP-1200,20,Y
17797,FG,GA-0300,38,Y
17813,XP,SC-0700,20,Y
17841,FG,SC-0700,25,Y
17848,FG,GA-0300,20,Y
17860,XP,GA-0300,20,Y
17878,XP,SC-0700,20,Y
17886,XP,SC-0700,20,Y
17907,FG,SC-0700,48,Y
17920,XP,GA-0300,20,Y
17933,FG,GA-0300,21,Y
17952,FG,RL-0900,44,Y
17974,XP,SJ-0300,20,Y
17992,XP,SJ-0300,20,Y
18003,XP,SJ-0300,20,Y
18027,FG,RL-0900,43,N
18064,FG,SJ-0300,32,Y
18077,XP,SJ-0300,20,Y
18132,FG,DA-0300,51,Y
18170,XP,DA-0300,20,Y
18197,FG,DA-0300,29,Y
18221,FG,PE-0100,25,Y
18241,FG,PE-0100,33,Y
18247,FG,PE-0100,40,Y
18298,FG,KB-2300,44,Y
18326,XP,KB-2300,20,Y
18339,FG,KB-2300,20,Y
18369,FG,KB-2300,31,Y
18390,FG,KB-2300,26,Y
18395,FG,PD-0200,42,N
18410,FG,KB-2300,33,Y
18433,FG,OM-0100,28,Y
18441,XP,OM-0100,20,Y
18448,XP,OM-0100,20,Y
18467,FG,OM-0100,42,Y
18479,FG,OM-0100,36,N
18504,XP,JH-0500,20,Y
18510,FG,OM-0100,44,Y
18547,XP,OM-0100,20,Y
18571,XP,JH-0500,20,Y
18586,FG,JH-0500,34,Y
18596,XP,JH-0500,20,Y
18599,XP,OM-0100,20,Y
18611,XP,JH-0500,20,Y
18632,FG,JH-0500,40,Y
18650,FG,CB-1700,42,N
18663,XP,DB-3900,20,Y
18670,XP,CB-1700,20,Y
18691,FG,CB-1700,34,Y
18704,FG,DB-3900,45,N
18736,XP,DB-3900,20,Y
18762,XP,DB-3900,20,Y
18789,FG,CB-1700,30,N
18814,FG,JN-0600,35,Y
18827,FG,MA-0700,35,Y
18844,FG,JN-0600,48,Y
18864,FG,MA-0700,46,N
18902,FG,JN-0600,25,Y
18917,FG,JN-0600,24,Y
18933,XP,MA-0700,20,Y
18940,FG,MA-0700,31,Y
18948,FG,MA-0700,42,N
18994,FG,MS-5200,51,Y
19013,FG,MS-5200,49,Y
19038,XP,KB-2300,20,N
19046,FG,KB-2300,24,Y
19118,XP,SC-0700,20,Y
19128,XP,JH-0500,20,Y
19151,FG,SC-0700,20,Y
19155,XP,SC-0700,20,Y
19186,FG,JH-0500,40,Y
19201,XP,JH-0500,20,Y
19215,FG,SC-0700,44,N
19224,FG,SC-0700,29,Y
19235,FG,JH-0500,36,Y
19247,FG,SC-0700,34,Y
19293,XP,NR-0100,20,Y
19342,FG,NR-0100,39,Y
19364,FG,PD-0200,18,Y
19429,XP,TS-1100,20,Y
19462,FG,MH-3100,42,Y
19480,XP,MH-3100,20,Y
19490,XP,MH-3100,20,Y
19509,FG,TS-1100,19,Y
19536,FG,MH-3100,49,N
19555,XP,TS-1100,20,Y
19601,XP,MV-0100,20,Y
19628,XP,MV-0100,20,Y
19649,XP,MV-0100,20,Y
19657,FG,JH-0900,29,N
19687,FG,JH-0900,21,Y
19725,XP,JH-0900,20,Y
19735,XP,MV-0100,20,Y
19753,FG,RL-1300,51,Y
19771,XP,RL-1300,20,Y
19782,XP,RL-1300,20,Y
19813,XP,OM-0100,20,Y
19819,FG,RL-1300,53,N
19829,XP,OM-0100,20,Y
19843,XP,OM-0100,20,Y
19851,XP,OM-0100,20,Y
19870,FG,RL-1300,48,Y
19920,XP,BD-0100,20,Y
19978,XP,BD-0100,20,Y
19986,FG,DA-0300,48,N
20032,FG,BD-0100,31,Y
20046,XP,BD-0100,20,Y
20051,XP,DA-0300,20,Y
20072,XP,WR-0500,20,Y
20083,FG,WR-0500,53,N
20100,XP,PS-0900,20,Y
20118,FG,WR-0500,44,Y
20141,XP,PS-0900,20,Y
20148,XP,WR-0500,20,Y
20162,FG,WR-0500,49,N
20172,FG,PS-0900,48,Y
20185,XP,WR-0500,20,Y
20195,XP,PS-0900,20,Y
20220,XP,PS-0900,20,Y
20234,FG,PS-0900,46,Y
20280,FG,RL-0900,50,Y
20286,XP,TP-1200,20,Y
20306,XP,RL-0900,20,Y
20314,XP,TP-1200,20,Y
20323,XP,TP-1200,20,Y
20372,FG,RL-0900,24,Y
20415,FG,TP-1200,37,Y
20433,XP,MG-1200,20,Y
20442,FG,GA-0300,30,Y
20452,XP,MG-1200,20,Y
20467,XP,GA-0300,20,Y
20473,XP,MG-1200,20,Y
20478,XP,MG-1200,20,Y
20490,FG,MG-1200,47,Y
20506,FG,GA-0300,37,Y
20526,FG,MG-1200,26,Y
20559,XP,MG-1200,20,Y
20591,FG,SJ-0300,40,Y
20607,FG,SJ-0300,40,Y
20620,FG,SJ-0300,54,Y
20639,FG,SJ-0300,29,Y
20676,XP,JC-0900,20,Y
20691,FG,SJ-0300,42,N
20708,FG,JC-0900,40,N
20732,FG,SJ-0300,24,Y
20756,XP,KH-1500,20,Y
20770,FG,AD-0800,46,Y
20776,XP,AD-0800,20,Y
20803,FG,AD-0800,21,Y
20812,XP,AD-0800,20,Y
20841,XP,KH-1500,20,Y
20854,XP,AD-0800,20,Y
20867,XP,KH-1500,20,Y
20894,XP,CB-1700,20,Y
20902,FG,CB-1700,30,Y
20913,FG,KH-1500,35,Y
20950,FG,CB-1700,56,N
20955,FG,KH-1500,28,Y
20991,FG,KH-1500,29,Y
21009,FG,KH-1500,51,N
21023,FG,KH-1500,33,N
21064,XP,MG-1200,20,Y
21103,XP,MG-1200,20,Y
21142,XP,MA-0700,20,Y
21154,FG,MG-1200,51,Y
21175,XP,MG-1200,20,Y
21184,FG,MG-1200,34,Y
21203,XP,MA-0700,20,Y
21225,XP,PE-0100,20,Y
21239,FG,PE-0100,41,Y
21264,XP,PE-0100,20,Y
21279,FG,PE-0100,37,Y
21284,XP,PE-0100,20,Y
21336,FG,MV-0100,19,Y
21370,XP,MV-0100,20,Y
21406,FG,MS-5200,38,Y
21418,XP,MS-5200,20,Y
21439,XP,MS-5200,20,Y
21449,XP,MS-5200,20,Y
21483,XP,NR-0100,20,Y
21514,FG,MS-5200,32,Y
21567,FG,PD-0200,19,Y
21580,FG,BD-0100,39,Y
21604,XP,BD-0100,20,Y
21637,XP,BD-0100,20,Y
21655,XP,BD-0100,20,Y
21688,XP,OM-0100,20,Y
21700,XP,OM-0100,20,Y
21729,FG,OM-0100,40,Y
21762,FG,OM-0100,38,Y
21789,FG,OM-0100,41,Y
21857,FG,SC-0700,19,Y
21872,XP,SC-0700,20,Y
21899,FG,AV-0400,48,Y
21957,XP,AV-0400,20,Y
21978,FG,AV-0400,43,Y
21991,FG,SC-0700,48,Y
22005,FG,SC-0700,32,Y
22025,XP,DB-3900,20,Y
22032,FG,WR-0500,34,N
22044,XP,DB-3900,20,Y
22064,XP,DB-3900,20,Y
22084,XP,DB-3900,20,Y
22093,FG,DB-3900,44,Y
22109,XP,WR-0500,20,Y
22197,XP,JE-0200,20,Y
22205,FG,JE-0200,31,Y
22231,XP,JE-0200,20,Y
22240,XP,JH-0500,20,Y
22250,FG,JE-0200,41,Y
22258,FG,JH-0500,45,Y
22269,XP,JH-0500,20,Y
22282,FG,JH-0500,26,Y
22294,FG,JE-0200,23,Y
22311,XP,JE-0200,20,Y
22322,FG,JH-0500,28,Y
22357,XP,SL-0400,20,Y
22377,XP,SL-0400,20,Y
22386,XP,TP-1200,20,Y
22400,XP,SL-0400,20,Y
22419,XP,SL-0400,20,Y
22433,FG,TP-1200,28,Y
22458,XP,SL-0400,20,Y
22470,XP,TP-1200,20,Y
22486,FG,SL-0400,33,N
22491,XP,TP-1200,20,Y
22501,XP,SL-0400,20,Y
22514,XP,TP-1200,20,Y
22517,XP,SL-0400,20,Y
22541,FG,DA-0300,40,N
22586,XP,TS-1100,20,Y
22631,FG,TS-1100,48,Y
22643,FG,DA-0300,34,Y
22658,XP,DA-0300,20,Y
22680,FG,TS-1100,27,Y
22693,FG,DA-0300,34,Y
22712,FG,DA-0300,32,Y
22724,FG,JC-0900,51,N
22754,XP,RL-0900,20,Y
22765,XP,RL-0900,20,Y
22787,FG,JC-0900,19,Y
22800,FG,JC-0900,41,Y
22843,FG,JC-0900,28,Y
22862,FG,RL-0900,48,Y
22931,FG,AD-0800,21,Y
22955,FG,AD-0800,24,N
22976,FG,AD-0800,31,Y
22987,XP,KB-2300,20,Y
23011,FG,AD-0800,29,Y
23023,FG,JN-0600,35,Y
23042,XP,PS-0900,20,Y
23052,FG,JN-0600,45,Y
23061,FG,PS-0900,28,Y
23066,FG,PS-0900,50,N
23073,XP,JN-0600,20,Y
23084,FG,PS-0900,37,N
23099,FG,JN-0600,24,Y
23110,XP,PS-0900,20,Y
23118,XP,PS-0900,20,Y
23161,FG,JN-0600,46,Y
23183,FG,GA-0300,30,Y
23200,FG,RL-1300,24,Y
23211,XP,GA-0300,20,Y
23220,XP,RL-1300,20,Y
23248,FG,GA-0300,48,Y
23263,FG,RL-1300,31,Y
23273,XP,GA-0300,20,Y
23277,XP,RL-1300,20,Y
23380,FG,SC-0700,27,Y
23401,FG,PE-0100,24,Y
23410,FG,SC-0700,42,Y
23431,XP,SC-0700,20,Y
23451,FG,SC-0700,39,N
23487,XP,SC-0700,20,Y
23529,FG,DB-3900,33,N
23543,XP,DB-3900,20,Y
23550,FG,JN-0600,38,Y
23598,XP,DB-3900,20,Y
23609,FG,DB-3900,40,Y
23624,XP,JN-0600,20,Y
23634,FG,DB-3900,42,Y
23670,FG,PD-0200,39,Y
23679,FG,AV-0400,38,Y
23705,XP,PD-0200,20,Y
23719,FG,PD-0200,43,Y
23763,FG,PD-0200,35,Y
23773,FG,PD-0200,35,Y
23846,FG,TS-1100,39,N
23863,FG,NR-0100,22,Y
23869,XP,TS-1100,20,Y
23881,FG,NR-0100,37,Y
23896,FG,TS-1100,44,N
23910,FG,TS-1100,43,Y
23924,XP,TS-1100,20,Y
23936,FG,TS-1100,35,Y
23959,FG,TS-1100,42,Y
23966,FG,TS-1100,51,N
23993,XP,JH-0900,20,Y
24048,XP,MA-0700,20,Y
24082,FG,MA-0700,42,Y
24131,FG,JH-0900,18,Y
24146,FG,JH-0900,44,Y
24186,XP,MH-3100,20,Y
24202,XP,RL-0900,20,Y
24222,XP,MH-3100,20,Y
24231,XP,MH-3100,20,Y
24242,XP,RL-0900,20,Y
24267,XP,RL-0900,20,Y
24310,XP,RL-0900,20,Y
24339,XP,GA-0300,20,Y
24354,XP,CB-1700,20,Y
24395,FG,GA-0300,33,Y
24405,XP,GA-0300,20,Y
24439,XP,GA-0300,20,Y
24456,XP,GA-0300,20,Y
24458,XP,CB-1700,20,Y
24483,XP,JW-3300,20,Y
24507,XP,JH-0400,20,Y
24520,XP,BD-0100,20,Y
24534,XP,JH-0400,20,Y
24543,XP,JH-0400,20,Y
24556,FG,JH-0400,47,N
24561,XP,BD-0100,20,Y
24567,FG,BD-0100,20,Y
24577,FG,JH-0400,50,Y
24590,XP,JH-0400,20,Y
24619,XP,BD-0100,20,Y
24677,FG,DA-0300,26,Y
24697,XP,DA-0300,20,Y
24720,FG,KB-2300,38,Y
24733,FG,KB-2300,52,Y
24744,FG,DA-0300,45,Y
24777,XP,KB-2300,20,Y
24794,XP,KB-2300,20,Y
24804,FG,DA-0300,38,N
24816,FG,KB-2300,40,Y
24822,XP,DA-0300,20,Y
24835,FG,DA-0300,42,Y
24844,FG,DA-0300,42,Y
24849,XP,OM-0100,20,Y
24868,FG,JC-0900,43,N
24880,XP,OM-0100,20,Y
24944,FG,OM-0100,35,Y
24959,XP,JC-0900,20,Y
25017,FG,WR-0500,43,N
25047,XP,WR-0500,20,Y
25066,XP,WR-0500,20,Y
25085,XP,WR-0500,20,Y
25096,FG,TP-1200,34,N
25144,XP,TP-1200,20,Y
25196,XP,MG-1200,20,Y
25202,FG,RL-1300,52,Y
25217,FG,RL-1300,53,N
25225,XP,MG-1200,20,Y
25251,FG,RL-1300,42,Y
25260,FG,RL-1300,45,Y
25290,FG,MG-1200,54,Y
25299,FG,MG-1200,51,Y
25336,XP,MS-5200,20,Y
25362,XP,MS-5200,20,Y
25375,XP,AD-0800,20,Y
25395,FG,MS-5200,45,Y
25403,XP,AD-0800,20,Y
25451,FG,AD-0800,23,Y
25466,XP,AD-0800,20,N
25481,XP,MS-5200,20,Y
25485,FG,AD-0800,43,N
25501,XP,MV-0100,20,Y
25524,XP,MV-0100,20,Y
25559,FG,MV-0100,26,Y
25567,FG,JH-0500,47,N
25581,FG,JH-0500,51,N
25589,FG,MV-0100,38,Y
25599,XP,JH-0500,20,Y
25609,FG,MV-0100,35,Y
25661,XP,JE-0200,20,Y
25682,FG,BC-2300,19,Y
25718,XP,BC-2300,20,Y
25755,FG,JE-0200,23,Y
25761,XP,JE-0200,20,Y
25780,XP,JE-0200,20,Y
25799,XP,BC-2300,20,Y
25818,XP,BC-2300,20,Y
25826,FG,JE-0200,41,Y
25835,XP,MS-5200,20,Y
25849,FG,MS-5200,25,Y
25892,XP,MS-5200,20,Y
25906,FG,MS-5200,47,N
25927,FG,TS-1100,46,N
25952,FG,MS-5200,19,Y
25965,XP,MS-5200,20,Y
25999,FG,PE-0100,34,Y
26011,FG,MG-1200,33,Y
26042,FG,PE-0100,38,N
26045,XP,PE-0100,20,Y
26068,XP,MG-1200,20,Y
26095,FG,PE-0100,48,Y
26147,FG,JC-0900,41,Y
26160,XP,JE-0200,20,Y
26165,XP,JC-0900,20,Y
26190,XP,JC-0900,20,Y
26200,XP,JC-0900,20,Y
26211,FG,JE-0200,26,Y
26223,FG,JC-0900,31,Y
26233,FG,JE-0200,42,N
26239,XP,JE-0200,20,Y
26253,XP,JC-0900,20,Y
26262,XP,JE-0200,20,Y
26278,FG,JC-0900,33,Y
26286,XP,JE-0200,20,Y
26298,XP,JE-0200,20,Y
26337,FG,RL-1300,42,Y
26356,XP,RL-1300,20,Y
26372,XP,RL-1300,20,Y
26402,FG,MV-0100,38,Y
26414,FG,RL-1300,28,N
26436,XP,MV-0100,20,Y
26458,XP,MV-0100,20,Y
26460,XP,RL-1300,20,Y
26469,XP,MV-0100,20,Y
26489,XP,SC-0700,20,Y
26536,FG,TP-1200,19,Y
26552,FG,TP-1200,35,N
26571,XP,TP-1200,20,Y
26608,XP,SC-0700,20,Y
26623,XP,TP-1200,20,Y
26637,XP,SC-0700,20,Y
26684,FG,JH-0500,39,Y
26717,FG,OM-0100,47,Y
26726,FG,JH-0500,33,Y
26785,XP,JH-0500,20,Y
26794,XP,JH-0500,20,Y
26819,XP,JN-0600,20,Y
26827,XP,GA-0300,20,Y
26844,XP,GA-0300,20,Y
26858,XP,GA-0300,20,Y
26885,XP,JN-0600,20,Y
26889,FG,GA-0300,43,Y
26917,XP,GA-0300,20,Y
26947,FG,JN-0600,28,Y
27005,XP,AV-0400,20,Y
27032,XP,NR-0100,20,Y
27043,FG,AV-0400,38,Y
27057,FG,NR-0100,28,Y
27069,FG,NR-0100,30,N
27081,FG,NR-0100,45,Y
27098,FG,AV-0400,21,Y
27144,FG,AV-0400,22,Y
27169,FG,SJ-0300,49,Y
27193,XP,SJ-0300,20,Y
27205,XP,SJ-0300,20,Y
27211,XP,DB-3900,20,Y
27243,FG,DB-3900,42,Y
27258,FG,DB-3900,40,Y
27271,XP,SJ-0300,20,Y
27281,FG,DB-3900,33,Y
27295,XP,SJ-0300,20,Y
27344,XP,JH-0900,20,Y
27356,XP,JH-0900,20,Y
27384,XP,JH-0900,20,Y
27388,FG,JH-0900,44,N
27399,XP,JH-0900,20,Y
27410,XP,BD-0100,20,Y
27430,XP,BD-0100,20,Y
27447,FG,JH-0900,19,Y
27473,XP,BD-0100,20,Y
27502,FG,CB-1700,42,Y
27534,FG,DA-0300,38,Y
27562,XP,DA-0300,20,Y
27583,XP,DA-0300,20,Y
27612,FG,DA-0300,46,Y
27617,XP,DA-0300,20,Y
27636,XP,DA-0300,20,Y
27653,FG,WR-0500,32,Y
27686,FG,MA-0700,21,Y
27702,FG,WR-0500,30,Y
27739,XP,WR-0500,20,Y
27751,FG,MA-0700,51,Y
27777,FG,WR-0500,26,Y
27870,XP,PD-0200,20,Y
27878,XP,AD-0800,20,Y
27893,FG,PD-0200,38,Y
27904,XP,AD-0800,20,Y
27915,FG,AD-0800,22,Y
27936,XP,AD-0800,20,Y
27973,XP,KB-2300,20,Y
28000,XP,MH-3100,20,Y
28009,FG,KB-2300,40,Y
28019,XP,MH-3100,20,Y
28029,FG,MH-3100,36,Y
28045,FG,MH-3100,33,Y
28049,XP,MH-3100,20,Y
28061,XP,MH-3100,20,Y
28102,FG,KB-2300,42,N
28126,FG,JH-0400,30,Y
28133,XP,JH-0400,20,Y
28156,FG,EM-2000,37,Y
28173,FG,JH-0400,43,Y
28185,XP,EM-2000,20,Y
28193,FG,EM-2000,47,Y
28206,XP,EM-2000,20,N
28216,XP,JH-0400,20,Y
28239,FG,EM-2000,41,Y
28245,FG,EM-2000,39,Y
28288,FG,TS-1100,37,Y
28305,FG,TS-1100,26,N
28319,FG,TS-1100,43,Y
28329,FG,GA-0300,49,Y
28345,XP,GA-0300,20,Y
28354,FG,TS-1100,36,Y
28362,XP,GA-0300,20,Y
28375,FG,GA-0300,29,Y
28388,XP,GA-0300,20,Y
28437,FG,JH-0900,31,Y
28452,FG,AV-0400,24,Y
28463,FG,AV-0400,47,Y
28473,FG,JH-0900,36,Y
28517,FG,AV-0400,43,Y
28529,XP,JH-0900,20,Y
28547,XP,JH-0900,20,Y
28554,XP,JH-0900,20,Y
28571,XP,JH-0900,20,Y
28595,XP,PD-0200,20,Y
28610,XP,MS-5200,20,Y
28627,XP,MS-5200,20,Y
28635,XP,MS-5200,20,Y
28651,FG,MS-5200,39,Y
28659,XP,MS-5200,20,Y
28682,FG,MS-5200,26,Y
28699,FG,MS-5200,38,Y
28735,XP,MS-5200,20,Y
28755,XP,KB-2300,20,Y
28762,XP,NR-0100,20,Y
28777,XP,KB-2300,20,Y
28789,XP,NR-0100,20,Y
28802,XP,KB-2300,20,Y
28825,FG,KB-2300,44,Y
28839,XP,NR-0100,20,Y
28847,XP,KB-2300,20,Y
28864,XP,KB-2300,20,Y
28870,XP,KB-2300,20,Y
28900,XP,NR-0100,20,Y
28906,FG,KB-2300,28,Y
28926,XP,MV-0100,20,Y
28984,FG,OM-0100,28,Y
29002,XP,OM-0100,20,Y
29025,XP,MV-0100,20,Y
29063,XP,OM-0100,20,Y
29073,FG,MV-0100,59,N
29083,FG,MH-3100,27,Y
29096,XP,AD-0800,20,Y
29104,XP,MH-3100,20,Y
29125,FG,AD-0800,30,Y
29157,FG,MH-3100,20,Y
29176,FG,AD-0800,38,Y
29205,FG,AD-0800,28,N
29215,FG,MH-3100,38,Y
29245,XP,JH-0500,20,Y
29265,FG,JH-0500,20,Y
29289,XP,JH-0500,20,Y
29322,FG,PE-0100,39,Y
29338,FG,JH-0500,46,N
29357,XP,PE-0100,20,Y
29383,XP,MA-0700,20,Y
29399,FG,SJ-0300,24,Y
29415,XP,SJ-0300,20,Y
29428,XP,SJ-0300,20,Y
29453,XP,SJ-0300,20,Y
29466,XP,SJ-0300,20,Y
29479,XP,SJ-0300,20,Y
29506,XP,MA-0700,20,Y
29512,FG,SJ-0300,35,Y
29557,FG,TP-1200,39,Y
29565,XP,JC-0900,20,Y
29583,XP,JC-0900,20,Y
29604,FG,TP-1200,34,Y
29625,XP,TP-1200,20,Y
29658,FG,TP-1200,30,Y
29694,FG,JC-0900,52,Y
29750,XP,RL-0900,20,Y
29761,FG,JE-0200,35,Y
29772,XP,RL-0900,20,Y
29781,XP,JE-0200,20,Y
29810,XP,JE-0200,20,Y
29824,XP,RL-0900,20,Y
29829,FG,RL-0900,42,Y
29842,XP,JE-0200,20,Y
29859,XP,JE-0200,20,Y
29867,XP,RL-0900,20,Y
29871,XP,JE-0200,20,Y
29920,XP,JH-0400,20,Y
29929,XP,DB-3900,20,Y
29942,XP,DB-3900,20,Y
29968,XP,DB-3900,20,Y
29982,FG,JH-0400,28,Y
29994,FG,DB-3900,30,Y
30005,XP,JH-0400,20,Y
30035,XP,JH-0400,20,Y
30050,XP,DB-3900,20,Y
30060,FG,DB-3900,44,N
30078,FG,MG-1200,45,Y
30121,XP,SC-0700,20,Y
30142,XP,MG-1200,20,Y
30154,FG,SC-0700,42,N
30198,XP,MG-1200,20,Y
30205,XP,SC-0700,20,Y
30217,XP,MG-1200,20,Y
30229,FG,SC-0700,28,Y
30233,XP,MG-1200,20,Y
30258,XP,EM-2000,20,Y
30269,XP,DA-0300,20,Y
30305,FG,DA-0300,27,Y
30320,XP,EM-2000,20,Y
30351,XP,DA-0300,20,Y
30366,FG,EM-2000,26,Y
30379,FG,DA-0300,33,Y
30396,FG,EM-2000,20,Y
30405,FG,DA-0300,30,Y
30413,FG,EM-2000,44,N
30432,XP,BD-0100,20,Y
30470,XP,BD-0100,20,Y
30521,XP,BD-0100,20,Y
30532,XP,CB-1700,20,Y
30546,XP,BD-0100,20,Y
30555,FG,BD-0100,25,Y
30594,XP,JN-0600,20,Y
30605,XP,JN-0600,20,Y
30628,XP,RL-1300,20,Y
30653,XP,RL-1300,20,Y
30661,FG,JN-0600,26,Y
30677,XP,JN-0600,20,Y
30723,XP,JN-0600,20,Y
30768,XP,GA-0300,20,Y
30787,XP,GA-0300,20,Y
30819,FG,JH-0900,52,Y
30828,FG,GA-0300,40,Y
30865,XP,JH-0900,20,Y
30894,XP,GA-0300,20,Y
30907,XP,JH-0900,20,Y
30919,XP,RL-0900,20,Y
30924,XP,RL-0900,20,Y
30946,FG,RL-0900,46,Y
30978,FG,MA-0700,36,Y
30985,XP,RL-0900,20,Y
31006,FG,RL-0900,45,Y
31021,FG,RL-0900,29,Y
31034,XP,MA-0700,20,Y
31071,XP,OM-0100,20,Y
31105,FG,SC-0700,47,N
31114,XP,OM-0100,20,Y
31122,FG,OM-0100,32,Y
31134,XP,OM-0100,20,Y
31151,FG,OM-0100,31,Y
31169,FG,OM-0100,20,Y
31199,FG,OM-0100,26,Y
31228,FG,JW-3300,38,Y
31312,XP,JN-0600,20,Y
31333,FG,JN-0600,20,Y
31345,FG,JN-0600,23,Y
31355,FG,JN-0600,37,Y
31375,XP,NR-0100,20,Y
31417,FG,NR-0100,36,N
31445,XP,NR-0100,20,Y
31459,XP,NR-0100,20,Y
31467,FG,CB-1700,31,N
31478,XP,CB-1700,20,Y
31489,FG,NR-0100,45,N
31499,XP,CB-1700,20,N
31531,FG,NR-0100,32,Y
31550,FG,MH-3100,40,Y
31583,XP,MH-3100,20,Y
31613,FG,MH-3100,24,Y
31627,XP,MH-3100,20,Y
31652,XP,MH-3100,20,Y
31656,XP,MH-3100,20,Y
31671,XP,MH-3100,20,Y
31695,XP,MH-3100,20,Y
31722,FG,DB-3900,43,N
31731,XP,JE-0200,20,Y
31739,XP,DB-3900,20,Y
31757,XP,JE-0200,20,Y
31766,FG,DB-3900,30,Y
31770,XP,JE-0200,20,Y
31778,XP,JE-0200,20,Y
31789,FG,DB-3900,19,Y
31799,FG,JE-0200,22,Y
31817,FG,DB-3900,42,Y
31843,XP,JE-0200,20,Y
31868,XP,DB-3900,20,Y
31885,XP,JH-0500,20,Y
31897,XP,JH-0500,20,Y
31909,FG,JH-0500,49,N
31919,FG,JH-0500,45,Y
31953,FG,JH-0500,21,Y
31963,FG,MV-0100,32,Y
31993,XP,MV-0100,20,Y
32008,XP,MV-0100,20,Y
32025,XP,JH-0500,20,Y
32062,FG,DA-0300,23,Y
32093,FG,AD-0800,26,Y
32117,FG,AD-0800,42,Y
32125,FG,DA-0300,40,Y
32142,FG,AD-0800,22,Y
32185,FG,AD-0800,44,Y
32195,XP,DA-0300,20,Y
32214,FG,AD-0800,50,Y
32226,XP,KB-2300,20,Y
32254,FG,SJ-0300,40,Y
32257,XP,SJ-0300,20,Y
32291,XP,SJ-0300,20,Y
32313,XP,KB-2300,20,Y
32331,XP,KB-2300,20,Y
32338,FG,SJ-0300,42,Y
32357,FG,SJ-0300,44,N
32397,XP,JC-0900,20,Y
32416,FG,WR-0500,22,Y
32436,XP,WR-0500,20,Y
32449,XP,WR-0500,20,Y
32456,FG,JC-0900,34,Y
32480,FG,WR-0500,28,Y
32493,XP,WR-0500,20,Y
32512,XP,JC-0900,20,Y
32519,FG,WR-0500,38,Y
32545,XP,WR-0500,20,Y
32554,FG,MG-1200,28,Y
32563,XP,MG-1200,20,Y
32582,XP,MG-1200,20,Y
32598,FG,MG-1200,25,Y
32626,FG,TS-1100,34,N
32649,XP,TS-1100,20,Y
32680,XP,MG-1200,20,Y
32733,FG,EM-2000,39,N
32758,FG,BD-0100,46,Y
32770,FG,BD-0100,27,Y
32792,FG,BD-0100,28,Y
32837,XP,EM-2000,20,Y
32854,FG,EM-2000,49,N
32888,XP,RL-1300,20,Y
32902,FG,PE-0100,32,Y
32912,XP,RL-1300,20,Y
32950,XP,RL-1300,20,Y
32972,XP,RL-1300,20,Y
32989,FG,PE-0100,46,Y
33027,FG,AV-0400,48,Y
33037,FG,TP-1200,42,Y
33055,XP,AV-0400,20,Y
33081,XP,TP-1200,20,Y
33101,XP,AV-0400,20,Y
33114,FG,AV-0400,53,Y
33135,XP,AV-0400,20,Y
33147,FG,AV-0400,37,N
33160,XP,TP-1200,20,Y
33179,FG,AV-0400,27,Y
33194,XP,TP-1200,20,Y
33232,FG,MS-5200,32,Y
33267,XP,MS-5200,20,Y
33281,FG,JC-0900,47,Y
33294,XP,MS-5200,20,Y
33312,XP,MS-5200,20,Y
33372,FG,PE-0100,24,Y
33398,XP,AV-0400,20,Y
33418,FG,AV-0400,40,Y
33430,XP,PE-0100,20,Y
33441,XP,PE-0100,20,Y
33467,XP,PE-0100,20,Y
33482,XP,AV-0400,20,Y
33512,FG,PE-0100,47,N
33542,XP,DA-0300,20,Y
33552,XP,PD-0200,20,Y
